Position,Starting Grid,kaggle_driver_id,raceId,finished,dnf,laps_down,time_gap_sec,year,Team,Track,rain,sunny
13,14.0,817,1137,1.0,0.0,0.0,146.907,2024,RB,Azerbaijan,0,1
14,17.0,855,1137,1.0,0.0,0.0,148.841,2024,Kick Sauber,Azerbaijan,0,1
15,20.0,839,1137,1.0,0.0,1.0,,2024,Alpine,Azerbaijan,0,1
16,16.0,822,1137,1.0,0.0,1.0,,2024,Kick Sauber,Azerbaijan,0,1
17,4.0,815,1137,0.0,1.0,,,2024,Red Bull Racing,Azerbaijan,0,1
18,3.0,832,1137,0.0,1.0,,,2024,Ferrari,Azerbaijan,0,1
19,13.0,840,1137,0.0,1.0,,,2024,Aston Martin,Azerbaijan,0,1
NC,11.0,852,1137,0.0,1.0,,,2024,RB,Azerbaijan,0,1
1,1.0,846,1138,1.0,0.0,0.0,0.0,2024,McLaren,Singapore,0,1
2,2.0,830,1138,1.0,0.0,0.0,20.945,2024,Red Bull Racing,Singapore,0,1
3,5.0,857,1138,1.0,0.0,0.0,41.823,2024,McLaren,Singapore,0,1
4,4.0,847,1138,1.0,0.0,0.0,61.04,2024,Mercedes,Singapore,0,1
5,9.0,844,1138,1.0,0.0,0.0,62.43,2024,Ferrari,Singapore,0,1
6,3.0,1,1138,1.0,0.0,0.0,85.248,2024,Mercedes,Singapore,0,1
7,10.0,832,1138,1.0,0.0,0.0,96.039,2024,Ferrari,Singapore,0,1
8,7.0,4,1138,1.0,0.0,1.0,,2024,Aston Martin,Singapore,0,1
9,6.0,807,1138,1.0,0.0,1.0,,2024,Haas,Singapore,0,1
10,13.0,815,1138,1.0,0.0,1.0,,2024,Red Bull Racing,Singapore,0,1
11,12.0,861,1138,1.0,0.0,1.0,,2024,Williams,Singapore,0,1
12,8.0,852,1138,1.0,0.0,1.0,,2024,RB,Singapore,0,1
13,15.0,839,1138,1.0,0.0,1.0,,2024,Alpine,Singapore,0,1
14,17.0,840,1138,1.0,0.0,1.0,,2024,Aston Martin,Singapore,0,1
15,20.0,855,1138,1.0,0.0,1.0,,2024,Kick Sauber,Singapore,0,1
16,19.0,822,1138,1.0,0.0,1.0,,2024,Kick Sauber,Singapore,0,1
17,18.0,842,1138,1.0,0.0,1.0,,2024,Alpine,Singapore,0,1
18,16.0,817,1138,1.0,0.0,1.0,,2024,RB,Singapore,0,1
19,14.0,825,1138,0.0,1.0,,,2024,Haas,Singapore,0,1
NC,11.0,848,1138,0.0,1.0,,,2024,Williams,Singapore,0,1
1,4.0,844,1139,1.0,0.0,0.0,0.0,2024,Ferrari,United States,0,1
2,3.0,832,1139,1.0,0.0,0.0,8.562,2024,Ferrari,United States,0,1
3,2.0,830,1139,1.0,0.0,0.0,19.412,2024,Red Bull Racing,United States,0,1
4,1.0,846,1139,1.0,0.0,0.0,20.354,2024,McLaren,United States,0,1
5,5.0,857,1139,1.0,0.0,0.0,21.921,2024,McLaren,United States,0,1
6,20.0,847,1139,1.0,0.0,0.0,56.295,2024,Mercedes,United States,0,1
7,9.0,815,1139,1.0,0.0,0.0,59.072,2024,Red Bull Racing,United States,0,1
8,11.0,807,1139,1.0,0.0,0.0,62.957,2024,Haas,United States,0,1
9,19.0,859,1139,1.0,0.0,0.0,70.563,2024,RB,United States,0,1
10,15.0,861,1139,1.0,0.0,0.0,71.979,2024,Williams,United States,0,1
11,8.0,825,1139,1.0,0.0,0.0,79.782,2024,Haas,United States,0,1
12,6.0,842,1139,1.0,0.0,0.0,90.558,2024,Alpine,United States,0,1
13,7.0,4,1139,1.0,0.0,1.0,,2024,Aston Martin,United States,0,1
14,10.0,852,1139,1.0,0.0,1.0,,2024,RB,United States,0,1
15,13.0,840,1139,1.0,0.0,1.0,,2024,Aston Martin,United States,0,1
16,14.0,848,1139,1.0,0.0,1.0,,2024,Williams,United States,0,1
17,16.0,822,1139,1.0,0.0,1.0,,2024,Kick Sauber,United States,0,1
18,12.0,839,1139,1.0,0.0,1.0,,2024,Alpine,United States,0,1
19,18.0,855,1139,1.0,0.0,1.0,,2024,Kick Sauber,United States,0,1
NC,17.0,1,1139,0.0,1.0,,,2024,Mercedes,United States,0,1
1,1.0,832,1140,1.0,0.0,0.0,0.0,2024,Ferrari,Mexico,0,1
2,3.0,846,1140,1.0,0.0,0.0,4.705,2024,McLaren,Mexico,0,1
3,4.0,844,1140,1.0,0.0,0.0,34.387,2024,Ferrari,Mexico,0,1
4,6.0,1,1140,1.0,0.0,0.0,44.78,2024,Mercedes,Mexico,0,1
5,5.0,847,1140,1.0,0.0,0.0,48.536,2024,Mercedes,Mexico,0,1
6,2.0,830,1140,1.0,0.0,0.0,59.558,2024,Red Bull Racing,Mexico,0,1
7,7.0,825,1140,1.0,0.0,0.0,63.642,2024,Haas,Mexico,0,1
8,17.0,857,1140,1.0,0.0,0.0,64.928,2024,McLaren,Mexico,0,1
9,10.0,807,1140,1.0,0.0,1.0,,2024,Haas,Mexico,0,1
10,8.0,842,1140,1.0,0.0,1.0,,2024,Alpine,Mexico,0,1
11,14.0,840,1140,1.0,0.0,1.0,,2024,Aston Martin,Mexico,0,1
12,16.0,861,1140,1.0,0.0,1.0,,2024,Williams,Mexico,0,1
13,20.0,839,1140,1.0,0.0,1.0,,2024,Alpine,Mexico,0,1
14,15.0,822,1140,1.0,0.0,1.0,,2024,Kick Sauber,Mexico,0,1
15,19.0,855,1140,1.0,0.0,1.0,,2024,Kick Sauber,Mexico,0,1
16,12.0,859,1140,1.0,0.0,1.0,,2024,RB,Mexico,0,1
17,18.0,815,1140,1.0,0.0,1.0,,2024,Red Bull Racing,Mexico,0,1
NC,13.0,4,1140,0.0,1.0,,,2024,Aston Martin,Mexico,0,1
NC,9.0,848,1140,0.0,1.0,,,2024,Williams,Mexico,0,1
NC,11.0,852,1140,0.0,1.0,,,2024,RB,Mexico,0,1
1,17.0,830,1141,1.0,0.0,0.0,0.0,2024,Red Bull Racing,Brazil,1,0
2,4.0,839,1141,1.0,0.0,0.0,19.477,2024,Alpine,Brazil,1,0
3,13.0,842,1141,1.0,0.0,0.0,22.532,2024,Alpine,Brazil,1,0
4,2.0,847,1141,1.0,0.0,0.0,23.265,2024,Mercedes,Brazil,1,0
5,6.0,844,1141,1.0,0.0,0.0,30.177,2024,Ferrari,Brazil,1,0
6,1.0,846,1141,1.0,0.0,0.0,31.372,2024,McLaren,Brazil,1,0
7,3.0,852,1141,1.0,0.0,0.0,42.056,2024,RB,Brazil,1,0
8,8.0,857,1141,1.0,0.0,0.0,44.943,2024,McLaren,Brazil,1,0
9,5.0,859,1141,1.0,0.0,0.0,50.452,2024,RB,Brazil,1,0
10,14.0,1,1141,1.0,0.0,0.0,50.753,2024,Mercedes,Brazil,1,0
11,12.0,815,1141,1.0,0.0,0.0,51.531,2024,Red Bull Racing,Brazil,1,0
12,15.0,860,1141,1.0,0.0,0.0,57.085,2024,Haas,Brazil,1,0
13,11.0,822,1141,1.0,0.0,0.0,63.588,2024,Kick Sauber,Brazil,1,0
14,9.0,4,1141,1.0,0.0,0.0,78.049,2024,Aston Martin,Brazil,1,0
15,19.0,855,1141,1.0,0.0,0.0,79.649,2024,Kick Sauber,Brazil,1,0
NC,20.0,832,1141,0.0,1.0,,,2024,Ferrari,Brazil,1,0
NC,16.0,861,1141,0.0,1.0,,,2024,Williams,Brazil,1,0
NC,7.0,848,1141,0.0,1.0,,,2024,Williams,Brazil,1,0
NC,10.0,840,1141,0.0,1.0,,,2024,Aston Martin,Brazil,1,0
DQ,18.0,807,1141,0.0,1.0,,,2024,Haas,Brazil,1,0
1,1.0,847,1142,1.0,0.0,0.0,0.0,2024,Mercedes,Las Vegas,0,1
2,10.0,1,1142,1.0,0.0,0.0,7.313,2024,Mercedes,Las Vegas,0,1
3,2.0,832,1142,1.0,0.0,0.0,11.906,2024,Ferrari,Las Vegas,0,1
4,4.0,844,1142,1.0,0.0,0.0,14.283,2024,Ferrari,Las Vegas,0,1
5,5.0,830,1142,1.0,0.0,0.0,16.582,2024,Red Bull Racing,Las Vegas,0,1
6,6.0,846,1142,1.0,0.0,0.0,43.385,2024,McLaren,Las Vegas,0,1
7,8.0,857,1142,1.0,0.0,0.0,51.365,2024,McLaren,Las Vegas,0,1
8,9.0,807,1142,1.0,0.0,0.0,59.808,2024,Haas,Las Vegas,0,1
9,7.0,852,1142,1.0,0.0,0.0,62.808,2024,RB,Las Vegas,0,1
10,15.0,815,1142,1.0,0.0,0.0,63.114,2024,Red Bull Racing,Las Vegas,0,1
11,16.0,4,1142,1.0,0.0,0.0,69.195,2024,Aston Martin,Las Vegas,0,1
12,12.0,825,1142,1.0,0.0,0.0,69.803,2024,Haas,Las Vegas,0,1
13,13.0,855,1142,1.0,0.0,0.0,74.085,2024,Kick Sauber,Las Vegas,0,1
14,20.0,861,1142,1.0,0.0,0.0,75.172,2024,Williams,Las Vegas,0,1
15,18.0,840,1142,1.0,0.0,0.0,84.102,2024,Aston Martin,Las Vegas,0,1
16,14.0,859,1142,1.0,0.0,0.0,91.005,2024,RB,Las Vegas,0,1
17,11.0,839,1142,1.0,0.0,1.0,,2024,Alpine,Las Vegas,0,1
18,19.0,822,1142,1.0,0.0,1.0,,2024,Kick Sauber,Las Vegas,0,1
NC,17.0,848,1142,0.0,1.0,,,2024,Williams,Las Vegas,0,1
NC,3.0,842,1142,0.0,1.0,,,2024,Alpine,Las Vegas,0,1
1,2.0,830,1143,1.0,0.0,0.0,0.0,2024,Red Bull Racing,Qatar,0,1
2,5.0,844,1143,1.0,0.0,0.0,6.031,2024,Ferrari,Qatar,0,1
3,4.0,857,1143,1.0,0.0,0.0,6.819,2024,McLaren,Qatar,0,1
4,1.0,847,1143,1.0,0.0,0.0,14.104,2024,Mercedes,Qatar,0,1
5,11.0,842,1143,1.0,0.0,0.0,16.782,2024,Alpine,Qatar,0,1
6,7.0,832,1143,1.0,0.0,0.0,17.476,2024,Ferrari,Qatar,0,1
7,8.0,4,1143,1.0,0.0,0.0,19.867,2024,Aston Martin,Qatar,0,1
8,12.0,855,1143,1.0,0.0,0.0,25.36,2024,Kick Sauber,Qatar,0,1
9,10.0,825,1143,1.0,0.0,0.0,32.177,2024,Haas,Qatar,0,1
10,3.0,846,1143,1.0,0.0,0.0,35.762,2024,McLaren,Qatar,0,1
11,13.0,822,1143,1.0,0.0,0.0,50.243,2024,Kick Sauber,Qatar,0,1
12,6.0,1,1143,1.0,0.0,0.0,56.122,2024,Mercedes,Qatar,0,1
13,14.0,852,1143,1.0,0.0,0.0,61.1,2024,RB,Qatar,0,1
14,17.0,859,1143,1.0,0.0,0.0,62.656,2024,RB,Qatar,0,1
15,16.0,848,1143,1.0,0.0,1.0,,2024,Williams,Qatar,0,1
NC,18.0,807,1143,0.0,1.0,,,2024,Haas,Qatar,0,1
NC,9.0,815,1143,0.0,1.0,,,2024,Red Bull Racing,Qatar,0,1
NC,15.0,840,1143,0.0,1.0,,,2024,Aston Martin,Qatar,0,1
NC,19.0,861,1143,0.0,1.0,,,2024,Williams,Qatar,0,1
NC,20.0,839,1143,0.0,1.0,,,2024,Alpine,Qatar,0,1
1,1.0,846,1144,1.0,0.0,0.0,0.0,2024,McLaren,Abu Dhabi,0,1
2,3.0,832,1144,1.0,0.0,0.0,5.832,2024,Ferrari,Abu Dhabi,0,1
3,19.0,844,1144,1.0,0.0,0.0,31.928,2024,Ferrari,Abu Dhabi,0,1
4,16.0,1,1144,1.0,0.0,0.0,36.483,2024,Mercedes,Abu Dhabi,0,1
5,6.0,847,1144,1.0,0.0,0.0,37.538,2024,Mercedes,Abu Dhabi,0,1
6,4.0,830,1144,1.0,0.0,0.0,49.847,2024,Red Bull Racing,Abu Dhabi,0,1
7,5.0,842,1144,1.0,0.0,0.0,72.56,2024,Alpine,Abu Dhabi,0,1
8,7.0,807,1144,1.0,0.0,0.0,75.554,2024,Haas,Abu Dhabi,0,1
9,8.0,4,1144,1.0,0.0,0.0,82.373,2024,Aston Martin,Abu Dhabi,0,1
10,2.0,857,1144,1.0,0.0,0.0,83.821,2024,McLaren,Abu Dhabi,0,1
11,18.0,848,1144,1.0,0.0,1.0,,2024,Williams,Abu Dhabi,0,1
12,11.0,852,1144,1.0,0.0,1.0,,2024,RB,Abu Dhabi,0,1
13,15.0,855,1144,1.0,0.0,1.0,,2024,Kick Sauber,Abu Dhabi,0,1
14,13.0,840,1144,1.0,0.0,1.0,,2024,Aston Martin,Abu Dhabi,0,1
15,17.0,862,1144,1.0,0.0,1.0,,2024,Alpine,Abu Dhabi,0,1
16,14.0,825,1144,1.0,0.0,1.0,,2024,Haas,Abu Dhabi,0,1
17,12.0,859,1144,0.0,1.0,,,2024,RB,Abu Dhabi,0,1
NC,9.0,822,1144,0.0,1.0,,,2024,Kick Sauber,Abu Dhabi,0,1
NC,20.0,861,1144,0.0,1.0,,,2024,Williams,Abu Dhabi,0,1
NC,10.0,815,1144,0.0,1.0,,,2024,Red Bull Racing,Abu Dhabi,0,1
