Position,Starting Grid,kaggle_driver_id,raceId,finished,dnf,laps_down,time_gap_sec,year,Team,Track,rain,sunny
15,19,825,1026,1.0,0.0,1.0,,2019,Haas,Japan,0,1
16,18,847,1026,1.0,0.0,2.0,,2019,Williams,Japan,0,1
17,20,9,1026,1.0,0.0,2.0,,2019,Williams,Japan,0,1
NC,5,830,1026,0.0,1.0,,,2019,Red Bull Racing,Japan,0,1
1,3,1,1027,1.0,0.0,0.0,0.0,2019,Mercedes,Mexico,1,0
2,2,20,1027,1.0,0.0,0.0,1.766,2019,Ferrari,Mexico,1,0
3,6,822,1027,1.0,0.0,0.0,3.553,2019,Mercedes,Mexico,1,0
4,1,844,1027,1.0,0.0,0.0,6.368,2019,Ferrari,Mexico,1,0
5,5,848,1027,1.0,0.0,0.0,21.399,2019,Red Bull Racing,Mexico,1,0
6,4,830,1027,1.0,0.0,0.0,68.807,2019,Red Bull Racing,Mexico,1,0
7,11,815,1027,1.0,0.0,0.0,73.819,2019,Racing Point,Mexico,1,0
8,13,817,1027,1.0,0.0,0.0,74.924,2019,Renault,Mexico,1,0
9,10,842,1027,1.0,0.0,1.0,,2019,Toro Rosso,Mexico,1,0
10,12,807,1027,1.0,0.0,1.0,,2019,Renault,Mexico,1,0
11,9,826,1027,1.0,0.0,1.0,,2019,Toro Rosso,Mexico,1,0
12,16,840,1027,1.0,0.0,1.0,,2019,Racing Point,Mexico,1,0
13,7,832,1027,1.0,0.0,1.0,,2019,McLaren,Mexico,1,0
14,15,841,1027,1.0,0.0,1.0,,2019,Alfa Romeo,Mexico,1,0
15,17,825,1027,1.0,0.0,2.0,,2019,Haas,Mexico,1,0
16,19,847,1027,1.0,0.0,2.0,,2019,Williams,Mexico,1,0
17,18,154,1027,1.0,0.0,2.0,,2019,Haas,Mexico,1,0
18,20,9,1027,1.0,0.0,2.0,,2019,Williams,Mexico,1,0
NC,14,8,1027,0.0,1.0,,,2019,Alfa Romeo,Mexico,1,0
NC,8,846,1027,0.0,1.0,,,2019,McLaren,Mexico,1,0
1,1,822,1028,1.0,0.0,0.0,0.0,2019,Mercedes,United States,0,1
2,5,1,1028,1.0,0.0,0.0,4.148,2019,Mercedes,United States,0,1
3,3,830,1028,1.0,0.0,0.0,5.002,2019,Red Bull Racing,United States,0,1
4,4,844,1028,1.0,0.0,0.0,52.239,2019,Ferrari,United States,0,1
5,6,848,1028,1.0,0.0,0.0,78.038,2019,Red Bull Racing,United States,0,1
6,9,817,1028,1.0,0.0,0.0,90.366,2019,Renault,United States,0,1
7,8,846,1028,1.0,0.0,0.0,90.764,2019,McLaren,United States,0,1
8,7,832,1028,1.0,0.0,1.0,,2019,McLaren,United States,0,1
9,11,807,1028,1.0,0.0,1.0,,2019,Renault,United States,0,1
10,20,815,1028,1.0,0.0,1.0,,2019,Racing Point,United States,0,1
11,17,8,1028,1.0,0.0,1.0,,2019,Alfa Romeo,United States,0,1
12,13,826,1028,1.0,0.0,1.0,,2019,Toro Rosso,United States,0,1
13,14,840,1028,1.0,0.0,1.0,,2019,Racing Point,United States,0,1
14,16,841,1028,1.0,0.0,1.0,,2019,Alfa Romeo,United States,0,1
15,15,154,1028,1.0,0.0,1.0,,2019,Haas,United States,0,1
16,10,842,1028,0.0,1.0,,,2019,Toro Rosso,United States,0,1
17,18,847,1028,1.0,0.0,2.0,,2019,Williams,United States,0,1
18,12,825,1028,0.0,1.0,,,2019,Haas,United States,0,1
NC,19,9,1028,0.0,1.0,,,2019,Williams,United States,0,1
NC,2,20,1028,0.0,1.0,,,2019,Ferrari,United States,0,1
1,1,830,1029,1.0,0.0,0.0,0.0,2019,Red Bull Racing,Brazil,0,1
2,6,842,1029,1.0,0.0,0.0,6.077,2019,Toro Rosso,Brazil,0,1
3,20,832,1029,1.0,0.0,0.0,8.896,2019,McLaren,Brazil,0,1
4,8,8,1029,1.0,0.0,0.0,9.452,2019,Alfa Romeo,Brazil,0,1
5,12,841,1029,1.0,0.0,0.0,10.201,2019,Alfa Romeo,Brazil,0,1
6,11,817,1029,1.0,0.0,0.0,10.541,2019,Renault,Brazil,0,1
7,3,1,1029,1.0,0.0,0.0,11.139,2019,Mercedes,Brazil,0,1
8,10,846,1029,1.0,0.0,0.0,11.204,2019,McLaren,Brazil,0,1
9,15,815,1029,1.0,0.0,0.0,11.529,2019,Racing Point,Brazil,0,1
10,16,826,1029,1.0,0.0,0.0,11.931,2019,Toro Rosso,Brazil,0,1
11,9,825,1029,1.0,0.0,0.0,12.599,2019,Haas,Brazil,0,1
12,18,847,1029,1.0,0.0,0.0,13.599,2019,Williams,Brazil,0,1
13,7,154,1029,1.0,0.0,0.0,14.247,2019,Haas,Brazil,0,1
14,5,848,1029,1.0,0.0,0.0,14.927,2019,Red Bull Racing,Brazil,0,1
15,13,807,1029,1.0,0.0,0.0,18.059,2019,Renault,Brazil,0,1
16,19,9,1029,1.0,0.0,1.0,,2019,Williams,Brazil,0,1
17,2,20,1029,0.0,1.0,,,2019,Ferrari,Brazil,0,1
18,14,844,1029,0.0,1.0,,,2019,Ferrari,Brazil,0,1
19,17,840,1029,0.0,1.0,,,2019,Racing Point,Brazil,0,1
NC,4,822,1029,0.0,1.0,,,2019,Mercedes,Brazil,0,1
1,1,1,1030,1.0,0.0,0.0,0.0,2019,Mercedes,Abu Dhabi,0,1
2,2,830,1030,1.0,0.0,0.0,16.772,2019,Red Bull Racing,Abu Dhabi,0,1
3,3,844,1030,1.0,0.0,0.0,43.435,2019,Ferrari,Abu Dhabi,0,1
4,20,822,1030,1.0,0.0,0.0,44.379,2019,Mercedes,Abu Dhabi,0,1
5,4,20,1030,1.0,0.0,0.0,64.357,2019,Ferrari,Abu Dhabi,0,1
6,5,848,1030,1.0,0.0,0.0,69.205,2019,Red Bull Racing,Abu Dhabi,0,1
7,10,815,1030,1.0,0.0,1.0,,2019,Racing Point,Abu Dhabi,0,1
8,6,846,1030,1.0,0.0,1.0,,2019,McLaren,Abu Dhabi,0,1
9,13,826,1030,1.0,0.0,1.0,,2019,Toro Rosso,Abu Dhabi,0,1
10,8,832,1030,1.0,0.0,1.0,,2019,McLaren,Abu Dhabi,0,1
11,7,817,1030,1.0,0.0,1.0,,2019,Renault,Abu Dhabi,0,1
12,9,807,1030,1.0,0.0,1.0,,2019,Renault,Abu Dhabi,0,1
13,17,8,1030,1.0,0.0,1.0,,2019,Alfa Romeo,Abu Dhabi,0,1
14,14,825,1030,1.0,0.0,1.0,,2019,Haas,Abu Dhabi,0,1
15,15,154,1030,1.0,0.0,1.0,,2019,Haas,Abu Dhabi,0,1
16,16,841,1030,1.0,0.0,1.0,,2019,Alfa Romeo,Abu Dhabi,0,1
17,18,847,1030,1.0,0.0,1.0,,2019,Williams,Abu Dhabi,0,1
18,11,842,1030,1.0,0.0,2.0,,2019,Toro Rosso,Abu Dhabi,0,1
19,19,9,1030,1.0,0.0,2.0,,2019,Williams,Abu Dhabi,0,1
NC,12,840,1030,0.0,1.0,,,2019,Racing Point,Abu Dhabi,0,1
