Position,Starting Grid,kaggle_driver_id,finished,dnf,laps_down,time_gap_sec,year,Team,Track,raceId,rain,sunny
5,15,848.0,1.0,0.0,0.0,6.327,2025,Williams,Netherlands,1159,1.0,0.0
6,20,860.0,1.0,0.0,0.0,9.044,2025,Haas,Netherlands,1159,1.0,0.0
7,19,840.0,1.0,0.0,0.0,9.497,2025,Aston Martin,Netherlands,1159,1.0,0.0
8,10,4.0,1.0,0.0,0.0,11.709,2025,Aston Martin,Netherlands,1159,1.0,0.0
9,12,852.0,1.0,0.0,0.0,13.597,2025,Red Bull Racing,Netherlands,1159,1.0,0.0
10,18,839.0,1.0,0.0,0.0,14.063,2025,Haas,Netherlands,1159,1.0,0.0
11,16,861.0,1.0,0.0,0.0,14.511,2025,Alpine,Netherlands,1159,1.0,0.0
12,8,859.0,1.0,0.0,0.0,17.063,2025,Racing Bulls,Netherlands,1159,1.0,0.0
13,9,832.0,1.0,0.0,0.0,17.376,2025,Williams,Netherlands,1159,1.0,0.0
14,17,807.0,0.0,1.0,,,2025,Kick Sauber,Netherlands,1159,1.0,0.0
15,13,865.0,1.0,0.0,0.0,21.565,2025,Kick Sauber,Netherlands,1159,1.0,0.0
16,11,863.0,1.0,0.0,0.0,22.029,2025,Mercedes,Netherlands,1159,1.0,0.0
17,14,842.0,1.0,0.0,0.0,23.629,2025,Alpine,Netherlands,1159,1.0,0.0
18,2,846.0,0.0,1.0,,,2025,McLaren,Netherlands,1159,1.0,0.0
NC,6,844.0,0.0,1.0,,,2025,Ferrari,Netherlands,1159,1.0,0.0
NC,7,1.0,0.0,1.0,,,2025,Ferrari,Netherlands,1159,1.0,0.0
1,1,830.0,1.0,0.0,0.0,0.0,2025,Red Bull Racing,Italy,1160,0.0,1.0
2,2,846.0,1.0,0.0,0.0,19.207,2025,McLaren,Italy,1160,0.0,1.0
3,3,857.0,1.0,0.0,0.0,21.351,2025,McLaren,Italy,1160,0.0,1.0
4,4,844.0,1.0,0.0,0.0,25.624,2025,Ferrari,Italy,1160,0.0,1.0
5,5,847.0,1.0,0.0,0.0,32.881,2025,Mercedes,Italy,1160,0.0,1.0
6,10,1.0,1.0,0.0,0.0,37.449,2025,Ferrari,Italy,1160,0.0,1.0
7,14,848.0,1.0,0.0,0.0,50.537,2025,Williams,Italy,1160,0.0,1.0
8,7,865.0,1.0,0.0,0.0,58.484,2025,Kick Sauber,Italy,1160,0.0,1.0
9,6,863.0,1.0,0.0,0.0,59.762,2025,Mercedes,Italy,1160,0.0,1.0
10,19,864.0,1.0,0.0,0.0,63.891,2025,Racing Bulls,Italy,1160,0.0,1.0
11,13,832.0,1.0,0.0,0.0,64.469,2025,Williams,Italy,1160,0.0,1.0
12,11,860.0,1.0,0.0,0.0,79.288,2025,Haas,Italy,1160,0.0,1.0
13,9,852.0,1.0,0.0,0.0,80.701,2025,Red Bull Racing,Italy,1160,0.0,1.0
14,18,859.0,1.0,0.0,0.0,82.351,2025,Racing Bulls,Italy,1160,0.0,1.0
15,15,839.0,1.0,0.0,1.0,,2025,Haas,Italy,1160,0.0,1.0
16,20,842.0,1.0,0.0,1.0,,2025,Alpine,Italy,1160,0.0,1.0
17,17,861.0,1.0,0.0,1.0,,2025,Alpine,Italy,1160,0.0,1.0
18,16,840.0,1.0,0.0,1.0,,2025,Aston Martin,Italy,1160,0.0,1.0
NC,8,4.0,0.0,1.0,,,2025,Aston Martin,Italy,1160,0.0,1.0
NC,12,807.0,0.0,1.0,,,2025,Kick Sauber,Italy,1160,0.0,1.0
1,1,830.0,1.0,0.0,0.0,0.0,2025,Red Bull Racing,Azerbaijan,1161,0.0,1.0
2,5,847.0,1.0,0.0,0.0,14.609,2025,Mercedes,Azerbaijan,1161,0.0,1.0
3,2,832.0,1.0,0.0,0.0,19.199,2025,Williams,Azerbaijan,1161,0.0,1.0
4,4,863.0,1.0,0.0,0.0,21.76,2025,Mercedes,Azerbaijan,1161,0.0,1.0
5,3,859.0,1.0,0.0,0.0,33.29,2025,Racing Bulls,Azerbaijan,1161,0.0,1.0
6,6,852.0,1.0,0.0,0.0,33.808,2025,Red Bull Racing,Azerbaijan,1161,0.0,1.0
7,7,846.0,1.0,0.0,0.0,34.227,2025,McLaren,Azerbaijan,1161,0.0,1.0
8,12,1.0,1.0,0.0,0.0,36.31,2025,Ferrari,Azerbaijan,1161,0.0,1.0
9,10,844.0,1.0,0.0,0.0,36.774,2025,Ferrari,Azerbaijan,1161,0.0,1.0
10,8,864.0,1.0,0.0,0.0,38.982,2025,Racing Bulls,Azerbaijan,1161,0.0,1.0
11,13,865.0,1.0,0.0,0.0,67.606,2025,Kick Sauber,Azerbaijan,1161,0.0,1.0
12,15,860.0,1.0,0.0,0.0,68.262,2025,Haas,Azerbaijan,1161,0.0,1.0
13,19,848.0,1.0,0.0,0.0,72.87,2025,Williams,Azerbaijan,1161,0.0,1.0
14,20,839.0,1.0,0.0,0.0,77.58,2025,Haas,Azerbaijan,1161,0.0,1.0
15,11,4.0,1.0,0.0,0.0,78.707,2025,Aston Martin,Azerbaijan,1161,0.0,1.0
16,17,807.0,1.0,0.0,0.0,80.237,2025,Kick Sauber,Azerbaijan,1161,0.0,1.0
17,14,840.0,1.0,0.0,0.0,96.392,2025,Aston Martin,Azerbaijan,1161,0.0,1.0
18,18,842.0,1.0,0.0,1.0,,2025,Alpine,Azerbaijan,1161,0.0,1.0
19,16,861.0,1.0,0.0,1.0,,2025,Alpine,Azerbaijan,1161,0.0,1.0
NC,9,857.0,0.0,1.0,,,2025,McLaren,Azerbaijan,1161,0.0,1.0
1,1,847.0,1.0,0.0,0.0,0.0,2025,Mercedes,Singapore,1162,0.0,1.0
2,2,830.0,1.0,0.0,0.0,5.43,2025,Red Bull Racing,Singapore,1162,0.0,1.0
3,5,846.0,1.0,0.0,0.0,6.066,2025,McLaren,Singapore,1162,0.0,1.0
4,3,857.0,1.0,0.0,0.0,8.146,2025,McLaren,Singapore,1162,0.0,1.0
5,4,863.0,1.0,0.0,0.0,33.681,2025,Mercedes,Singapore,1162,0.0,1.0
6,7,844.0,1.0,0.0,0.0,45.996,2025,Ferrari,Singapore,1162,0.0,1.0
7,10,4.0,1.0,0.0,0.0,80.667,2025,Aston Martin,Singapore,1162,0.0,1.0
8,6,1.0,1.0,0.0,0.0,85.251,2025,Ferrari,Singapore,1162,0.0,1.0
9,9,860.0,1.0,0.0,0.0,93.527,2025,Haas,Singapore,1162,0.0,1.0
10,18,832.0,1.0,0.0,1.0,,2025,Williams,Singapore,1162,0.0,1.0
11,8,864.0,1.0,0.0,1.0,,2025,Racing Bulls,Singapore,1162,0.0,1.0
12,13,852.0,1.0,0.0,1.0,,2025,Red Bull Racing,Singapore,1162,0.0,1.0
13,15,840.0,1.0,0.0,1.0,,2025,Aston Martin,Singapore,1162,0.0,1.0
14,20,848.0,1.0,0.0,1.0,,2025,Williams,Singapore,1162,0.0,1.0
15,12,859.0,1.0,0.0,1.0,,2025,Racing Bulls,Singapore,1162,0.0,1.0
16,16,861.0,1.0,0.0,1.0,,2025,Alpine,Singapore,1162,0.0,1.0
17,14,865.0,1.0,0.0,1.0,,2025,Kick Sauber,Singapore,1162,0.0,1.0
18,17,839.0,1.0,0.0,1.0,,2025,Haas,Singapore,1162,0.0,1.0
19,19,842.0,1.0,0.0,1.0,,2025,Alpine,Singapore,1162,0.0,1.0
20,11,807.0,1.0,0.0,1.0,,2025,Kick Sauber,Singapore,1162,0.0,1.0
1,1,830.0,1.0,0.0,0.0,0.0,2025,Red Bull Racing,United States,1163,0.0,1.0
2,2,846.0,1.0,0.0,0.0,7.959,2025,McLaren,United States,1163,0.0,1.0
3,3,844.0,1.0,0.0,0.0,15.373,2025,Ferrari,United States,1163,0.0,1.0
4,5,1.0,1.0,0.0,0.0,28.536,2025,Ferrari,United States,1163,0.0,1.0
5,6,857.0,1.0,0.0,0.0,29.678,2025,McLaren,United States,1163,0.0,1.0
6,4,847.0,1.0,0.0,0.0,33.456,2025,Mercedes,United States,1163,0.0,1.0
7,13,852.0,1.0,0.0,0.0,52.714,2025,Red Bull Racing,United States,1163,0.0,1.0
8,11,807.0,1.0,0.0,0.0,57.249,2025,Kick Sauber,United States,1163,0.0,1.0
9,8,860.0,1.0,0.0,0.0,64.722,2025,Haas,United States,1163,0.0,1.0
10,10,4.0,1.0,0.0,0.0,70.001,2025,Aston Martin,United States,1163,0.0,1.0
11,12,859.0,1.0,0.0,0.0,73.209,2025,Racing Bulls,United States,1163,0.0,1.0
12,19,840.0,1.0,0.0,0.0,74.778,2025,Aston Martin,United States,1163,0.0,1.0
13,7,863.0,1.0,0.0,0.0,75.746,2025,Mercedes,United States,1163,0.0,1.0
14,18,848.0,1.0,0.0,0.0,80.0,2025,Williams,United States,1163,0.0,1.0
15,17,839.0,1.0,0.0,0.0,83.043,2025,Haas,United States,1163,0.0,1.0
16,20,864.0,1.0,0.0,0.0,92.807,2025,Racing Bulls,United States,1163,0.0,1.0
17,15,861.0,1.0,0.0,1.0,,2025,Alpine,United States,1163,0.0,1.0
18,16,865.0,1.0,0.0,1.0,,2025,Kick Sauber,United States,1163,0.0,1.0
19,14,842.0,1.0,0.0,1.0,,2025,Alpine,United States,1163,0.0,1.0
NC,9,832.0,0.0,1.0,,,2025,Williams,United States,1163,0.0,1.0
1,1,846.0,1.0,0.0,0.0,0.0,2025,McLaren,Mexico,1164,0.0,1.0
2,2,844.0,1.0,0.0,0.0,30.324,2025,Ferrari,Mexico,1164,0.0,1.0
3,5,830.0,1.0,0.0,0.0,31.049,2025,Red Bull Racing,Mexico,1164,0.0,1.0
4,9,860.0,1.0,0.0,0.0,40.955,2025,Haas,Mexico,1164,0.0,1.0
5,7,857.0,1.0,0.0,0.0,42.065,2025,McLaren,Mexico,1164,0.0,1.0
6,6,863.0,1.0,0.0,0.0,47.837,2025,Mercedes,Mexico,1164,0.0,1.0
7,4,847.0,1.0,0.0,0.0,50.287,2025,Mercedes,Mexico,1164,0.0,1.0
8,3,1.0,1.0,0.0,0.0,56.446,2025,Ferrari,Mexico,1164,0.0,1.0
9,11,839.0,1.0,0.0,0.0,75.464,2025,Haas,Mexico,1164,0.0,1.0
10,16,865.0,1.0,0.0,0.0,76.863,2025,Kick Sauber,Mexico,1164,0.0,1.0
11,10,852.0,1.0,0.0,0.0,79.048,2025,Red Bull Racing,Mexico,1164,0.0,1.0
12,17,848.0,1.0,0.0,1.0,,2025,Williams,Mexico,1164,0.0,1.0
13,8,864.0,1.0,0.0,1.0,,2025,Racing Bulls,Mexico,1164,0.0,1.0
14,19,840.0,1.0,0.0,1.0,,2025,Aston Martin,Mexico,1164,0.0,1.0
15,18,842.0,1.0,0.0,1.0,,2025,Alpine,Mexico,1164,0.0,1.0
16,20,861.0,1.0,0.0,1.0,,2025,Alpine,Mexico,1164,0.0,1.0
17,12,832.0,0.0,1.0,,,2025,Williams,Mexico,1164,0.0,1.0
NC,14,4.0,0.0,1.0,,,2025,Aston Martin,Mexico,1164,0.0,1.0
NC,13,807.0,0.0,1.0,,,2025,Kick Sauber,Mexico,1164,0.0,1.0
NC,15,859.0,0.0,1.0,,,2025,Racing Bulls,Mexico,1164,0.0,1.0
1,1,846.0,1.0,0.0,0.0,0.0,2025,McLaren,Brazil,1165,0.0,1.0
2,2,863.0,1.0,0.0,0.0,10.388,2025,Mercedes,Brazil,1165,0.0,1.0
3,19,830.0,1.0,0.0,0.0,10.75,2025,Red Bull Racing,Brazil,1165,0.0,1.0
4,6,847.0,1.0,0.0,0.0,15.267,2025,Mercedes,Brazil,1165,0.0,1.0
5,4,857.0,1.0,0.0,0.0,15.749,2025,McLaren,Brazil,1165,0.0,1.0
6,8,860.0,1.0,0.0,0.0,29.63,2025,Haas,Brazil,1165,0.0,1.0
7,7,859.0,1.0,0.0,0.0,52.642,2025,Racing Bulls,Brazil,1165,0.0,1.0
8,5,864.0,1.0,0.0,0.0,52.873,2025,Racing Bulls,Brazil,1165,0.0,1.0
9,71,807.0,1.0,0.0,0.0,53.324,2025,Kick Sauber,Brazil,1165,0.0,1.0
10,9,842.0,1.0,0.0,0.0,53.914,2025,Alpine,Brazil,1165,0.0,1.0
11,12,848.0,1.0,0.0,0.0,54.184,2025,Williams,Brazil,1165,0.0,1.0
12,20,839.0,1.0,0.0,0.0,54.696,2025,Haas,Brazil,1165,0.0,1.0
13,15,832.0,1.0,0.0,0.0,55.42,2025,Williams,Brazil,1165,0.0,1.0
14,11,4.0,1.0,0.0,0.0,55.766,2025,Aston Martin,Brazil,1165,0.0,1.0
15,16,861.0,1.0,0.0,0.0,57.777,2025,Alpine,Brazil,1165,0.0,1.0
16,14,840.0,1.0,0.0,0.0,58.247,2025,Aston Martin,Brazil,1165,0.0,1.0
17,17,852.0,1.0,0.0,0.0,69.176,2025,Red Bull Racing,Brazil,1165,0.0,1.0
NC,13,1.0,0.0,1.0,,,2025,Ferrari,Brazil,1165,0.0,1.0
NC,3,844.0,0.0,1.0,,,2025,Ferrari,Brazil,1165,0.0,1.0
NC,18,865.0,0.0,1.0,,,2025,Kick Sauber,Brazil,1165,0.0,1.0
1,2,830.0,1.0,0.0,0.0,0.0,2025,Red Bull Racing,Las Vegas,1166,0.0,1.0
2,4,847.0,1.0,0.0,0.0,23.546,2025,Mercedes,Las Vegas,1166,0.0,1.0
3,17,863.0,1.0,0.0,0.0,30.488,2025,Mercedes,Las Vegas,1166,0.0,1.0
4,9,844.0,1.0,0.0,0.0,30.678,2025,Ferrari,Las Vegas,1166,0.0,1.0
5,3,832.0,1.0,0.0,0.0,34.924,2025,Williams,Las Vegas,1166,0.0,1.0
6,8,864.0,1.0,0.0,0.0,45.257,2025,Racing Bulls,Las Vegas,1166,0.0,1.0
7,11,807.0,1.0,0.0,0.0,51.134,2025,Kick Sauber,Las Vegas,1166,0.0,1.0
8,19,1.0,1.0,0.0,0.0,59.369,2025,Ferrari,Las Vegas,1166,0.0,1.0
9,13,839.0,1.0,0.0,0.0,60.634,2025,Haas,Las Vegas,1166,0.0,1.0
10,14,860.0,1.0,0.0,0.0,70.549,2025,Haas,Las Vegas,1166,0.0,1.0
11,7,4.0,1.0,0.0,0.0,85.308,2025,Aston Martin,Las Vegas,1166,0.0,1.0
12,20,852.0,1.0,0.0,0.0,86.974,2025,Red Bull Racing,Las Vegas,1166,0.0,1.0
13,10,842.0,1.0,0.0,0.0,91.702,2025,Alpine,Las Vegas,1166,0.0,1.0
14,6,859.0,1.0,0.0,1.0,,2025,Racing Bulls,Las Vegas,1166,0.0,1.0
15,15,861.0,1.0,0.0,1.0,,2025,Alpine,Las Vegas,1166,0.0,1.0
NC,16,848.0,0.0,1.0,,,2025,Williams,Las Vegas,1166,0.0,1.0
NC,18,865.0,0.0,1.0,,,2025,Kick Sauber,Las Vegas,1166,0.0,1.0
NC,12,840.0,0.0,1.0,,,2025,Aston Martin,Las Vegas,1166,0.0,1.0
DQ,1,846.0,0.0,1.0,,,2025,McLaren,Las Vegas,1166,0.0,1.0
DQ,5,857.0,0.0,1.0,,,2025,McLaren,Las Vegas,1166,0.0,1.0
1,3,830.0,1.0,0.0,0.0,0.0,2025,Red Bull Racing,Qatar,1167,0.0,1.0
2,1,857.0,1.0,0.0,0.0,7.995,2025,McLaren,Qatar,1167,0.0,1.0
3,7,832.0,1.0,0.0,0.0,22.665,2025,Williams,Qatar,1167,0.0,1.0
4,2,846.0,1.0,0.0,0.0,23.315,2025,McLaren,Qatar,1167,0.0,1.0
5,5,863.0,1.0,0.0,0.0,28.317,2025,Mercedes,Qatar,1167,0.0,1.0
6,4,847.0,1.0,0.0,0.0,48.599,2025,Mercedes,Qatar,1167,0.0,1.0
7,8,4.0,1.0,0.0,0.0,54.045,2025,Aston Martin,Qatar,1167,0.0,1.0
8,10,844.0,1.0,0.0,0.0,56.785,2025,Ferrari,Qatar,1167,0.0,1.0
9,12,859.0,1.0,0.0,0.0,60.073,2025,Racing Bulls,Qatar,1167,0.0,1.0
10,15,852.0,1.0,0.0,0.0,61.77,2025,Red Bull Racing,Qatar,1167,0.0,1.0
11,14,848.0,1.0,0.0,0.0,66.931,2025,Williams,Qatar,1167,0.0,1.0
12,17,1.0,1.0,0.0,0.0,77.73,2025,Ferrari,Qatar,1167,0.0,1.0
13,19,865.0,1.0,0.0,0.0,84.812,2025,Kick Sauber,Qatar,1167,0.0,1.0
14,20,861.0,1.0,0.0,1.0,,2025,Alpine,Qatar,1167,0.0,1.0
15,16,839.0,1.0,0.0,1.0,,2025,Haas,Qatar,1167,0.0,1.0
16,9,842.0,1.0,0.0,1.0,,2025,Alpine,Qatar,1167,0.0,1.0
17,18,840.0,0.0,1.0,,,2025,Aston Martin,Qatar,1167,0.0,1.0
18,6,864.0,0.0,1.0,,,2025,Racing Bulls,Qatar,1167,0.0,1.0
NC,13,860.0,0.0,1.0,,,2025,Haas,Qatar,1167,0.0,1.0
NC,11,807.0,0.0,1.0,,,2025,Kick Sauber,Qatar,1167,0.0,1.0
1,1,830.0,1.0,0.0,0.0,0.0,2025,Red Bull Racing,Abu Dhabi,1168,0.0,1.0
2,3,857.0,1.0,0.0,0.0,12.594,2025,McLaren,Abu Dhabi,1168,0.0,1.0
3,2,846.0,1.0,0.0,0.0,16.572,2025,McLaren,Abu Dhabi,1168,0.0,1.0
4,5,844.0,1.0,0.0,0.0,23.279,2025,Ferrari,Abu Dhabi,1168,0.0,1.0
5,4,847.0,1.0,0.0,0.0,48.563,2025,Mercedes,Abu Dhabi,1168,0.0,1.0
6,6,4.0,1.0,0.0,0.0,67.562,2025,Aston Martin,Abu Dhabi,1168,0.0,1.0
7,8,839.0,1.0,0.0,0.0,69.876,2025,Haas,Abu Dhabi,1168,0.0,1.0
8,16,1.0,1.0,0.0,0.0,72.67,2025,Ferrari,Abu Dhabi,1168,0.0,1.0
9,18,807.0,1.0,0.0,0.0,79.014,2025,Kick Sauber,Abu Dhabi,1168,0.0,1.0
10,15,840.0,1.0,0.0,0.0,79.523,2025,Aston Martin,Abu Dhabi,1168,0.0,1.0
11,7,865.0,1.0,0.0,0.0,81.043,2025,Kick Sauber,Abu Dhabi,1168,0.0,1.0
12,11,860.0,1.0,0.0,0.0,81.166,2025,Haas,Abu Dhabi,1168,0.0,1.0
13,12,832.0,1.0,0.0,0.0,82.158,2025,Williams,Abu Dhabi,1168,0.0,1.0
14,10,852.0,1.0,0.0,0.0,83.794,2025,Red Bull Racing,Abu Dhabi,1168,0.0,1.0
15,14,863.0,1.0,0.0,0.0,84.399,2025,Mercedes,Abu Dhabi,1168,0.0,1.0
16,17,848.0,1.0,0.0,0.0,90.327,2025,Williams,Abu Dhabi,1168,0.0,1.0
17,9,864.0,1.0,0.0,1.0,,2025,Racing Bulls,Abu Dhabi,1168,0.0,1.0
18,13,859.0,1.0,0.0,1.0,,2025,Racing Bulls,Abu Dhabi,1168,0.0,1.0
19,19,842.0,1.0,0.0,1.0,,2025,Alpine,Abu Dhabi,1168,0.0,1.0
20,20,861.0,1.0,0.0,1.0,,2025,Alpine,Abu Dhabi,1168,0.0,1.0
