Position,Starting Grid,kaggle_driver_id,raceId,finished,dnf,laps_down,time_gap_sec,year,Team,Track
8,11,846,1079,1.0,0.0,0.0,83.235,2022,McLaren,Spain
9,20,4,1079,1.0,0.0,1.0,,2022,Alpine,Spain
10,13,852,1079,1.0,0.0,1.0,,2022,AlphaTauri,Spain
11,16,20,1079,1.0,0.0,1.0,,2022,Aston Martin,Spain
12,9,817,1079,1.0,0.0,1.0,,2022,McLaren,Spain
13,14,842,1079,1.0,0.0,1.0,,2022,AlphaTauri,Spain
14,10,854,1079,1.0,0.0,1.0,,2022,Haas F1 Team,Spain
15,17,840,1079,1.0,0.0,1.0,,2022,Aston Martin,Spain
16,19,849,1079,1.0,0.0,2.0,,2022,Williams,Spain
17,8,825,1079,1.0,0.0,2.0,,2022,Haas F1 Team,Spain
18,18,848,1079,1.0,0.0,2.0,,2022,Williams,Spain
NC,15,855,1079,0.0,1.0,,,2022,Alfa Romeo,Spain
NC,1,844,1079,0.0,1.0,,,2022,Ferrari,Spain
1,3,815,1080,1.0,0.0,0.0,0.0,2022,Red Bull Racing,Monaco
2,2,832,1080,1.0,0.0,0.0,1.154,2022,Ferrari,Monaco
3,4,830,1080,1.0,0.0,0.0,1.491,2022,Red Bull Racing,Monaco
4,1,844,1080,1.0,0.0,0.0,2.922,2022,Ferrari,Monaco
5,6,847,1080,1.0,0.0,0.0,11.968,2022,Mercedes,Monaco
6,5,846,1080,1.0,0.0,0.0,12.231,2022,McLaren,Monaco
7,7,4,1080,1.0,0.0,0.0,46.358,2022,Alpine,Monaco
8,8,1,1080,1.0,0.0,0.0,50.388,2022,Mercedes,Monaco
9,12,822,1080,1.0,0.0,0.0,52.525,2022,Alfa Romeo,Monaco
10,9,20,1080,1.0,0.0,0.0,53.536,2022,Aston Martin,Monaco
11,17,842,1080,1.0,0.0,0.0,54.289,2022,AlphaTauri,Monaco
12,10,839,1080,1.0,0.0,0.0,55.644,2022,Alpine,Monaco
13,14,817,1080,1.0,0.0,0.0,57.635,2022,McLaren,Monaco
14,18,840,1080,1.0,0.0,0.0,60.802,2022,Aston Martin,Monaco
15,19,849,1080,1.0,0.0,1.0,,2022,Williams,Monaco
16,20,855,1080,1.0,0.0,1.0,,2022,Alfa Romeo,Monaco
17,11,852,1080,1.0,0.0,1.0,,2022,AlphaTauri,Monaco
NC,16,848,1080,0.0,1.0,,,2022,Williams,Monaco
NC,15,854,1080,0.0,1.0,,,2022,Haas F1 Team,Monaco
NC,13,825,1080,0.0,1.0,,,2022,Haas F1 Team,Monaco
1,3,830,1081,1.0,0.0,0.0,0.0,2022,Red Bull Racing,Azerbaijan
2,2,815,1081,1.0,0.0,0.0,20.823,2022,Red Bull Racing,Azerbaijan
3,5,847,1081,1.0,0.0,0.0,45.995,2022,Mercedes,Azerbaijan
4,7,1,1081,1.0,0.0,0.0,71.679,2022,Mercedes,Azerbaijan
5,6,842,1081,1.0,0.0,0.0,77.299,2022,AlphaTauri,Azerbaijan
6,9,20,1081,1.0,0.0,0.0,84.099,2022,Aston Martin,Azerbaijan
7,10,4,1081,1.0,0.0,0.0,88.596,2022,Alpine,Azerbaijan
8,12,817,1081,1.0,0.0,0.0,92.207,2022,McLaren,Azerbaijan
9,11,846,1081,1.0,0.0,0.0,92.556,2022,McLaren,Azerbaijan
10,13,839,1081,1.0,0.0,0.0,108.184,2022,Alpine,Azerbaijan
11,15,822,1081,1.0,0.0,1.0,,2022,Alfa Romeo,Azerbaijan
12,17,848,1081,1.0,0.0,1.0,,2022,Williams,Azerbaijan
13,8,852,1081,1.0,0.0,1.0,,2022,AlphaTauri,Azerbaijan
14,20,854,1081,1.0,0.0,1.0,,2022,Haas F1 Team,Azerbaijan
15,18,849,1081,1.0,0.0,1.0,,2022,Williams,Azerbaijan
16,19,840,1081,0.0,1.0,,,2022,Aston Martin,Azerbaijan
NC,16,825,1081,0.0,1.0,,,2022,Haas F1 Team,Azerbaijan
NC,14,855,1081,0.0,1.0,,,2022,Alfa Romeo,Azerbaijan
NC,1,844,1081,0.0,1.0,,,2022,Ferrari,Azerbaijan
NC,4,832,1081,0.0,1.0,,,2022,Ferrari,Azerbaijan
1,1,830,1082,1.0,0.0,0.0,0.0,2022,Red Bull Racing,Canada
2,3,832,1082,1.0,0.0,0.0,0.993,2022,Ferrari,Canada
3,4,1,1082,1.0,0.0,0.0,7.006,2022,Mercedes,Canada
4,8,847,1082,1.0,0.0,0.0,12.313,2022,Mercedes,Canada
5,19,844,1082,1.0,0.0,0.0,15.168,2022,Ferrari,Canada
6,7,839,1082,1.0,0.0,0.0,23.89,2022,Alpine,Canada
7,11,822,1082,1.0,0.0,0.0,25.247,2022,Alfa Romeo,Canada
8,10,855,1082,1.0,0.0,0.0,26.952,2022,Alfa Romeo,Canada
9,2,4,1082,1.0,0.0,0.0,29.945,2022,Alpine,Canada
10,17,840,1082,1.0,0.0,0.0,38.222,2022,Aston Martin,Canada
11,9,817,1082,1.0,0.0,0.0,43.047,2022,McLaren,Canada
12,16,20,1082,1.0,0.0,0.0,44.245,2022,Aston Martin,Canada
13,12,848,1082,1.0,0.0,0.0,44.893,2022,Williams,Canada
14,15,842,1082,1.0,0.0,0.0,45.183,2022,AlphaTauri,Canada
15,14,846,1082,1.0,0.0,0.0,52.145,2022,McLaren,Canada
16,18,849,1082,1.0,0.0,0.0,59.978,2022,Williams,Canada
17,5,825,1082,1.0,0.0,0.0,68.18,2022,Haas F1 Team,Canada
NC,20,852,1082,0.0,1.0,,,2022,AlphaTauri,Canada
NC,6,854,1082,0.0,1.0,,,2022,Haas F1 Team,Canada
NC,13,815,1082,0.0,1.0,,,2022,Red Bull Racing,Canada
1,1,832,1083,1.0,0.0,0.0,0.0,2022,Ferrari,Great Britain
2,4,815,1083,1.0,0.0,0.0,3.779,2022,Red Bull Racing,Great Britain
3,5,1,1083,1.0,0.0,0.0,6.225,2022,Mercedes,Great Britain
4,3,844,1083,1.0,0.0,0.0,8.546,2022,Ferrari,Great Britain
5,7,4,1083,1.0,0.0,0.0,9.571,2022,Alpine,Great Britain
6,6,846,1083,1.0,0.0,0.0,11.943,2022,McLaren,Great Britain
7,2,830,1083,1.0,0.0,0.0,18.777,2022,Red Bull Racing,Great Britain
8,19,854,1083,1.0,0.0,0.0,18.995,2022,Haas F1 Team,Great Britain
9,18,20,1083,1.0,0.0,0.0,22.356,2022,Aston Martin,Great Britain
10,17,825,1083,1.0,0.0,0.0,24.59,2022,Haas F1 Team,Great Britain
11,20,840,1083,1.0,0.0,0.0,26.147,2022,Aston Martin,Great Britain
12,10,849,1083,1.0,0.0,0.0,32.511,2022,Williams,Great Britain
13,14,817,1083,1.0,0.0,0.0,32.817,2022,McLaren,Great Britain
14,13,852,1083,1.0,0.0,0.0,40.91,2022,AlphaTauri,Great Britain
NC,15,839,1083,0.0,1.0,,,2022,Alpine,Great Britain
NC,11,842,1083,0.0,1.0,,,2022,AlphaTauri,Great Britain
NC,12,822,1083,0.0,1.0,,,2022,Alfa Romeo,Great Britain
NC,8,847,1083,0.0,1.0,,,2022,Mercedes,Great Britain
NC,9,855,1083,0.0,1.0,,,2022,Alfa Romeo,Great Britain
NC,16,848,1083,0.0,1.0,,,2022,Williams,Great Britain
1,2,844,1084,1.0,0.0,0.0,0.0,2022,Ferrari,Austria
2,1,830,1084,1.0,0.0,0.0,1.532,2022,Red Bull Racing,Austria
3,8,1,1084,1.0,0.0,0.0,41.217,2022,Mercedes,Austria
4,4,847,1084,1.0,0.0,0.0,58.972,2022,Mercedes,Austria
5,6,839,1084,1.0,0.0,0.0,68.436,2022,Alpine,Austria
6,9,854,1084,1.0,0.0,1.0,,2022,Haas F1 Team,Austria
7,10,846,1084,1.0,0.0,1.0,,2022,McLaren,Austria
8,7,825,1084,1.0,0.0,1.0,,2022,Haas F1 Team,Austria
9,11,817,1084,1.0,0.0,1.0,,2022,McLaren,Austria
10,19,4,1084,1.0,0.0,1.0,,2022,Alpine,Austria
11,20,822,1084,1.0,0.0,1.0,,2022,Alfa Romeo,Austria
12,15,848,1084,1.0,0.0,1.0,,2022,Williams,Austria
13,12,840,1084,1.0,0.0,1.0,,2022,Aston Martin,Austria
14,13,855,1084,1.0,0.0,1.0,,2022,Alfa Romeo,Austria
15,14,842,1084,1.0,0.0,1.0,,2022,AlphaTauri,Austria
16,16,852,1084,1.0,0.0,1.0,,2022,AlphaTauri,Austria
17,18,20,1084,1.0,0.0,1.0,,2022,Aston Martin,Austria
NC,3,832,1084,0.0,1.0,,,2022,Ferrari,Austria
NC,17,849,1084,0.0,1.0,,,2022,Williams,Austria
NC,5,815,1084,0.0,1.0,,,2022,Red Bull Racing,Austria
1,2,830,1085,1.0,0.0,0.0,0.0,2022,Red Bull Racing,France
2,4,1,1085,1.0,0.0,0.0,10.587,2022,Mercedes,France
3,6,847,1085,1.0,0.0,0.0,16.495,2022,Mercedes,France
4,3,815,1085,1.0,0.0,0.0,17.31,2022,Red Bull Racing,France
5,19,832,1085,1.0,0.0,0.0,28.872,2022,Ferrari,France
6,7,4,1085,1.0,0.0,0.0,42.879,2022,Alpine,France
7,5,846,1085,1.0,0.0,0.0,52.026,2022,McLaren,France
8,10,839,1085,1.0,0.0,0.0,56.959,2022,Alpine,France
9,9,817,1085,1.0,0.0,0.0,60.372,2022,McLaren,France
10,15,840,1085,1.0,0.0,0.0,62.549,2022,Aston Martin,France
11,12,20,1085,1.0,0.0,0.0,65.448,2022,Aston Martin,France
12,14,842,1085,1.0,0.0,0.0,65.448,2022,AlphaTauri,France
13,13,848,1085,1.0,0.0,0.0,68.565,2022,Williams,France
14,11,822,1085,1.0,0.0,0.0,76.666,2022,Alfa Romeo,France
15,17,854,1085,1.0,0.0,0.0,80.394,2022,Haas F1 Team,France
16,16,855,1085,1.0,0.0,6.0,,2022,Alfa Romeo,France
NC,18,849,1085,0.0,1.0,,,2022,Williams,France
NC,20,825,1085,0.0,1.0,,,2022,Haas F1 Team,France
NC,1,844,1085,0.0,1.0,,,2022,Ferrari,France
NC,8,852,1085,0.0,1.0,,,2022,AlphaTauri,France
1,10,830,1086,1.0,0.0,0.0,0.0,2022,Red Bull Racing,Hungary
2,7,1,1086,1.0,0.0,0.0,7.834,2022,Mercedes,Hungary
3,1,847,1086,1.0,0.0,0.0,12.337,2022,Mercedes,Hungary
4,2,832,1086,1.0,0.0,0.0,14.579,2022,Ferrari,Hungary
5,11,815,1086,1.0,0.0,0.0,15.688,2022,Red Bull Racing,Hungary
6,3,844,1086,1.0,0.0,0.0,16.047,2022,Ferrari,Hungary
7,4,846,1086,1.0,0.0,0.0,78.3,2022,McLaren,Hungary
8,6,4,1086,1.0,0.0,1.0,,2022,Alpine,Hungary
9,5,839,1086,1.0,0.0,1.0,,2022,Alpine,Hungary
10,18,20,1086,1.0,0.0,1.0,,2022,Aston Martin,Hungary
11,14,840,1086,1.0,0.0,1.0,,2022,Aston Martin,Hungary
12,20,842,1086,1.0,0.0,1.0,,2022,AlphaTauri,Hungary
13,12,855,1086,1.0,0.0,1.0,,2022,Alfa Romeo,Hungary
14,15,854,1086,1.0,0.0,1.0,,2022,Haas F1 Team,Hungary
15,9,817,1086,1.0,0.0,1.0,,2022,McLaren,Hungary
16,13,825,1086,1.0,0.0,1.0,,2022,Haas F1 Team,Hungary
17,17,848,1086,1.0,0.0,1.0,,2022,Williams,Hungary
18,19,849,1086,1.0,0.0,1.0,,2022,Williams,Hungary
19,16,852,1086,1.0,0.0,2.0,,2022,AlphaTauri,Hungary
20,8,822,1086,0.0,1.0,,,2022,Alfa Romeo,Hungary
1,14,830,1087,1.0,0.0,0.0,0.0,2022,Red Bull Racing,Belgium
2,2,815,1087,1.0,0.0,0.0,17.841,2022,Red Bull Racing,Belgium
3,1,832,1087,1.0,0.0,0.0,26.886,2022,Ferrari,Belgium
4,5,847,1087,1.0,0.0,0.0,29.14,2022,Mercedes,Belgium
5,3,4,1087,1.0,0.0,0.0,73.256,2022,Alpine,Belgium
6,15,844,1087,1.0,0.0,0.0,74.936,2022,Ferrari,Belgium
7,16,839,1087,1.0,0.0,0.0,75.64,2022,Alpine,Belgium
8,10,20,1087,1.0,0.0,0.0,78.107,2022,Aston Martin,Belgium
9,8,842,1087,1.0,0.0,0.0,92.181,2022,AlphaTauri,Belgium
10,6,848,1087,1.0,0.0,0.0,101.9,2022,Williams,Belgium
11,9,840,1087,1.0,0.0,0.0,103.078,2022,Aston Martin,Belgium
12,17,846,1087,1.0,0.0,0.0,104.739,2022,McLaren,Belgium
13,20,852,1087,1.0,0.0,0.0,105.217,2022,AlphaTauri,Belgium
14,18,855,1087,1.0,0.0,0.0,106.252,2022,Alfa Romeo,Belgium
15,7,817,1087,1.0,0.0,0.0,107.163,2022,McLaren,Belgium
16,12,825,1087,1.0,0.0,1.0,,2022,Haas F1 Team,Belgium
17,19,854,1087,1.0,0.0,1.0,,2022,Haas F1 Team,Belgium
18,11,849,1087,1.0,0.0,1.0,,2022,Williams,Belgium
NC,13,822,1087,0.0,1.0,,,2022,Alfa Romeo,Belgium
NC,4,1,1087,0.0,1.0,,,2022,Mercedes,Belgium
1,1,830,1088,1.0,0.0,0.0,0.0,2022,Red Bull Racing,Netherlands
2,6,847,1088,1.0,0.0,0.0,4.071,2022,Mercedes,Netherlands
3,2,844,1088,1.0,0.0,0.0,10.929,2022,Ferrari,Netherlands
4,4,1,1088,1.0,0.0,0.0,13.016,2022,Mercedes,Netherlands
5,5,815,1088,1.0,0.0,0.0,18.168,2022,Red Bull Racing,Netherlands
6,13,4,1088,1.0,0.0,0.0,18.754,2022,Alpine,Netherlands
7,7,846,1088,1.0,0.0,0.0,19.306,2022,McLaren,Netherlands
8,3,832,1088,1.0,0.0,0.0,20.916,2022,Ferrari,Netherlands
9,12,839,1088,1.0,0.0,0.0,21.117,2022,Alpine,Netherlands
10,10,840,1088,1.0,0.0,0.0,22.459,2022,Aston Martin,Netherlands
11,11,842,1088,1.0,0.0,0.0,27.009,2022,AlphaTauri,Netherlands
12,15,848,1088,1.0,0.0,0.0,30.39,2022,Williams,Netherlands
13,8,854,1088,1.0,0.0,0.0,32.995,2022,Haas F1 Team,Netherlands
14,19,20,1088,1.0,0.0,0.0,36.007,2022,Aston Martin,Netherlands
15,18,825,1088,1.0,0.0,0.0,36.869,2022,Haas F1 Team,Netherlands
16,14,855,1088,1.0,0.0,0.0,37.32,2022,Alfa Romeo,Netherlands
17,17,817,1088,1.0,0.0,0.0,37.764,2022,McLaren,Netherlands
18,20,849,1088,1.0,0.0,1.0,,2022,Williams,Netherlands
NC,16,822,1088,0.0,1.0,,,2022,Alfa Romeo,Netherlands
NC,9,852,1088,0.0,1.0,,,2022,AlphaTauri,Netherlands
1,7,830,1089,1.0,0.0,0.0,0.0,2022,Red Bull Racing,Italy
2,1,844,1089,1.0,0.0,0.0,2.446,2022,Ferrari,Italy
3,2,847,1089,1.0,0.0,0.0,3.405,2022,Mercedes,Italy
4,18,832,1089,1.0,0.0,0.0,5.061,2022,Ferrari,Italy
5,19,1,1089,1.0,0.0,0.0,5.38,2022,Mercedes,Italy
6,13,815,1089,1.0,0.0,0.0,6.091,2022,Red Bull Racing,Italy
7,3,846,1089,1.0,0.0,0.0,6.207,2022,McLaren,Italy
8,5,842,1089,1.0,0.0,0.0,6.396,2022,AlphaTauri,Italy
9,8,856,1089,1.0,0.0,0.0,7.122,2022,Williams,Italy
10,9,855,1089,1.0,0.0,0.0,7.91,2022,Alfa Romeo,Italy
11,14,839,1089,1.0,0.0,0.0,8.323,2022,Alpine,Italy
12,17,854,1089,1.0,0.0,0.0,8.549,2022,Haas F1 Team,Italy
13,15,822,1089,1.0,0.0,1.0,,2022,Alfa Romeo,Italy
14,20,852,1089,1.0,0.0,1.0,,2022,AlphaTauri,Italy
15,10,849,1089,1.0,0.0,1.0,,2022,Williams,Italy
16,16,825,1089,1.0,0.0,1.0,,2022,Haas F1 Team,Italy
NC,4,817,1089,0.0,1.0,,,2022,McLaren,Italy
NC,12,840,1089,0.0,1.0,,,2022,Aston Martin,Italy
NC,6,4,1089,0.0,1.0,,,2022,Alpine,Italy
NC,11,20,1089,0.0,1.0,,,2022,Aston Martin,Italy
1,2,815,1091,1.0,0.0,0.0,0.0,2022,Red Bull Racing,Singapore
2,1,844,1091,1.0,0.0,0.0,2.595,2022,Ferrari,Singapore
3,4,832,1091,1.0,0.0,0.0,10.305,2022,Ferrari,Singapore
4,6,846,1091,1.0,0.0,0.0,21.133,2022,McLaren,Singapore
5,16,817,1091,1.0,0.0,0.0,53.282,2022,McLaren,Singapore
6,11,840,1091,1.0,0.0,0.0,56.33,2022,Aston Martin,Singapore
7,8,830,1091,1.0,0.0,0.0,58.825,2022,Red Bull Racing,Singapore
8,13,20,1091,1.0,0.0,0.0,60.032,2022,Aston Martin,Singapore
9,3,1,1091,1.0,0.0,0.0,61.515,2022,Mercedes,Singapore
10,7,842,1091,1.0,0.0,0.0,69.576,2022,AlphaTauri,Singapore
11,15,822,1091,1.0,0.0,0.0,88.844,2022,Alfa Romeo,Singapore
12,9,825,1091,1.0,0.0,0.0,92.61,2022,Haas F1 Team,Singapore
13,12,854,1091,1.0,0.0,1.0,,2022,Haas F1 Team,Singapore
14,20,847,1091,1.0,0.0,2.0,,2022,Mercedes,Singapore
NC,10,852,1091,0.0,1.0,,,2022,AlphaTauri,Singapore
NC,17,839,1091,0.0,1.0,,,2022,Alpine,Singapore
NC,18,848,1091,0.0,1.0,,,2022,Williams,Singapore
NC,5,4,1091,0.0,1.0,,,2022,Alpine,Singapore
NC,19,849,1091,0.0,1.0,,,2022,Williams,Singapore
NC,14,855,1091,0.0,1.0,,,2022,Alfa Romeo,Singapore
1,1,830,1092,1.0,0.0,0.0,0.0,2022,Red Bull Racing,Japan
2,4,815,1092,1.0,0.0,0.0,27.066,2022,Red Bull Racing,Japan
3,2,844,1092,1.0,0.0,0.0,31.763,2022,Ferrari,Japan
4,5,839,1092,1.0,0.0,0.0,39.685,2022,Alpine,Japan
5,6,1,1092,1.0,0.0,0.0,40.326,2022,Mercedes,Japan
6,9,20,1092,1.0,0.0,0.0,46.358,2022,Aston Martin,Japan
7,7,4,1092,1.0,0.0,0.0,46.369,2022,Alpine,Japan
8,8,847,1092,1.0,0.0,0.0,47.661,2022,Mercedes,Japan
9,19,849,1092,1.0,0.0,0.0,70.143,2022,Williams,Japan
10,10,846,1092,1.0,0.0,0.0,70.782,2022,McLaren,Japan
11,11,817,1092,1.0,0.0,0.0,72.877,2022,McLaren,Japan
12,18,840,1092,1.0,0.0,0.0,73.904,2022,Aston Martin,Japan
13,13,852,1092,1.0,0.0,0.0,75.599,2022,AlphaTauri,Japan
14,17,825,1092,1.0,0.0,0.0,86.016,2022,Haas F1 Team,Japan
15,12,822,1092,1.0,0.0,0.0,86.496,2022,Alfa Romeo,Japan
16,14,855,1092,1.0,0.0,0.0,87.043,2022,Alfa Romeo,Japan
17,15,854,1092,1.0,0.0,0.0,92.523,2022,Haas F1 Team,Japan
18,20,842,1092,1.0,0.0,0.0,108.091,2022,AlphaTauri,Japan
NC,3,832,1092,0.0,1.0,,,2022,Ferrari,Japan
NC,16,848,1092,0.0,1.0,,,2022,Williams,Japan
