Position,Starting Grid,kaggle_driver_id,raceId,finished,dnf,laps_down,time_gap_sec,year,Team,Track
1,2,830,1093,1.0,0.0,0.0,0.0,2022,Red Bull Racing,United States
2,3,1,1093,1.0,0.0,0.0,5.023,2022,Mercedes,United States
3,12,844,1093,1.0,0.0,0.0,7.501,2022,Ferrari,United States
4,9,815,1093,1.0,0.0,0.0,8.293,2022,Red Bull Racing,United States
5,4,847,1093,1.0,0.0,0.0,44.815,2022,Mercedes,United States
6,6,846,1093,1.0,0.0,0.0,53.785,2022,McLaren,United States
7,14,4,1093,1.0,0.0,0.0,55.078,2022,Alpine,United States
8,10,20,1093,1.0,0.0,0.0,65.354,2022,Aston Martin,United States
9,13,825,1093,1.0,0.0,0.0,65.834,2022,Haas F1 Team,United States
10,19,852,1093,1.0,0.0,0.0,70.919,2022,AlphaTauri,United States
11,20,839,1093,1.0,0.0,0.0,72.875,2022,Alpine,United States
12,18,855,1093,1.0,0.0,0.0,76.164,2022,Alfa Romeo,United States
13,8,848,1093,1.0,0.0,0.0,80.057,2022,Williams,United States
14,11,842,1093,1.0,0.0,0.0,81.763,2022,AlphaTauri,United States
15,16,854,1093,1.0,0.0,0.0,84.49,2022,Haas F1 Team,United States
16,15,817,1093,1.0,0.0,0.0,90.487,2022,McLaren,United States
17,17,849,1093,1.0,0.0,0.0,103.588,2022,Williams,United States
NC,5,840,1093,0.0,1.0,,,2022,Aston Martin,United States
NC,7,822,1093,0.0,1.0,,,2022,Alfa Romeo,United States
NC,1,832,1093,0.0,1.0,,,2022,Ferrari,United States
1,1,830,1094,1.0,0.0,0.0,0.0,2022,Red Bull Racing,Mexico
2,3,1,1094,1.0,0.0,0.0,15.186,2022,Mercedes,Mexico
3,4,815,1094,1.0,0.0,0.0,18.097,2022,Red Bull Racing,Mexico
4,2,847,1094,1.0,0.0,0.0,49.431,2022,Mercedes,Mexico
5,5,832,1094,1.0,0.0,0.0,58.123,2022,Ferrari,Mexico
6,7,844,1094,1.0,0.0,0.0,68.774,2022,Ferrari,Mexico
7,11,817,1094,1.0,0.0,1.0,,2022,McLaren,Mexico
8,10,839,1094,1.0,0.0,1.0,,2022,Alpine,Mexico
9,8,846,1094,1.0,0.0,1.0,,2022,McLaren,Mexico
10,6,822,1094,1.0,0.0,1.0,,2022,Alfa Romeo,Mexico
11,14,842,1094,1.0,0.0,1.0,,2022,AlphaTauri,Mexico
12,17,848,1094,1.0,0.0,1.0,,2022,Williams,Mexico
13,12,855,1094,1.0,0.0,1.0,,2022,Alfa Romeo,Mexico
14,16,20,1094,1.0,0.0,1.0,,2022,Aston Martin,Mexico
15,20,840,1094,1.0,0.0,1.0,,2022,Aston Martin,Mexico
16,15,854,1094,1.0,0.0,1.0,,2022,Haas F1 Team,Mexico
17,19,825,1094,1.0,0.0,1.0,,2022,Haas F1 Team,Mexico
18,18,849,1094,1.0,0.0,2.0,,2022,Williams,Mexico
19,9,4,1094,0.0,1.0,,,2022,Alpine,Mexico
NC,13,852,1094,0.0,1.0,,,2022,AlphaTauri,Mexico
1,1,847,1095,1.0,0.0,0.0,0.0,2022,Mercedes,Brazil
2,2,1,1095,1.0,0.0,0.0,1.529,2022,Mercedes,Brazil
3,7,832,1095,1.0,0.0,0.0,4.051,2022,Ferrari,Brazil
4,5,844,1095,1.0,0.0,0.0,8.441,2022,Ferrari,Brazil
5,17,4,1095,1.0,0.0,0.0,9.561,2022,Alpine,Brazil
6,3,830,1095,1.0,0.0,0.0,10.056,2022,Red Bull Racing,Brazil
7,4,815,1095,1.0,0.0,0.0,14.08,2022,Red Bull Racing,Brazil
8,16,839,1095,1.0,0.0,0.0,18.69,2022,Alpine,Brazil
9,14,822,1095,1.0,0.0,0.0,22.552,2022,Alfa Romeo,Brazil
10,15,840,1095,1.0,0.0,0.0,23.552,2022,Aston Martin,Brazil
11,9,20,1095,1.0,0.0,0.0,26.183,2022,Aston Martin,Brazil
12,13,855,1095,1.0,0.0,0.0,29.325,2022,Alfa Romeo,Brazil
13,12,854,1095,1.0,0.0,0.0,29.899,2022,Haas F1 Team,Brazil
14,10,842,1095,1.0,0.0,0.0,31.867,2022,AlphaTauri,Brazil
15,19,848,1095,1.0,0.0,0.0,36.016,2022,Williams,Brazil
16,18,849,1095,1.0,0.0,0.0,37.038,2022,Williams,Brazil
17,20,852,1095,1.0,0.0,1.0,,2022,AlphaTauri,Brazil
NC,6,846,1095,0.0,1.0,,,2022,McLaren,Brazil
NC,8,825,1095,0.0,1.0,,,2022,Haas F1 Team,Brazil
NC,11,817,1095,0.0,1.0,,,2022,McLaren,Brazil
1,1,830,1096,1.0,0.0,0.0,0.0,2022,Red Bull Racing,Abu Dhabi
2,3,844,1096,1.0,0.0,0.0,8.771,2022,Ferrari,Abu Dhabi
3,2,815,1096,1.0,0.0,0.0,10.093,2022,Red Bull Racing,Abu Dhabi
4,4,832,1096,1.0,0.0,0.0,24.892,2022,Ferrari,Abu Dhabi
5,6,847,1096,1.0,0.0,0.0,35.888,2022,Mercedes,Abu Dhabi
6,7,846,1096,1.0,0.0,0.0,56.234,2022,McLaren,Abu Dhabi
7,8,839,1096,1.0,0.0,0.0,57.24,2022,Alpine,Abu Dhabi
8,14,840,1096,1.0,0.0,0.0,76.931,2022,Aston Martin,Abu Dhabi
9,13,817,1096,1.0,0.0,0.0,83.268,2022,McLaren,Abu Dhabi
10,9,20,1096,1.0,0.0,0.0,83.898,2022,Aston Martin,Abu Dhabi
11,11,852,1096,1.0,0.0,0.0,89.371,2022,AlphaTauri,Abu Dhabi
12,15,855,1096,1.0,0.0,1.0,,2022,Alfa Romeo,Abu Dhabi
13,19,848,1096,1.0,0.0,1.0,,2022,Williams,Abu Dhabi
14,17,842,1096,1.0,0.0,1.0,,2022,AlphaTauri,Abu Dhabi
15,18,822,1096,1.0,0.0,1.0,,2022,Alfa Romeo,Abu Dhabi
16,12,854,1096,1.0,0.0,1.0,,2022,Haas F1 Team,Abu Dhabi
17,16,825,1096,1.0,0.0,1.0,,2022,Haas F1 Team,Abu Dhabi
18,5,1,1096,0.0,1.0,,,2022,Mercedes,Abu Dhabi
19,20,849,1096,0.0,1.0,,,2022,Williams,Abu Dhabi
NC,10,4,1096,0.0,1.0,,,2022,Alpine,Abu Dhabi
