Unnamed: 0,raceId,Track,kaggle_driver_id,Position,participated_q2,participated_q3,q1_time_sec,q2_time_sec,q3_time_sec,year,Team
365,1093,United States,847,6,1,1,96.195,95.692,94.988,2022,Mercedes
366,1093,United States,840,7,1,1,96.86,96.032,95.598,2022,Aston Martin
367,1093,United States,846,8,1,1,96.465,96.341,95.69,2022,McLaren
368,1093,United States,4,9,1,1,96.446,95.988,95.876,2022,Alpine
369,1093,United States,822,10,1,1,96.746,96.321,96.319,2022,Alfa Romeo
370,1093,United States,848,11,1,0,96.922,96.368,,2022,Williams
371,1093,United States,20,12,1,0,96.995,96.398,,2022,Aston Martin
372,1093,United States,842,13,1,0,96.577,96.74,,2022,AlphaTauri
373,1093,United States,855,14,1,0,96.656,96.97,,2022,Alfa Romeo
374,1093,United States,852,15,1,0,96.808,97.147,,2022,AlphaTauri
375,1093,United States,825,16,0,0,96.949,,,2022,Haas F1 Team
376,1093,United States,817,17,0,0,97.046,,,2022,McLaren
377,1093,United States,839,18,0,0,97.068,,,2022,Alpine
378,1093,United States,854,19,0,0,97.111,,,2022,Haas F1 Team
379,1093,United States,849,20,0,0,97.244,,,2022,Williams
380,1094,Mexico,830,1,1,1,79.22200000000001,78.566,77.775,2022,Red Bull Racing
381,1094,Mexico,847,2,1,1,79.583,78.565,78.07900000000001,2022,Mercedes
382,1094,Mexico,1,3,1,1,79.169,78.55199999999999,78.084,2022,Mercedes
383,1094,Mexico,815,4,1,1,79.706,78.615,78.128,2022,Red Bull Racing
384,1094,Mexico,832,5,1,1,79.566,78.56,78.351,2022,Ferrari
385,1094,Mexico,822,6,1,1,79.523,78.762,78.401,2022,Alfa Romeo
386,1094,Mexico,844,7,1,1,79.505,79.10900000000001,78.555,2022,Ferrari
387,1094,Mexico,846,8,1,1,79.857,79.119,78.721,2022,McLaren
388,1094,Mexico,4,9,1,1,80.006,79.27199999999999,78.939,2022,Alpine
389,1094,Mexico,839,10,1,1,79.945,79.081,79.01,2022,Alpine
390,1094,Mexico,817,11,1,0,80.279,79.325,,2022,McLaren
391,1094,Mexico,855,12,1,0,80.283,79.476,,2022,Alfa Romeo
392,1094,Mexico,852,13,1,0,79.907,79.589,,2022,AlphaTauri
393,1094,Mexico,842,14,1,0,80.256,79.672,,2022,AlphaTauri
394,1094,Mexico,825,15,1,0,80.293,79.833,,2022,Haas F1 Team
395,1094,Mexico,854,16,0,0,80.419,,,2022,Haas F1 Team
396,1094,Mexico,20,17,0,0,80.419,,,2022,Aston Martin
397,1094,Mexico,840,18,0,0,80.52,,,2022,Aston Martin
398,1094,Mexico,848,19,0,0,80.85900000000001,,,2022,Williams
399,1094,Mexico,849,20,0,0,81.167,,,2022,Williams
400,1095,Brazil,825,1,1,1,73.95400000000001,71.41,71.674,2022,Haas F1 Team
401,1095,Brazil,830,2,1,1,73.625,70.881,71.877,2022,Red Bull Racing
402,1095,Brazil,847,3,1,1,74.42699999999999,71.318,72.059,2022,Mercedes
403,1095,Brazil,846,4,1,1,73.106,71.377,72.263,2022,McLaren
404,1095,Brazil,832,5,1,1,5120.0,70.89,72.357,2022,Ferrari
405,1095,Brazil,839,6,1,1,74.663,71.587,72.425,2022,Alpine
406,1095,Brazil,4,7,1,1,73.542,71.394,72.504,2022,Alpine
407,1095,Brazil,1,8,1,1,73.403,71.539,72.611,2022,Mercedes
408,1095,Brazil,815,9,1,1,73.613,71.456,75.601,2022,Red Bull Racing
409,1095,Brazil,844,10,1,1,74.486,70.95,,2022,Ferrari
410,1095,Brazil,848,11,1,0,74.324,71.631,,2022,Williams
411,1095,Brazil,842,12,1,0,74.371,71.675,,2022,AlphaTauri
412,1095,Brazil,20,13,1,0,73.597,71.678,,2022,Aston Martin
413,1095,Brazil,817,14,1,0,74.931,72.14,,2022,McLaren
414,1095,Brazil,840,15,1,0,74.398,72.21000000000001,,2022,Aston Martin
415,1095,Brazil,849,16,0,0,75.095,,,2022,Williams
416,1095,Brazil,855,17,0,0,75.197,,,2022,Alfa Romeo
417,1095,Brazil,822,18,0,0,75.486,,,2022,Alfa Romeo
418,1095,Brazil,852,19,0,0,76.264,,,2022,AlphaTauri
419,1095,Brazil,854,20,0,0,76.361,,,2022,Haas F1 Team
420,1096,Abu Dhabi,830,1,1,1,84.754,84.622,83.824,2022,Red Bull Racing
421,1096,Abu Dhabi,815,2,1,1,84.82,84.419,84.05199999999999,2022,Red Bull Racing
422,1096,Abu Dhabi,844,3,1,1,85.211,84.517,84.092,2022,Ferrari
423,1096,Abu Dhabi,832,4,1,1,85.09,84.521,84.242,2022,Ferrari
424,1096,Abu Dhabi,1,5,1,1,85.594,84.774,84.508,2022,Mercedes
425,1096,Abu Dhabi,847,6,1,1,85.545,84.94,84.511,2022,Mercedes
426,1096,Abu Dhabi,846,7,1,1,85.387,84.90299999999999,84.769,2022,McLaren
427,1096,Abu Dhabi,839,8,1,1,85.735,85.007,84.83,2022,Alpine
428,1096,Abu Dhabi,20,9,1,1,85.523,84.974,84.961,2022,Aston Martin
429,1096,Abu Dhabi,817,10,1,1,85.76599999999999,85.068,85.045,2022,McLaren
430,1096,Abu Dhabi,4,11,1,0,85.782,85.096,,2022,Alpine
431,1096,Abu Dhabi,852,12,1,0,85.63,85.219,,2022,AlphaTauri
432,1096,Abu Dhabi,854,13,1,0,85.711,85.225,,2022,Haas F1 Team
433,1096,Abu Dhabi,840,14,1,0,85.741,85.35900000000001,,2022,Aston Martin
434,1096,Abu Dhabi,855,15,1,0,85.594,85.408,,2022,Alfa Romeo
435,1096,Abu Dhabi,825,16,0,0,85.834,,,2022,Haas F1 Team
436,1096,Abu Dhabi,842,17,0,0,85.85900000000001,,,2022,AlphaTauri
437,1096,Abu Dhabi,822,18,0,0,85.892,,,2022,Alfa Romeo
438,1096,Abu Dhabi,848,19,0,0,86.02799999999999,,,2022,Williams
439,1096,Abu Dhabi,849,20,0,0,86.054,,,2022,Williams
