raceId,Track,kaggle_driver_id,Position,participated_q2,participated_q3,q1_time_sec,q2_time_sec,q3_time_sec,year,Team,rain,sunny
1086,Hungary,848,13,1,0,77.28,76.429,,2024,Williams,1,0
1086,Hungary,858,14,1,0,77.77,76.543,,2024,Williams,1,0
1086,Hungary,825,15,1,0,77.851,76.548,,2024,Haas,1,0
1086,Hungary,815,16,0,0,77.886,,,2024,Red Bull Racing,1,0
1086,Hungary,847,17,0,0,77.968,,,2024,Mercedes,1,0
1086,Hungary,855,18,0,0,78.037,,,2024,Kick Sauber,1,0
1086,Hungary,839,19,0,0,78.049,,,2024,Alpine,1,0
1086,Hungary,842,20,0,0,78.166,,,2024,Alpine,1,0
1087,Belgium,830,1,1,1,114.938,113.837,113.159,2024,Red Bull Racing,0,1
1087,Belgium,844,2,1,1,115.349,114.193,113.754,2024,Ferrari,0,1
1087,Belgium,815,3,1,1,115.139,114.47,113.765,2024,Red Bull Racing,0,1
1087,Belgium,1,4,1,1,115.692,114.037,113.835,2024,Mercedes,0,1
1087,Belgium,846,5,1,1,115.582,114.358,113.981,2024,McLaren,0,1
1087,Belgium,857,6,1,1,114.835,114.136,114.027,2024,McLaren,0,1
1087,Belgium,847,7,1,1,115.353,114.095,114.184,2024,Mercedes,0,1
1087,Belgium,832,8,1,1,115.169,114.112,114.477,2024,Ferrari,0,1
1087,Belgium,4,9,1,1,115.489,114.258,114.765,2024,Aston Martin,0,1
1087,Belgium,839,10,1,1,115.417,114.46,114.81,2024,Alpine,0,1
1087,Belgium,848,11,1,0,115.722,114.473,,2024,Williams,0,1
1087,Belgium,842,12,1,0,114.911,114.635,,2024,Alpine,0,1
1087,Belgium,817,13,1,0,115.451,114.682,,2024,RB,0,1
1087,Belgium,822,14,1,0,115.531,114.764,,2024,Kick Sauber,0,1
1087,Belgium,840,15,1,0,116.072,115.716,,2024,Aston Martin,0,1
1087,Belgium,807,16,0,0,116.308,,,2024,Haas,0,1
1087,Belgium,825,17,0,0,116.5,,,2024,Haas,0,1
1087,Belgium,852,18,0,0,116.593,,,2024,RB,0,1
1087,Belgium,858,19,0,0,117.23,,,2024,Williams,0,1
1087,Belgium,855,20,0,0,117.775,,,2024,Kick Sauber,0,1
1088,Netherlands,846,1,1,1,71.377,70.496,69.673,2024,McLaren,1,0
1088,Netherlands,830,2,1,1,71.393,70.811,70.029,2024,Red Bull Racing,1,0
1088,Netherlands,857,3,1,1,71.541,70.505,70.172,2024,McLaren,1,0
1088,Netherlands,847,4,1,1,71.049,70.55199999999999,70.244,2024,Mercedes,1,0
1088,Netherlands,815,5,1,1,71.006,70.678,70.416,2024,Red Bull Racing,1,0
1088,Netherlands,844,6,1,1,71.37,70.689,70.582,2024,Ferrari,1,0
1088,Netherlands,4,7,1,1,71.493,70.845,70.633,2024,Aston Martin,1,0
1088,Netherlands,848,DQ,0,0,,,,2024,Williams,1,0
1088,Netherlands,840,8,1,1,4778.0,70.611,70.857,2024,Aston Martin,1,0
1088,Netherlands,842,9,1,1,71.718,70.815,70.977,2024,Alpine,1,0
1088,Netherlands,832,10,1,0,71.327,70.914,,2024,Ferrari,1,0
1088,Netherlands,1,11,1,0,71.375,70.94800000000001,,2024,Mercedes,1,0
1088,Netherlands,852,12,1,0,71.603,70.955,,2024,RB,1,0
1088,Netherlands,807,13,1,0,71.832,71.215,,2024,Haas,1,0
1088,Netherlands,825,14,1,0,71.63,71.295,,2024,Haas,1,0
1088,Netherlands,817,15,0,0,71.943,,,2024,RB,1,0
