raceId,Track,Team,kaggle_driver_id,Position,participated_q2,participated_q3,q1_time_sec,q2_time_sec,q3_time_sec
1121,Bahrain,Red Bull Racing Honda RBPT,830,1,1,1,90.031,89.374,89.179
1121,Bahrain,Ferrari,844,2,1,1,90.243,89.16499999999999,89.407
1121,Bahrain,Mercedes,847,3,1,1,90.35,89.922,89.485
1121,Bahrain,Ferrari,832,4,1,1,89.90899999999999,89.57300000000001,89.507
1121,Bahrain,Red Bull Racing Honda RBPT,815,5,1,1,90.221,89.932,89.537
1121,Bahrain,Aston Martin Aramco Mercedes,4,6,1,1,90.179,89.801,89.542
1121,Bahrain,McLaren Mercedes,846,7,1,1,90.143,89.941,89.614
1121,Bahrain,McLaren Mercedes,857,8,1,1,90.531,90.122,89.68299999999999
1121,Bahrain,Mercedes,1,9,1,1,90.451,89.718,89.71000000000001
1121,Bahrain,Haas Ferrari,807,10,1,1,90.566,89.851,90.502
1121,Bahrain,RB Honda RBPT,852,11,1,0,90.481,90.129,
1121,Bahrain,Aston Martin Aramco Mercedes,840,12,1,0,89.965,90.2,
1121,Bahrain,Williams Mercedes,848,13,1,0,90.39699999999999,90.221,
1121,Bahrain,RB Honda RBPT,817,14,1,0,90.562,90.27799999999999,
1121,Bahrain,Haas Ferrari,825,15,1,0,90.646,90.529,
1121,Bahrain,Kick Sauber Ferrari,822,16,0,0,90.756,,
1121,Bahrain,Kick Sauber Ferrari,855,17,0,0,90.757,,
1121,Bahrain,Williams Mercedes,858,18,0,0,90.77,,
1121,Bahrain,Alpine Renault,839,19,0,0,90.793,,
1121,Bahrain,Alpine Renault,842,20,0,0,90.94800000000001,,
1122,Saudi Arabia,Red Bull Racing Honda RBPT,830,1,1,1,88.17099999999999,88.033,87.47200000000001
1122,Saudi Arabia,Ferrari,844,2,1,1,88.318,88.112,87.791
1122,Saudi Arabia,Red Bull Racing Honda RBPT,815,3,1,1,88.638,88.467,87.807
1122,Saudi Arabia,Aston Martin Aramco Mercedes,4,4,1,1,88.706,88.122,87.846
1122,Saudi Arabia,McLaren Mercedes,857,5,1,1,88.755,88.343,88.089
1122,Saudi Arabia,McLaren Mercedes,846,6,1,1,88.805,88.479,88.132
1122,Saudi Arabia,Mercedes,847,7,1,1,88.749,88.44800000000001,88.316
1122,Saudi Arabia,Mercedes,1,8,1,1,88.994,88.606,88.46000000000001
1122,Saudi Arabia,RB Honda RBPT,852,9,1,1,88.988,88.564,88.547
1122,Saudi Arabia,Aston Martin Aramco Mercedes,840,10,1,1,88.25,88.578,88.572
1122,Saudi Arabia,Ferrari,860,11,1,0,88.98400000000001,88.642,
1122,Saudi Arabia,Williams Mercedes,848,12,1,0,89.107,88.98,
1122,Saudi Arabia,Haas Ferrari,825,13,1,0,88.069,89.02,
1122,Saudi Arabia,RB Honda RBPT,817,14,1,0,89.065,89.025,
1122,Saudi Arabia,Haas Ferrari,807,15,1,0,89.055,,
1122,Saudi Arabia,Kick Sauber Ferrari,822,16,0,0,89.179,,
1122,Saudi Arabia,Alpine Renault,839,17,0,0,89.475,,
1122,Saudi Arabia,Alpine Renault,842,18,0,0,89.479,,
1122,Saudi Arabia,Williams Mercedes,858,19,0,0,89.526,,
1122,Saudi Arabia,Kick Sauber Ferrari,855,NC,0,0,,,
1123,Australia,Red Bull Racing Honda RBPT,830,1,1,1,76.819,76.387,75.91499999999999
1123,Australia,Ferrari,832,2,1,1,76.731,76.189,76.185
1123,Australia,Red Bull Racing Honda RBPT,815,3,1,1,76.805,76.631,76.274
1123,Australia,McLaren Mercedes,846,4,1,1,77.43,76.75,76.315
1123,Australia,Ferrari,844,5,1,1,76.98400000000001,76.304,76.435
1123,Australia,McLaren Mercedes,857,6,1,1,77.369,76.601,76.572
1123,Australia,Mercedes,847,7,1,1,77.062,76.901,76.724
1123,Australia,RB Honda RBPT,852,8,1,1,77.356,76.791,76.788
1123,Australia,Aston Martin Aramco Mercedes,840,9,1,1,77.376,76.78,77.072
1123,Australia,Aston Martin Aramco Mercedes,4,10,1,1,76.991,76.71000000000001,77.55199999999999
1123,Australia,Mercedes,1,11,1,0,77.499,76.96000000000001,
1123,Australia,Williams Mercedes,848,12,1,0,77.13,77.167,
1123,Australia,Kick Sauber Ferrari,822,13,1,0,77.543,77.34,
1123,Australia,Haas Ferrari,825,14,1,0,77.709,77.42699999999999,
1123,Australia,Alpine Renault,839,15,1,0,77.617,77.697,
1123,Australia,Haas Ferrari,807,16,0,0,77.976,,
1123,Australia,Alpine Renault,842,17,0,0,77.982,,
1123,Australia,RB Honda RBPT,817,18,0,0,78.08500000000001,,
1123,Australia,Kick Sauber Ferrari,855,19,0,0,78.188,,
1124,Japan,Red Bull Racing Honda RBPT,830,1,1,1,88.866,88.74,88.197
1124,Japan,Red Bull Racing Honda RBPT,815,2,1,1,89.303,88.752,88.263
1124,Japan,McLaren Mercedes,846,3,1,1,89.536,88.94,88.489
1124,Japan,Ferrari,832,4,1,1,89.513,89.099,88.682
1124,Japan,Aston Martin Aramco Mercedes,4,5,1,1,89.254,89.082,88.686
1124,Japan,McLaren Mercedes,857,6,1,1,89.425,89.148,88.76
1124,Japan,Mercedes,1,7,1,1,89.661,88.887,88.76599999999999
1124,Japan,Ferrari,844,8,1,1,89.338,89.196,88.786
1124,Japan,Mercedes,847,9,1,1,89.799,88.14,89.008
1124,Japan,RB Honda RBPT,852,10,1,1,89.775,89.417,89.413
1124,Japan,RB Honda RBPT,817,11,1,0,89.727,89.47200000000001,
1124,Japan,Haas Ferrari,807,12,1,0,89.821,89.494,
1124,Japan,Kick Sauber Ferrari,822,13,1,0,89.602,89.593,
1124,Japan,Williams Mercedes,848,14,1,0,89.963,89.714,
1124,Japan,Alpine Renault,839,15,1,0,89.811,89.816,
1124,Japan,Aston Martin Aramco Mercedes,840,16,0,0,90.024,,
1124,Japan,Alpine Renault,842,17,0,0,90.119,,
1124,Japan,Haas Ferrari,825,18,0,0,90.131,,
1124,Japan,Williams Mercedes,858,19,0,0,90.139,,
1124,Japan,Kick Sauber Ferrari,855,20,0,0,90.143,,
1125,China,Red Bull Racing Honda RBPT,830,1,1,1,94.74199999999999,93.794,93.66
1125,China,Red Bull Racing Honda RBPT,815,2,1,1,95.457,94.02600000000001,93.982
1125,China,Aston Martin Aramco Mercedes,4,3,1,1,95.116,94.652,94.148
1125,China,McLaren Mercedes,846,4,1,1,94.842,94.46000000000001,94.16499999999999
1125,China,McLaren Mercedes,857,5,1,1,95.01400000000001,94.65899999999999,94.273
1125,China,Ferrari,844,6,1,1,94.797,94.399,94.289
1125,China,Ferrari,832,7,1,1,94.97,94.368,94.297
1125,China,Mercedes,847,8,1,1,95.084,94.60900000000001,94.43299999999999
1125,China,Haas Ferrari,807,9,1,1,95.068,94.667,94.604
1125,China,Kick Sauber Ferrari,822,10,1,1,95.169,94.769,94.66499999999999
1125,China,Aston Martin Aramco Mercedes,840,11,1,0,95.334,94.838,
1125,China,RB Honda RBPT,817,12,1,0,95.443,94.934,
1125,China,Alpine Renault,839,13,1,0,95.356,95.223,
1125,China,Williams Mercedes,848,14,1,0,95.384,95.241,
1125,China,Alpine Renault,842,15,1,0,95.287,95.463,
1125,China,Kick Sauber Ferrari,855,16,0,0,95.505,,
1125,China,Haas Ferrari,825,17,0,0,95.51599999999999,,
1125,China,Mercedes,1,18,0,0,95.57300000000001,,
1125,China,RB Honda RBPT,852,19,0,0,95.74600000000001,,
1125,China,Williams Mercedes,858,20,0,0,96.358,,
1126,Miami,Red Bull Racing Honda RBPT,830,1,1,1,87.689,87.566,87.241
1126,Miami,Ferrari,844,2,1,1,88.081,87.533,87.382
1126,Miami,Ferrari,832,3,1,1,87.937,87.941,87.455
1126,Miami,Red Bull Racing Honda RBPT,815,4,1,1,87.77199999999999,87.839,87.46000000000001
1126,Miami,McLaren Mercedes,846,5,1,1,87.913,87.871,87.594
1126,Miami,McLaren Mercedes,857,6,1,1,88.032,87.721,87.675
1126,Miami,Mercedes,847,7,1,1,88.15899999999999,88.095,88.06700000000001
1126,Miami,Mercedes,1,8,1,1,88.167,87.697,88.107
1126,Miami,Haas Ferrari,807,9,1,1,88.383,88.2,88.146
