Position,Starting Grid,kaggle_driver_id,raceId,finished,dnf,laps_down,time_gap_sec,year,Team,Track,rain,sunny,quali_position,participated_q2,participated_q3,q1_time_sec,q2_time_sec,q3_time_sec
9,1.0,1,1020,1.0,0.0,0.0,19.667,2019,Mercedes,Germany,1,0,1.0,1.0,1.0,72.852,72.149,71.767
10,18.0,9,1020,1.0,0.0,0.0,24.987,2019,Williams,Germany,1,0,19.0,0.0,0.0,74.839,,
11,17.0,847,1020,1.0,0.0,0.0,26.404,2019,Williams,Germany,1,0,18.0,0.0,0.0,74.721,,
12,5.0,8,1020,1.0,0.0,0.0,42.214,2019,Alfa Romeo,Germany,1,0,5.0,1.0,1.0,73.066,72.519,72.538
13,11.0,841,1020,1.0,0.0,0.0,43.849,2019,Alfa Romeo,Germany,1,0,11.0,1.0,0.0,73.17,72.786,
14,4.0,842,1020,0.0,1.0,,,2019,Toro Rosso,Germany,1,0,4.0,1.0,1.0,72.991,72.385,72.522
NC,3.0,822,1020,0.0,1.0,,,2019,Mercedes,Germany,1,0,3.0,1.0,1.0,73.075,72.424,72.129
NC,9.0,807,1020,0.0,1.0,,,2019,Renault,Germany,1,0,9.0,1.0,1.0,73.186,72.766,73.126
NC,10.0,844,1020,0.0,1.0,,,2019,Ferrari,Germany,1,0,10.0,1.0,0.0,72.229,72.344,
NC,19.0,846,1020,0.0,1.0,,,2019,McLaren,Germany,1,0,16.0,0.0,0.0,73.333,,
NC,13.0,817,1020,0.0,1.0,,,2019,Renault,Germany,1,0,13.0,1.0,0.0,73.131,72.799,
NC,8.0,815,1020,0.0,1.0,,,2019,Racing Point,Germany,1,0,8.0,1.0,1.0,73.194,72.776,73.065
1,3.0,1,1021,1.0,0.0,0.0,0.0,2019,Mercedes,Hungary,0,1,3.0,1.0,1.0,76.068,75.548,74.769
2,1.0,830,1021,1.0,0.0,0.0,17.796,2019,Red Bull Racing,Hungary,0,1,1.0,1.0,1.0,75.81700000000001,75.57300000000001,74.572
3,5.0,20,1021,1.0,0.0,0.0,61.433,2019,Ferrari,Hungary,0,1,5.0,1.0,1.0,76.452,75.885,75.071
4,4.0,844,1021,1.0,0.0,0.0,65.25,2019,Ferrari,Hungary,0,1,4.0,1.0,1.0,76.337,75.792,75.043
5,8.0,832,1021,1.0,0.0,1.0,,2019,McLaren,Hungary,0,1,8.0,1.0,1.0,76.493,76.30799999999999,75.852
6,6.0,842,1021,1.0,0.0,1.0,,2019,Toro Rosso,Hungary,0,1,6.0,1.0,1.0,76.71600000000001,76.393,75.45
7,10.0,8,1021,1.0,0.0,1.0,,2019,Alfa Romeo,Hungary,0,1,10.0,1.0,1.0,76.506,76.518,76.041
8,2.0,822,1021,1.0,0.0,1.0,,2019,Mercedes,Hungary,0,1,2.0,1.0,1.0,76.078,75.669,74.59
9,7.0,846,1021,1.0,0.0,1.0,,2019,McLaren,Hungary,0,1,7.0,1.0,1.0,76.697,76.06,75.8
10,12.0,848,1021,1.0,0.0,1.0,,2019,Red Bull Racing,Hungary,0,1,12.0,1.0,0.0,76.912,76.687,
11,16.0,815,1021,1.0,0.0,1.0,,2019,Racing Point,Hungary,0,1,17.0,0.0,0.0,77.10900000000001,,
12,11.0,807,1021,1.0,0.0,1.0,,2019,Renault,Hungary,0,1,11.0,1.0,0.0,76.78999999999999,76.565,
13,14.0,825,1021,1.0,0.0,1.0,,2019,Haas,Hungary,0,1,15.0,1.0,0.0,76.122,77.081,
14,20.0,817,1021,1.0,0.0,1.0,,2019,Renault,Hungary,0,1,18.0,0.0,0.0,77.257,,
15,13.0,826,1021,1.0,0.0,2.0,,2019,Toro Rosso,Hungary,0,1,13.0,1.0,0.0,76.75,76.69200000000001,
16,15.0,847,1021,1.0,0.0,2.0,,2019,Williams,Hungary,0,1,16.0,0.0,0.0,77.031,,
17,18.0,840,1021,1.0,0.0,2.0,,2019,Racing Point,Hungary,0,1,19.0,0.0,0.0,77.542,,
18,17.0,841,1021,1.0,0.0,2.0,,2019,Alfa Romeo,Hungary,0,1,14.0,1.0,0.0,76.894,76.804,
19,19.0,9,1021,1.0,0.0,3.0,,2019,Williams,Hungary,0,1,20.0,0.0,0.0,78.324,,
NC,9.0,154,1021,0.0,1.0,,,2019,Haas,Hungary,0,1,9.0,1.0,1.0,76.97800000000001,76.319,76.013
1,1.0,844,1022,1.0,0.0,0.0,0.0,2019,Ferrari,Belgium,0,1,1.0,1.0,1.0,103.587,102.938,102.519
2,3.0,1,1022,1.0,0.0,0.0,0.981,2019,Mercedes,Belgium,0,1,3.0,1.0,1.0,105.26,103.592,103.282
3,4.0,822,1022,1.0,0.0,0.0,12.585,2019,Mercedes,Belgium,0,1,4.0,1.0,1.0,105.141,103.98,103.415
4,2.0,20,1022,1.0,0.0,0.0,26.422,2019,Ferrari,Belgium,0,1,2.0,1.0,1.0,104.109,103.037,103.267
5,17.0,848,1022,1.0,0.0,0.0,81.325,2019,Red Bull Racing,Belgium,0,1,14.0,1.0,0.0,105.528,105.799,
6,7.0,815,1022,1.0,0.0,0.0,84.448,2019,Racing Point,Belgium,0,1,9.0,1.0,1.0,105.732,104.707,104.706
7,19.0,826,1022,1.0,0.0,0.0,89.657,2019,Toro Rosso,Belgium,0,1,18.0,0.0,0.0,106.518,,
8,12.0,807,1022,1.0,0.0,0.0,106.639,2019,Renault,Belgium,0,1,7.0,1.0,1.0,105.899,104.549,104.542
9,13.0,842,1022,1.0,0.0,0.0,109.168,2019,Toro Rosso,Belgium,0,1,16.0,0.0,0.0,106.435,,
10,16.0,840,1022,1.0,0.0,0.0,109.838,2019,Racing Point,Belgium,0,1,13.0,1.0,0.0,106.0,105.047,
11,11.0,846,1022,0.0,1.0,,,2019,McLaren,Belgium,0,1,12.0,1.0,0.0,106.154,104.847,
12,8.0,825,1022,1.0,0.0,1.0,,2019,Haas,Belgium,0,1,10.0,1.0,1.0,105.839,104.738,105.086
13,9.0,154,1022,1.0,0.0,1.0,,2019,Haas,Belgium,0,1,11.0,1.0,0.0,105.694,104.797,
14,10.0,817,1022,1.0,0.0,1.0,,2019,Renault,Belgium,0,1,6.0,1.0,1.0,105.56,104.103,104.257
15,14.0,847,1022,1.0,0.0,1.0,,2019,Williams,Belgium,0,1,19.0,0.0,0.0,107.548,,
16,6.0,8,1022,1.0,0.0,1.0,,2019,Alfa Romeo,Belgium,0,1,8.0,1.0,1.0,105.842,104.14,104.557
17,20.0,9,1022,1.0,0.0,1.0,,2019,Williams,Belgium,0,1,20.0,0.0,0.0,,,
18,18.0,841,1022,0.0,1.0,,,2019,Alfa Romeo,Belgium,0,1,15.0,0.0,0.0,105.637,,
NC,15.0,832,1022,0.0,1.0,,,2019,McLaren,Belgium,0,1,17.0,0.0,0.0,106.507,,
NC,5.0,830,1022,0.0,1.0,,,2019,Red Bull Racing,Belgium,0,1,5.0,1.0,1.0,104.622,104.132,103.69
1,1.0,844,1023,1.0,0.0,0.0,0.0,2019,Ferrari,Italy,0,1,1.0,1.0,1.0,80.126,79.553,79.307
2,3.0,822,1023,1.0,0.0,0.0,0.835,2019,Mercedes,Italy,0,1,3.0,1.0,1.0,80.156,80.018,79.354
3,2.0,1,1023,1.0,0.0,0.0,35.199,2019,Mercedes,Italy,0,1,2.0,1.0,1.0,80.27199999999999,79.464,79.346
4,5.0,817,1023,1.0,0.0,0.0,45.515,2019,Renault,Italy,0,1,5.0,1.0,1.0,80.374,79.833,79.839
5,6.0,807,1023,1.0,0.0,0.0,58.165,2019,Renault,Italy,0,1,6.0,1.0,1.0,80.155,80.275,80.049
6,8.0,848,1023,1.0,0.0,0.0,59.315,2019,Red Bull Racing,Italy,0,1,8.0,1.0,0.0,80.382,80.021,
7,18.0,815,1023,1.0,0.0,0.0,73.802,2019,Racing Point,Italy,0,1,17.0,0.0,0.0,81.291,,
8,19.0,830,1023,1.0,0.0,0.0,74.492,2019,Red Bull Racing,Italy,0,1,20.0,0.0,0.0,,,
9,10.0,841,1023,1.0,0.0,1.0,,2019,Alfa Romeo,Italy,0,1,11.0,1.0,0.0,80.657,80.517,
10,16.0,846,1023,1.0,0.0,1.0,,2019,McLaren,Italy,0,1,14.0,1.0,0.0,80.646,81.068,
11,17.0,842,1023,1.0,0.0,1.0,,2019,Toro Rosso,Italy,0,1,15.0,1.0,0.0,80.508,81.125,
12,9.0,840,1023,1.0,0.0,1.0,,2019,Racing Point,Italy,0,1,9.0,1.0,0.0,80.643,80.498,
13,4.0,20,1023,1.0,0.0,1.0,,2019,Ferrari,Italy,0,1,4.0,1.0,1.0,80.378,79.715,79.457
14,14.0,847,1023,1.0,0.0,1.0,,2019,Williams,Italy,0,1,18.0,0.0,0.0,81.8,,
15,20.0,8,1023,1.0,0.0,1.0,,2019,Alfa Romeo,Italy,0,1,10.0,1.0,0.0,80.634,80.515,
16,13.0,154,1023,1.0,0.0,1.0,,2019,Haas,Italy,0,1,16.0,0.0,0.0,80.78399999999999,,
17,15.0,9,1023,1.0,0.0,2.0,,2019,Williams,Italy,0,1,19.0,0.0,0.0,82.356,,
NC,11.0,825,1023,0.0,1.0,,,2019,Haas,Italy,0,1,12.0,1.0,0.0,80.616,80.615,
NC,12.0,826,1023,0.0,1.0,,,2019,Toro Rosso,Italy,0,1,13.0,1.0,0.0,80.723,80.63,
NC,7.0,832,1023,0.0,1.0,,,2019,McLaren,Italy,0,1,7.0,1.0,1.0,80.413,80.202,80.455
1,3.0,20,1024,1.0,0.0,0.0,0.0,2019,Ferrari,Singapore,0,1,3.0,1.0,1.0,98.374,96.72,96.437
2,1.0,844,1024,1.0,0.0,0.0,2.641,2019,Ferrari,Singapore,0,1,1.0,1.0,1.0,98.014,96.65,96.217
3,4.0,830,1024,1.0,0.0,0.0,3.821,2019,Red Bull Racing,Singapore,0,1,4.0,1.0,1.0,98.54,97.089,96.813
4,2.0,1,1024,1.0,0.0,0.0,4.608,2019,Mercedes,Singapore,0,1,2.0,1.0,1.0,97.565,96.933,96.408
5,5.0,822,1024,1.0,0.0,0.0,6.119,2019,Mercedes,Singapore,0,1,5.0,1.0,1.0,97.317,97.142,97.146
6,6.0,848,1024,1.0,0.0,0.0,11.663,2019,Red Bull Racing,Singapore,0,1,6.0,1.0,1.0,99.106,97.865,97.411
7,9.0,846,1024,1.0,0.0,0.0,14.769,2019,McLaren,Singapore,0,1,9.0,1.0,1.0,98.606,97.572,98.329
8,11.0,842,1024,1.0,0.0,0.0,15.547,2019,Toro Rosso,Singapore,0,1,12.0,1.0,0.0,99.085,98.699,
9,8.0,807,1024,1.0,0.0,0.0,16.718,2019,Renault,Singapore,0,1,8.0,1.0,1.0,99.001,98.58,98.264
10,10.0,841,1024,1.0,0.0,0.0,27.855,2019,Alfa Romeo,Singapore,0,1,11.0,1.0,0.0,99.272,98.697,
11,17.0,154,1024,1.0,0.0,0.0,35.436,2019,Haas,Singapore,0,1,17.0,0.0,0.0,100.277,,
12,7.0,832,1024,1.0,0.0,0.0,35.974,2019,McLaren,Singapore,0,1,7.0,1.0,1.0,98.882,97.982,97.818
13,16.0,840,1024,1.0,0.0,0.0,36.419,2019,Racing Point,Singapore,0,1,16.0,0.0,0.0,99.979,,
14,20.0,817,1024,1.0,0.0,0.0,37.66,2019,Renault,Singapore,0,1,20.0,0.0,0.0,,,
15,14.0,826,1024,1.0,0.0,0.0,38.178,2019,Toro Rosso,Singapore,0,1,15.0,0.0,0.0,99.957,,
16,19.0,9,1024,1.0,0.0,0.0,47.024,2019,Williams,Singapore,0,1,19.0,0.0,0.0,101.186,,
17,13.0,825,1024,1.0,0.0,0.0,86.522,2019,Haas,Singapore,0,1,14.0,1.0,0.0,99.942,99.65,
NC,12.0,8,1024,0.0,1.0,,,2019,Alfa Romeo,Singapore,0,1,13.0,1.0,0.0,99.454,98.858,
NC,15.0,815,1024,0.0,1.0,,,2019,Racing Point,Singapore,0,1,10.0,1.0,0.0,99.909,98.52,
NC,18.0,847,1024,0.0,1.0,,,2019,Williams,Singapore,0,1,18.0,0.0,0.0,100.867,,
1,2.0,1,1025,1.0,0.0,0.0,0.0,2019,Mercedes,Russia,1,1,2.0,1.0,1.0,93.23,93.134,92.03
2,4.0,822,1025,1.0,0.0,0.0,3.829,2019,Mercedes,Russia,1,1,5.0,1.0,1.0,93.413,93.281,92.632
3,1.0,844,1025,1.0,0.0,0.0,5.212,2019,Ferrari,Russia,1,1,1.0,1.0,1.0,93.613,92.434,91.628
4,9.0,830,1025,1.0,0.0,0.0,14.21,2019,Red Bull Racing,Russia,1,1,4.0,1.0,1.0,93.368,92.634,92.31
5,20.0,848,1025,1.0,0.0,0.0,38.348,2019,Red Bull Racing,Russia,1,1,19.0,0.0,0.0,99.197,,
6,5.0,832,1025,1.0,0.0,0.0,45.889,2019,McLaren,Russia,1,1,6.0,1.0,1.0,94.184,93.807,93.222
7,11.0,815,1025,1.0,0.0,0.0,48.728,2019,Racing Point,Russia,1,1,12.0,1.0,0.0,94.336,93.958,
8,7.0,846,1025,1.0,0.0,0.0,57.749,2019,McLaren,Russia,1,1,8.0,1.0,1.0,94.201,93.725,93.301
9,13.0,825,1025,1.0,0.0,0.0,58.779,2019,Haas,Russia,1,1,14.0,1.0,0.0,93.889,94.082,
10,6.0,807,1025,1.0,0.0,0.0,59.841,2019,Renault,Russia,1,1,7.0,1.0,1.0,94.236,93.898,93.289
11,14.0,840,1025,1.0,0.0,0.0,60.821,2019,Racing Point,Russia,1,1,15.0,1.0,0.0,94.287,94.233,
12,19.0,826,1025,1.0,0.0,0.0,62.496,2019,Toro Rosso,Russia,1,1,20.0,0.0,0.0,99.544,,
13,15.0,8,1025,1.0,0.0,0.0,68.91,2019,Alfa Romeo,Russia,1,1,16.0,0.0,0.0,94.84,,
14,16.0,842,1025,1.0,0.0,0.0,70.076,2019,Toro Rosso,Russia,1,1,11.0,1.0,0.0,94.456,93.95,
15,12.0,841,1025,1.0,0.0,0.0,73.346,2019,Alfa Romeo,Russia,1,1,13.0,1.0,0.0,94.755,94.037,
NC,18.0,9,1025,0.0,1.0,,,2019,Williams,Russia,1,1,18.0,0.0,0.0,96.474,,
NC,17.0,847,1025,0.0,1.0,,,2019,Williams,Russia,1,1,17.0,0.0,0.0,95.356,,
NC,3.0,20,1025,0.0,1.0,,,2019,Ferrari,Russia,1,1,3.0,1.0,1.0,93.032,92.536,92.053
NC,10.0,817,1025,0.0,1.0,,,2019,Renault,Russia,1,1,10.0,1.0,1.0,94.138,93.862,93.661
NC,8.0,154,1025,0.0,1.0,,,2019,Haas,Russia,1,1,9.0,1.0,1.0,94.283,93.643,93.517
1,3.0,822,1026,1.0,0.0,0.0,0.0,2019,Mercedes,Japan,0,1,3.0,1.0,1.0,88.896,87.688,87.293
2,1.0,20,1026,1.0,0.0,0.0,13.343,2019,Ferrari,Japan,0,1,1.0,1.0,1.0,88.988,88.174,87.064
3,4.0,1,1026,1.0,0.0,0.0,13.858,2019,Mercedes,Japan,0,1,4.0,1.0,1.0,88.735,87.826,87.30199999999999
4,6.0,848,1026,1.0,0.0,0.0,59.537,2019,Red Bull Racing,Japan,0,1,6.0,1.0,1.0,89.351,88.156,87.851
5,7.0,832,1026,1.0,0.0,0.0,69.101,2019,McLaren,Japan,0,1,7.0,1.0,1.0,89.018,88.577,88.304
DQ,16.0,817,1026,1.0,0.0,1.0,,2019,Renault,Japan,0,1,16.0,0.0,0.0,89.822,,
6,2.0,844,1026,1.0,0.0,1.0,,2019,Ferrari,Japan,0,1,2.0,1.0,1.0,88.405,88.179,87.253
7,9.0,842,1026,1.0,0.0,1.0,,2019,Toro Rosso,Japan,0,1,9.0,1.0,1.0,89.411,88.779,88.836
8,17.0,815,1026,1.0,0.0,1.0,,2019,Racing Point,Japan,0,1,17.0,0.0,0.0,90.344,,
DQ,15.0,807,1026,1.0,0.0,1.0,,2019,Renault,Japan,0,1,15.0,1.0,0.0,89.619,90.112,
9,12.0,840,1026,1.0,0.0,1.0,,2019,Racing Point,Japan,0,1,12.0,1.0,0.0,89.594,89.345,
10,14.0,826,1026,1.0,0.0,1.0,,2019,Toro Rosso,Japan,0,1,14.0,1.0,0.0,89.723,89.563,
11,8.0,846,1026,1.0,0.0,1.0,,2019,McLaren,Japan,0,1,8.0,1.0,1.0,88.873,88.571,88.464
12,13.0,8,1026,1.0,0.0,1.0,,2019,Alfa Romeo,Japan,0,1,13.0,1.0,0.0,89.636,89.358,
13,10.0,154,1026,1.0,0.0,1.0,,2019,Haas,Japan,0,1,10.0,1.0,1.0,89.572,89.144,89.34100000000001
14,11.0,841,1026,1.0,0.0,1.0,,2019,Alfa Romeo,Japan,0,1,11.0,1.0,0.0,89.604,89.254,
15,19.0,825,1026,1.0,0.0,1.0,,2019,Haas,Japan,0,1,19.0,0.0,0.0,,,
16,18.0,847,1026,1.0,0.0,2.0,,2019,Williams,Japan,0,1,18.0,0.0,0.0,90.364,,
17,20.0,9,1026,1.0,0.0,2.0,,2019,Williams,Japan,0,1,20.0,0.0,0.0,,,
NC,5.0,830,1026,0.0,1.0,,,2019,Red Bull Racing,Japan,0,1,5.0,1.0,1.0,88.754,88.499,87.851
1,3.0,1,1027,1.0,0.0,0.0,0.0,2019,Mercedes,Mexico,1,0,4.0,1.0,1.0,76.424,75.721,75.262
2,2.0,20,1027,1.0,0.0,0.0,1.766,2019,Ferrari,Mexico,1,0,3.0,1.0,1.0,76.696,75.914,75.17
3,6.0,822,1027,1.0,0.0,0.0,3.553,2019,Mercedes,Mexico,1,0,6.0,1.0,1.0,77.062,75.852,75.338
4,1.0,844,1027,1.0,0.0,0.0,6.368,2019,Ferrari,Mexico,1,0,2.0,1.0,1.0,76.364,76.219,75.024
5,5.0,848,1027,1.0,0.0,0.0,21.399,2019,Red Bull Racing,Mexico,1,0,5.0,1.0,1.0,76.175,76.574,75.336
6,4.0,830,1027,1.0,0.0,0.0,68.807,2019,Red Bull Racing,Mexico,1,0,1.0,1.0,1.0,75.949,76.136,74.758
7,11.0,815,1027,1.0,0.0,0.0,73.819,2019,Racing Point,Mexico,1,0,11.0,1.0,0.0,77.465,76.687,
8,13.0,817,1027,1.0,0.0,0.0,74.924,2019,Renault,Mexico,1,0,13.0,1.0,0.0,77.27,76.93299999999999,
9,10.0,842,1027,1.0,0.0,1.0,,2019,Toro Rosso,Mexico,1,0,10.0,1.0,1.0,77.065,76.679,76.586
10,12.0,807,1027,1.0,0.0,1.0,,2019,Renault,Mexico,1,0,12.0,1.0,0.0,77.608,76.885,
11,9.0,826,1027,1.0,0.0,1.0,,2019,Toro Rosso,Mexico,1,0,9.0,1.0,1.0,77.041,76.657,76.469
12,16.0,840,1027,1.0,0.0,1.0,,2019,Racing Point,Mexico,1,0,16.0,0.0,0.0,78.065,,
13,7.0,832,1027,1.0,0.0,1.0,,2019,McLaren,Mexico,1,0,7.0,1.0,1.0,77.044,76.267,76.014
14,15.0,841,1027,1.0,0.0,1.0,,2019,Alfa Romeo,Mexico,1,0,15.0,1.0,0.0,77.794,77.269,
15,17.0,825,1027,1.0,0.0,2.0,,2019,Haas,Mexico,1,0,17.0,0.0,0.0,78.436,,
16,19.0,847,1027,1.0,0.0,2.0,,2019,Williams,Mexico,1,0,19.0,0.0,0.0,78.82300000000001,,
17,18.0,154,1027,1.0,0.0,2.0,,2019,Haas,Mexico,1,0,18.0,0.0,0.0,78.599,,
18,20.0,9,1027,1.0,0.0,2.0,,2019,Williams,Mexico,1,0,20.0,0.0,0.0,80.179,,
NC,14.0,8,1027,0.0,1.0,,,2019,Alfa Romeo,Mexico,1,0,14.0,1.0,0.0,77.225,76.967,
NC,8.0,846,1027,0.0,1.0,,,2019,McLaren,Mexico,1,0,8.0,1.0,1.0,77.092,76.447,76.322
1,1.0,822,1028,1.0,0.0,0.0,0.0,2019,Mercedes,United States,0,1,1.0,1.0,1.0,93.75,93.16,92.029
2,5.0,1,1028,1.0,0.0,0.0,4.148,2019,Mercedes,United States,0,1,5.0,1.0,1.0,93.454,93.045,92.321
3,3.0,830,1028,1.0,0.0,0.0,5.002,2019,Red Bull Racing,United States,0,1,3.0,1.0,1.0,93.549,93.12,92.096
4,4.0,844,1028,1.0,0.0,0.0,52.239,2019,Ferrari,United States,0,1,4.0,1.0,1.0,93.988,92.76,92.137
5,6.0,848,1028,1.0,0.0,0.0,78.038,2019,Red Bull Racing,United States,0,1,6.0,1.0,1.0,93.984,92.898,92.548
6,9.0,817,1028,1.0,0.0,0.0,90.366,2019,Renault,United States,0,1,9.0,1.0,1.0,93.835,93.608,93.488
7,8.0,846,1028,1.0,0.0,0.0,90.764,2019,McLaren,United States,0,1,8.0,1.0,1.0,93.353,93.316,93.175
8,7.0,832,1028,1.0,0.0,1.0,,2019,McLaren,United States,0,1,7.0,1.0,1.0,93.916,93.422,92.847
9,11.0,807,1028,1.0,0.0,1.0,,2019,Renault,United States,0,1,11.0,1.0,0.0,94.092,93.815,
10,20.0,815,1028,1.0,0.0,1.0,,2019,Racing Point,United States,0,1,19.0,0.0,0.0,95.808,,
11,17.0,8,1028,1.0,0.0,1.0,,2019,Alfa Romeo,United States,0,1,17.0,0.0,0.0,94.369,,
12,13.0,826,1028,1.0,0.0,1.0,,2019,Toro Rosso,United States,0,1,13.0,1.0,0.0,94.138,93.989,
13,14.0,840,1028,1.0,0.0,1.0,,2019,Racing Point,United States,0,1,14.0,1.0,0.0,93.921,94.1,
14,16.0,841,1028,1.0,0.0,1.0,,2019,Alfa Romeo,United States,0,1,16.0,0.0,0.0,94.226,,
15,15.0,154,1028,1.0,0.0,1.0,,2019,Haas,United States,0,1,15.0,1.0,0.0,94.161,94.158,
16,10.0,842,1028,0.0,1.0,,,2019,Toro Rosso,United States,0,1,10.0,1.0,1.0,93.556,93.715,93.601
17,18.0,847,1028,1.0,0.0,2.0,,2019,Williams,United States,0,1,18.0,0.0,0.0,95.372,,
18,12.0,825,1028,0.0,1.0,,,2019,Haas,United States,0,1,12.0,1.0,0.0,93.812,93.979,
NC,19.0,9,1028,0.0,1.0,,,2019,Williams,United States,0,1,20.0,0.0,0.0,95.889,,
NC,2.0,20,1028,0.0,1.0,,,2019,Ferrari,United States,0,1,2.0,1.0,1.0,93.766,93.782,92.041
1,1.0,830,1029,1.0,0.0,0.0,0.0,2019,Red Bull Racing,Brazil,0,1,1.0,1.0,1.0,68.242,67.503,67.508
2,6.0,842,1029,1.0,0.0,0.0,6.077,2019,Toro Rosso,Brazil,0,1,7.0,1.0,1.0,68.909,68.77,68.837
3,20.0,832,1029,1.0,0.0,0.0,8.896,2019,McLaren,Brazil,0,1,20.0,0.0,0.0,,,
4,8.0,8,1029,1.0,0.0,0.0,9.452,2019,Alfa Romeo,Brazil,0,1,9.0,1.0,1.0,69.276,68.858,68.984
5,12.0,841,1029,1.0,0.0,0.0,10.201,2019,Alfa Romeo,Brazil,0,1,13.0,1.0,0.0,69.175,68.919,
6,11.0,817,1029,1.0,0.0,0.0,10.541,2019,Renault,Brazil,0,1,12.0,1.0,0.0,69.086,68.903,
7,3.0,1,1029,1.0,0.0,0.0,11.139,2019,Mercedes,Brazil,0,1,3.0,1.0,1.0,68.614,68.088,67.699
8,10.0,846,1029,1.0,0.0,0.0,11.204,2019,McLaren,Brazil,0,1,11.0,1.0,0.0,68.891,68.868,
9,15.0,815,1029,1.0,0.0,0.0,11.529,2019,Racing Point,Brazil,0,1,15.0,1.0,0.0,69.288,69.035,
10,16.0,826,1029,1.0,0.0,0.0,11.931,2019,Toro Rosso,Brazil,0,1,16.0,0.0,0.0,69.32,,
11,9.0,825,1029,1.0,0.0,0.0,12.599,2019,Haas,Brazil,0,1,10.0,1.0,1.0,68.875,68.803,69.037
12,18.0,847,1029,1.0,0.0,0.0,13.599,2019,Williams,Brazil,0,1,18.0,0.0,0.0,70.126,,
13,7.0,154,1029,1.0,0.0,0.0,14.247,2019,Haas,Brazil,0,1,8.0,1.0,1.0,69.197,68.705,68.854
14,5.0,848,1029,1.0,0.0,0.0,14.927,2019,Red Bull Racing,Brazil,0,1,6.0,1.0,1.0,68.503,68.117,67.935
15,13.0,807,1029,1.0,0.0,0.0,18.059,2019,Renault,Brazil,0,1,14.0,1.0,0.0,69.05,68.92099999999999,
16,19.0,9,1029,1.0,0.0,1.0,,2019,Williams,Brazil,0,1,19.0,0.0,0.0,70.614,,
17,2.0,20,1029,0.0,1.0,,,2019,Ferrari,Brazil,0,1,2.0,1.0,1.0,68.556,68.05,67.631
18,14.0,844,1029,0.0,1.0,,,2019,Ferrari,Brazil,0,1,4.0,1.0,1.0,68.496,67.888,67.728
19,17.0,840,1029,0.0,1.0,,,2019,Racing Point,Brazil,0,1,17.0,0.0,0.0,69.536,,
NC,4.0,822,1029,0.0,1.0,,,2019,Mercedes,Brazil,0,1,5.0,1.0,1.0,68.545,68.232,67.874
1,1.0,1,1030,1.0,0.0,0.0,0.0,2019,Mercedes,Abu Dhabi,0,1,1.0,1.0,1.0,95.851,95.634,94.779
2,2.0,830,1030,1.0,0.0,0.0,16.772,2019,Red Bull Racing,Abu Dhabi,0,1,3.0,1.0,1.0,96.39,96.275,95.139
3,3.0,844,1030,1.0,0.0,0.0,43.435,2019,Ferrari,Abu Dhabi,0,1,4.0,1.0,1.0,96.478,95.543,95.219
4,20.0,822,1030,1.0,0.0,0.0,44.379,2019,Mercedes,Abu Dhabi,0,1,2.0,1.0,1.0,96.2,95.674,94.973
5,4.0,20,1030,1.0,0.0,0.0,64.357,2019,Ferrari,Abu Dhabi,0,1,5.0,1.0,1.0,96.963,95.786,95.339
6,5.0,848,1030,1.0,0.0,0.0,69.205,2019,Red Bull Racing,Abu Dhabi,0,1,6.0,1.0,1.0,96.102,96.718,95.682
7,10.0,815,1030,1.0,0.0,1.0,,2019,Racing Point,Abu Dhabi,0,1,11.0,1.0,0.0,96.961,97.055,
8,6.0,846,1030,1.0,0.0,1.0,,2019,McLaren,Abu Dhabi,0,1,7.0,1.0,1.0,97.545,96.764,96.436
9,13.0,826,1030,1.0,0.0,1.0,,2019,Toro Rosso,Abu Dhabi,0,1,14.0,1.0,0.0,97.683,97.141,
10,8.0,832,1030,1.0,0.0,1.0,,2019,McLaren,Abu Dhabi,0,1,9.0,1.0,1.0,97.358,96.308,96.459
11,7.0,817,1030,1.0,0.0,1.0,,2019,Renault,Abu Dhabi,0,1,8.0,1.0,1.0,97.106,96.785,96.456
12,9.0,807,1030,1.0,0.0,1.0,,2019,Renault,Abu Dhabi,0,1,10.0,1.0,1.0,97.506,96.859,96.71
13,17.0,8,1030,1.0,0.0,1.0,,2019,Alfa Romeo,Abu Dhabi,0,1,18.0,0.0,0.0,98.383,,
14,14.0,825,1030,1.0,0.0,1.0,,2019,Haas,Abu Dhabi,0,1,15.0,1.0,0.0,97.71,97.254,
15,15.0,154,1030,1.0,0.0,1.0,,2019,Haas,Abu Dhabi,0,1,16.0,0.0,0.0,98.051,,
16,16.0,841,1030,1.0,0.0,1.0,,2019,Alfa Romeo,Abu Dhabi,0,1,17.0,0.0,0.0,98.114,,
17,18.0,847,1030,1.0,0.0,1.0,,2019,Williams,Abu Dhabi,0,1,19.0,0.0,0.0,98.717,,
18,11.0,842,1030,1.0,0.0,2.0,,2019,Toro Rosso,Abu Dhabi,0,1,12.0,1.0,0.0,97.198,97.089,
19,19.0,9,1030,1.0,0.0,2.0,,2019,Williams,Abu Dhabi,0,1,20.0,0.0,0.0,99.236,,
NC,12.0,840,1030,0.0,1.0,,,2019,Racing Point,Abu Dhabi,0,1,13.0,1.0,0.0,97.528,97.103,
1,1.0,822,1031,1.0,0.0,0.0,0.0,2020,Mercedes,,0,1,1,1.0,1.0,64.111,63.015,62.939
2,7.0,844,1031,1.0,0.0,0.0,2.7,2020,Ferrari,,0,1,7,1.0,1.0,64.5,64.041,63.923
