Position,Starting Grid,kaggle_driver_id,raceId,finished,dnf,laps_down,time_gap_sec
3,4,830,1014,1.0,0.0,0.0,7.679
4,3,20,1014,1.0,0.0,0.0,9.167
5,5,844,1014,1.0,0.0,0.0,13.361
6,6,842,1014,1.0,0.0,0.0,19.576
7,8,825,1014,1.0,0.0,0.0,28.159
8,12,832,1014,1.0,0.0,0.0,32.342
9,9,826,1014,1.0,0.0,0.0,33.056
10,7,154,1014,1.0,0.0,0.0,34.641
11,11,848,1014,1.0,0.0,0.0,35.445
12,13,817,1014,1.0,0.0,0.0,36.758
13,20,807,1014,1.0,0.0,0.0,39.241
14,14,8,1014,1.0,0.0,0.0,41.803
15,15,815,1014,1.0,0.0,0.0,46.877
16,18,841,1014,1.0,0.0,0.0,47.691
17,19,847,1014,1.0,0.0,1.0,
18,17,9,1014,1.0,0.0,1.0,
NC,16,840,1014,0.0,1.0,,
NC,10,846,1014,0.0,1.0,,
1,1,1,1015,1.0,0.0,0.0,0.0
2,4,20,1015,1.0,0.0,0.0,2.602
3,2,822,1015,1.0,0.0,0.0,3.162
4,3,830,1015,1.0,0.0,0.0,5.537
5,8,842,1015,1.0,0.0,0.0,9.946
6,9,832,1015,1.0,0.0,0.0,53.454
7,7,826,1015,1.0,0.0,0.0,54.574
8,10,848,1015,1.0,0.0,0.0,55.2
9,6,817,1015,1.0,0.0,0.0,60.894
10,13,154,1015,1.0,0.0,0.0,61.034
11,12,846,1015,1.0,0.0,0.0,66.801
12,16,815,1015,1.0,0.0,1.0,
13,11,807,1015,1.0,0.0,1.0,
14,5,825,1015,1.0,0.0,1.0,
15,19,847,1015,1.0,0.0,1.0,
16,17,840,1015,1.0,0.0,1.0,
17,14,8,1015,1.0,0.0,1.0,
18,20,9,1015,1.0,0.0,1.0,
19,18,841,1015,1.0,0.0,2.0,
NC,15,844,1015,0.0,1.0,,
1,2,1,1016,1.0,0.0,0.0,0.0
2,1,20,1016,1.0,0.0,0.0,3.658
3,3,844,1016,1.0,0.0,0.0,4.696
4,6,822,1016,1.0,0.0,0.0,51.043
5,9,830,1016,1.0,0.0,0.0,57.655
6,4,817,1016,1.0,0.0,1.0,
7,7,807,1016,1.0,0.0,1.0,
8,5,842,1016,1.0,0.0,1.0,
9,17,840,1016,1.0,0.0,1.0,
10,10,826,1016,1.0,0.0,1.0,
11,11,832,1016,1.0,0.0,1.0,
12,15,815,1016,1.0,0.0,1.0,
13,12,841,1016,1.0,0.0,1.0,
14,14,154,1016,1.0,0.0,1.0,
15,16,8,1016,1.0,0.0,1.0,
16,18,847,1016,1.0,0.0,2.0,
17,20,825,1016,1.0,0.0,2.0,
18,19,9,1016,1.0,0.0,3.0,
NC,13,848,1016,0.0,1.0,,
NC,8,846,1016,0.0,1.0,,
1,1,1,1017,1.0,0.0,0.0,0.0
2,2,822,1017,1.0,0.0,0.0,18.056
3,3,844,1017,1.0,0.0,0.0,18.985
4,4,830,1017,1.0,0.0,0.0,34.905
5,7,20,1017,1.0,0.0,0.0,62.796
6,6,832,1017,1.0,0.0,0.0,95.462
7,12,8,1017,1.0,0.0,1.0,
8,13,807,1017,1.0,0.0,1.0,
9,5,846,1017,1.0,0.0,1.0,
10,9,842,1017,1.0,0.0,1.0,
11,8,817,1017,1.0,0.0,1.0,
12,14,815,1017,1.0,0.0,1.0,
13,17,840,1017,1.0,0.0,1.0,
14,19,826,1017,1.0,0.0,1.0,
15,11,848,1017,1.0,0.0,1.0,
16,10,841,1017,1.0,0.0,1.0,
17,15,825,1017,1.0,0.0,1.0,
18,18,9,1017,1.0,0.0,2.0,
19,20,847,1017,1.0,0.0,2.0,
NC,16,154,1017,0.0,1.0,,
1,2,830,1018,1.0,0.0,0.0,0.0
2,1,844,1018,1.0,0.0,0.0,2.724
3,3,822,1018,1.0,0.0,0.0,18.96
4,9,20,1018,1.0,0.0,0.0,19.61
5,4,1,1018,1.0,0.0,0.0,22.805
6,5,846,1018,1.0,0.0,1.0,
7,8,842,1018,1.0,0.0,1.0,
8,19,832,1018,1.0,0.0,1.0,
9,6,8,1018,1.0,0.0,1.0,
10,7,841,1018,1.0,0.0,1.0,
11,13,815,1018,1.0,0.0,1.0,
12,12,817,1018,1.0,0.0,1.0,
13,15,807,1018,1.0,0.0,1.0,
14,14,840,1018,1.0,0.0,1.0,
15,18,848,1018,1.0,0.0,1.0,
16,11,154,1018,1.0,0.0,1.0,
17,16,826,1018,1.0,0.0,1.0,
18,20,847,1018,1.0,0.0,2.0,
19,10,825,1018,1.0,0.0,2.0,
20,17,9,1018,1.0,0.0,3.0,
1,2,1,1019,1.0,0.0,0.0,0.0
2,1,822,1019,1.0,0.0,0.0,24.928
3,3,844,1019,1.0,0.0,0.0,30.117
4,5,842,1019,1.0,0.0,0.0,34.692
5,4,830,1019,1.0,0.0,0.0,39.458
6,13,832,1019,1.0,0.0,0.0,53.639
7,7,817,1019,1.0,0.0,0.0,54.401
8,12,8,1019,1.0,0.0,0.0,65.54
9,17,826,1019,1.0,0.0,0.0,66.72
10,10,807,1019,1.0,0.0,0.0,72.733
11,8,846,1019,1.0,0.0,0.0,74.281
12,9,848,1019,1.0,0.0,0.0,75.617
13,18,840,1019,1.0,0.0,0.0,81.086
14,19,847,1019,1.0,0.0,1.0,
15,20,9,1019,1.0,0.0,1.0,
16,6,20,1019,1.0,0.0,1.0,
17,15,815,1019,1.0,0.0,1.0,
NC,11,841,1019,0.0,1.0,,
NC,14,154,1019,0.0,1.0,,
NC,16,825,1019,0.0,1.0,,
1,2,830,1020,1.0,0.0,0.0,0.0
2,20,20,1020,1.0,0.0,0.0,7.333
3,14,826,1020,1.0,0.0,0.0,8.305
4,15,840,1020,1.0,0.0,0.0,8.966
5,7,832,1020,1.0,0.0,0.0,9.583
6,16,848,1020,1.0,0.0,0.0,10.052
7,6,154,1020,1.0,0.0,0.0,16.838
8,12,825,1020,1.0,0.0,0.0,18.765
9,1,1,1020,1.0,0.0,0.0,19.667
10,18,9,1020,1.0,0.0,0.0,24.987
11,17,847,1020,1.0,0.0,0.0,26.404
12,5,8,1020,1.0,0.0,0.0,42.214
13,11,841,1020,1.0,0.0,0.0,43.849
14,4,842,1020,0.0,1.0,,
NC,3,822,1020,0.0,1.0,,
NC,9,807,1020,0.0,1.0,,
NC,10,844,1020,0.0,1.0,,
NC,19,846,1020,0.0,1.0,,
NC,13,817,1020,0.0,1.0,,
NC,8,815,1020,0.0,1.0,,
1,3,1,1021,1.0,0.0,0.0,0.0
2,1,830,1021,1.0,0.0,0.0,17.796
3,5,20,1021,1.0,0.0,0.0,61.433
4,4,844,1021,1.0,0.0,0.0,65.25
5,8,832,1021,1.0,0.0,1.0,
6,6,842,1021,1.0,0.0,1.0,
7,10,8,1021,1.0,0.0,1.0,
8,2,822,1021,1.0,0.0,1.0,
9,7,846,1021,1.0,0.0,1.0,
10,12,848,1021,1.0,0.0,1.0,
11,16,815,1021,1.0,0.0,1.0,
12,11,807,1021,1.0,0.0,1.0,
13,14,825,1021,1.0,0.0,1.0,
14,20,817,1021,1.0,0.0,1.0,
15,13,826,1021,1.0,0.0,2.0,
16,15,847,1021,1.0,0.0,2.0,
17,18,840,1021,1.0,0.0,2.0,
18,17,841,1021,1.0,0.0,2.0,
19,19,9,1021,1.0,0.0,3.0,
NC,9,154,1021,0.0,1.0,,
1,1,844,1022,1.0,0.0,0.0,0.0
2,3,1,1022,1.0,0.0,0.0,0.981
3,4,822,1022,1.0,0.0,0.0,12.585
4,2,20,1022,1.0,0.0,0.0,26.422
5,17,848,1022,1.0,0.0,0.0,81.325
6,7,815,1022,1.0,0.0,0.0,84.448
7,19,826,1022,1.0,0.0,0.0,89.657
8,12,807,1022,1.0,0.0,0.0,106.639
9,13,842,1022,1.0,0.0,0.0,109.168
10,16,840,1022,1.0,0.0,0.0,109.838
11,11,846,1022,0.0,1.0,,
12,8,825,1022,1.0,0.0,1.0,
13,9,154,1022,1.0,0.0,1.0,
14,10,817,1022,1.0,0.0,1.0,
15,14,847,1022,1.0,0.0,1.0,
16,6,8,1022,1.0,0.0,1.0,
17,20,9,1022,1.0,0.0,1.0,
18,18,841,1022,0.0,1.0,,
NC,15,832,1022,0.0,1.0,,
NC,5,830,1022,0.0,1.0,,
1,1,844,1023,1.0,0.0,0.0,0.0
2,3,822,1023,1.0,0.0,0.0,0.835
3,2,1,1023,1.0,0.0,0.0,35.199
4,5,817,1023,1.0,0.0,0.0,45.515
5,6,807,1023,1.0,0.0,0.0,58.165
6,8,848,1023,1.0,0.0,0.0,59.315
7,18,815,1023,1.0,0.0,0.0,73.802
8,19,830,1023,1.0,0.0,0.0,74.492
9,10,841,1023,1.0,0.0,1.0,
10,16,846,1023,1.0,0.0,1.0,
11,17,842,1023,1.0,0.0,1.0,
12,9,840,1023,1.0,0.0,1.0,
13,4,20,1023,1.0,0.0,1.0,
14,14,847,1023,1.0,0.0,1.0,
15,20,8,1023,1.0,0.0,1.0,
16,13,154,1023,1.0,0.0,1.0,
17,15,9,1023,1.0,0.0,2.0,
NC,11,825,1023,0.0,1.0,,
NC,12,826,1023,0.0,1.0,,
NC,7,832,1023,0.0,1.0,,
1,3,20,1024,1.0,0.0,0.0,0.0
2,1,844,1024,1.0,0.0,0.0,2.641
3,4,830,1024,1.0,0.0,0.0,3.821
4,2,1,1024,1.0,0.0,0.0,4.608
5,5,822,1024,1.0,0.0,0.0,6.119
6,6,848,1024,1.0,0.0,0.0,11.663
7,9,846,1024,1.0,0.0,0.0,14.769
8,11,842,1024,1.0,0.0,0.0,15.547
9,8,807,1024,1.0,0.0,0.0,16.718
10,10,841,1024,1.0,0.0,0.0,27.855
11,17,154,1024,1.0,0.0,0.0,35.436
12,7,832,1024,1.0,0.0,0.0,35.974
13,16,840,1024,1.0,0.0,0.0,36.419
14,20,817,1024,1.0,0.0,0.0,37.66
15,14,826,1024,1.0,0.0,0.0,38.178
16,19,9,1024,1.0,0.0,0.0,47.024
17,13,825,1024,1.0,0.0,0.0,86.522
NC,12,8,1024,0.0,1.0,,
NC,15,815,1024,0.0,1.0,,
NC,18,847,1024,0.0,1.0,,
1,2,1,1025,1.0,0.0,0.0,0.0
2,4,822,1025,1.0,0.0,0.0,3.829
3,1,844,1025,1.0,0.0,0.0,5.212
4,9,830,1025,1.0,0.0,0.0,14.21
5,20,848,1025,1.0,0.0,0.0,38.348
6,5,832,1025,1.0,0.0,0.0,45.889
7,11,815,1025,1.0,0.0,0.0,48.728
8,7,846,1025,1.0,0.0,0.0,57.749
9,13,825,1025,1.0,0.0,0.0,58.779
10,6,807,1025,1.0,0.0,0.0,59.841
11,14,840,1025,1.0,0.0,0.0,60.821
12,19,826,1025,1.0,0.0,0.0,62.496
13,15,8,1025,1.0,0.0,0.0,68.91
14,16,842,1025,1.0,0.0,0.0,70.076
15,12,841,1025,1.0,0.0,0.0,73.346
NC,18,9,1025,0.0,1.0,,
NC,17,847,1025,0.0,1.0,,
NC,3,20,1025,0.0,1.0,,
NC,10,817,1025,0.0,1.0,,
NC,8,154,1025,0.0,1.0,,
1,3,822,1026,1.0,0.0,0.0,0.0
2,1,20,1026,1.0,0.0,0.0,13.343
3,4,1,1026,1.0,0.0,0.0,13.858
4,6,848,1026,1.0,0.0,0.0,59.537
5,7,832,1026,1.0,0.0,0.0,69.101
DQ,16,817,1026,1.0,0.0,1.0,
6,2,844,1026,1.0,0.0,1.0,
7,9,842,1026,1.0,0.0,1.0,
8,17,815,1026,1.0,0.0,1.0,
DQ,15,807,1026,1.0,0.0,1.0,
9,12,840,1026,1.0,0.0,1.0,
10,14,826,1026,1.0,0.0,1.0,
11,8,846,1026,1.0,0.0,1.0,
12,13,8,1026,1.0,0.0,1.0,
13,10,154,1026,1.0,0.0,1.0,
14,11,841,1026,1.0,0.0,1.0,
15,19,825,1026,1.0,0.0,1.0,
16,18,847,1026,1.0,0.0,2.0,
17,20,9,1026,1.0,0.0,2.0,
NC,5,830,1026,0.0,1.0,,
1,3,1,1027,1.0,0.0,0.0,0.0
2,2,20,1027,1.0,0.0,0.0,1.766
3,6,822,1027,1.0,0.0,0.0,3.553
4,1,844,1027,1.0,0.0,0.0,6.368
5,5,848,1027,1.0,0.0,0.0,21.399
6,4,830,1027,1.0,0.0,0.0,68.807
7,11,815,1027,1.0,0.0,0.0,73.819
8,13,817,1027,1.0,0.0,0.0,74.924
9,10,842,1027,1.0,0.0,1.0,
10,12,807,1027,1.0,0.0,1.0,
11,9,826,1027,1.0,0.0,1.0,
12,16,840,1027,1.0,0.0,1.0,
13,7,832,1027,1.0,0.0,1.0,
14,15,841,1027,1.0,0.0,1.0,
15,17,825,1027,1.0,0.0,2.0,
16,19,847,1027,1.0,0.0,2.0,
17,18,154,1027,1.0,0.0,2.0,
18,20,9,1027,1.0,0.0,2.0,
NC,14,8,1027,0.0,1.0,,
NC,8,846,1027,0.0,1.0,,
1,1,822,1028,1.0,0.0,0.0,0.0
2,5,1,1028,1.0,0.0,0.0,4.148
3,3,830,1028,1.0,0.0,0.0,5.002
4,4,844,1028,1.0,0.0,0.0,52.239
5,6,848,1028,1.0,0.0,0.0,78.038
6,9,817,1028,1.0,0.0,0.0,90.366
7,8,846,1028,1.0,0.0,0.0,90.764
8,7,832,1028,1.0,0.0,1.0,
9,11,807,1028,1.0,0.0,1.0,
10,20,815,1028,1.0,0.0,1.0,
11,17,8,1028,1.0,0.0,1.0,
12,13,826,1028,1.0,0.0,1.0,
13,14,840,1028,1.0,0.0,1.0,
14,16,841,1028,1.0,0.0,1.0,
15,15,154,1028,1.0,0.0,1.0,
16,10,842,1028,0.0,1.0,,
17,18,847,1028,1.0,0.0,2.0,
18,12,825,1028,0.0,1.0,,
NC,19,9,1028,0.0,1.0,,
NC,2,20,1028,0.0,1.0,,
1,1,830,1029,1.0,0.0,0.0,0.0
2,6,842,1029,1.0,0.0,0.0,6.077
3,20,832,1029,1.0,0.0,0.0,8.896
4,8,8,1029,1.0,0.0,0.0,9.452
5,12,841,1029,1.0,0.0,0.0,10.201
6,11,817,1029,1.0,0.0,0.0,10.541
7,3,1,1029,1.0,0.0,0.0,11.139
8,10,846,1029,1.0,0.0,0.0,11.204
9,15,815,1029,1.0,0.0,0.0,11.529
10,16,826,1029,1.0,0.0,0.0,11.931
11,9,825,1029,1.0,0.0,0.0,12.599
12,18,847,1029,1.0,0.0,0.0,13.599
13,7,154,1029,1.0,0.0,0.0,14.247
14,5,848,1029,1.0,0.0,0.0,14.927
15,13,807,1029,1.0,0.0,0.0,18.059
16,19,9,1029,1.0,0.0,1.0,
17,2,20,1029,0.0,1.0,,
18,14,844,1029,0.0,1.0,,
19,17,840,1029,0.0,1.0,,
NC,4,822,1029,0.0,1.0,,
1,1,1,1030,1.0,0.0,0.0,0.0
2,2,830,1030,1.0,0.0,0.0,16.772
3,3,844,1030,1.0,0.0,0.0,43.435
4,20,822,1030,1.0,0.0,0.0,44.379
5,4,20,1030,1.0,0.0,0.0,64.357
6,5,848,1030,1.0,0.0,0.0,69.205
7,10,815,1030,1.0,0.0,1.0,
8,6,846,1030,1.0,0.0,1.0,
9,13,826,1030,1.0,0.0,1.0,
10,8,832,1030,1.0,0.0,1.0,
11,7,817,1030,1.0,0.0,1.0,
12,9,807,1030,1.0,0.0,1.0,
13,17,8,1030,1.0,0.0,1.0,
14,14,825,1030,1.0,0.0,1.0,
15,15,154,1030,1.0,0.0,1.0,
16,16,841,1030,1.0,0.0,1.0,
17,18,847,1030,1.0,0.0,1.0,
18,11,842,1030,1.0,0.0,2.0,
19,19,9,1030,1.0,0.0,2.0,
NC,12,840,1030,0.0,1.0,,
