Position,Starting Grid,kaggle_driver_id,raceId,finished,dnf,laps_down,time_gap_sec
9,9,832,1033,1.0,0.0,1.0,
10,16,825,1033,1.0,0.0,1.0,
11,6,844,1033,1.0,0.0,1.0,
12,17,826,1033,1.0,0.0,1.0,
13,8,846,1033,1.0,0.0,1.0,
14,14,839,1033,1.0,0.0,1.0,
15,20,8,1033,1.0,0.0,1.0,
16,18,154,1033,1.0,0.0,1.0,
17,19,841,1033,1.0,0.0,1.0,
18,12,847,1033,1.0,0.0,1.0,
19,15,849,1033,1.0,0.0,5.0,
NC,10,842,1033,0.0,1.0,,
1,1,1,1034,1.0,0.0,0.0,0.0
2,3,830,1034,1.0,0.0,0.0,5.856
3,4,844,1034,1.0,0.0,0.0,18.474
4,8,817,1034,1.0,0.0,0.0,19.65
5,5,846,1034,1.0,0.0,0.0,22.277
6,9,839,1034,1.0,0.0,0.0,26.937
7,11,842,1034,1.0,0.0,0.0,31.188
8,12,848,1034,1.0,0.0,0.0,32.67
9,6,840,1034,1.0,0.0,0.0,37.311
10,10,20,1034,1.0,0.0,0.0,41.857
11,2,822,1034,1.0,0.0,0.0,42.167
12,20,847,1034,1.0,0.0,0.0,52.004
13,7,832,1034,1.0,0.0,0.0,53.37
14,15,841,1034,1.0,0.0,0.0,54.205
15,18,849,1034,1.0,0.0,0.0,54.549
16,17,154,1034,1.0,0.0,0.0,55.05
17,16,8,1034,1.0,0.0,1.0,
NC,19,826,1034,0.0,1.0,,
NC,14,825,1034,0.0,1.0,,
NC,13,807,1034,0.0,1.0,,
1,4,830,1035,1.0,0.0,0.0,0.0
2,2,1,1035,1.0,0.0,0.0,11.326
3,1,822,1035,1.0,0.0,0.0,19.231
4,8,844,1035,1.0,0.0,0.0,29.289
5,9,848,1035,1.0,0.0,0.0,39.146
6,6,840,1035,1.0,0.0,0.0,42.538
7,3,807,1035,1.0,0.0,0.0,55.951
8,14,839,1035,1.0,0.0,0.0,64.773
9,10,846,1035,1.0,0.0,0.0,65.544
10,16,826,1035,1.0,0.0,0.0,69.669
11,7,842,1035,1.0,0.0,0.0,70.642
12,11,20,1035,1.0,0.0,0.0,73.37
13,12,832,1035,1.0,0.0,0.0,74.07
14,5,817,1035,1.0,0.0,1.0,
15,20,8,1035,1.0,0.0,1.0,
16,13,154,1035,1.0,0.0,1.0,
17,19,841,1035,1.0,0.0,1.0,
18,15,847,1035,1.0,0.0,1.0,
19,18,849,1035,1.0,0.0,1.0,
NC,17,825,1035,0.0,1.0,,
1,1,1,1036,1.0,0.0,0.0,0.0
2,3,830,1036,1.0,0.0,0.0,24.177
3,2,822,1036,1.0,0.0,0.0,44.752
4,5,840,1036,1.0,0.0,1.0,
5,4,815,1036,1.0,0.0,1.0,
6,7,832,1036,1.0,0.0,1.0,
7,11,20,1036,1.0,0.0,1.0,
8,6,848,1036,1.0,0.0,1.0,
9,10,842,1036,1.0,0.0,1.0,
10,8,846,1036,1.0,0.0,1.0,
11,13,817,1036,1.0,0.0,1.0,
12,12,826,1036,1.0,0.0,1.0,
13,15,839,1036,1.0,0.0,1.0,
14,14,8,1036,1.0,0.0,1.0,
15,16,825,1036,1.0,0.0,1.0,
16,20,841,1036,1.0,0.0,1.0,
17,18,847,1036,1.0,0.0,1.0,
18,19,849,1036,1.0,0.0,2.0,
19,17,154,1036,1.0,0.0,2.0,
NC,9,844,1036,0.0,1.0,,
1,1,1,1037,1.0,0.0,0.0,0.0
2,2,822,1037,1.0,0.0,0.0,8.448
3,3,830,1037,1.0,0.0,0.0,15.455
4,4,817,1037,1.0,0.0,0.0,18.877
5,6,839,1037,1.0,0.0,0.0,40.65
6,5,848,1037,1.0,0.0,0.0,42.712
7,10,846,1037,1.0,0.0,0.0,43.774
8,12,842,1037,1.0,0.0,0.0,47.371
9,9,840,1037,1.0,0.0,0.0,52.603
10,8,815,1037,1.0,0.0,0.0,53.179
11,11,826,1037,1.0,0.0,0.0,70.2
12,16,8,1037,1.0,0.0,0.0,71.504
13,14,20,1037,1.0,0.0,0.0,72.894
14,13,844,1037,1.0,0.0,0.0,74.92
15,17,154,1037,1.0,0.0,0.0,76.793
16,19,849,1037,1.0,0.0,0.0,77.795
17,20,825,1037,1.0,0.0,0.0,85.54
NC,18,841,1037,0.0,1.0,,
NC,15,847,1037,0.0,1.0,,
NC,7,832,1037,0.0,1.0,,
1,1,842,1038,1.0,0.0,0.0,0.0
2,3,832,1038,1.0,0.0,0.0,0.415
3,8,840,1038,1.0,0.0,0.0,3.358
4,6,846,1038,1.0,0.0,0.0,6.0
5,2,822,1038,1.0,0.0,0.0,7.108
6,7,817,1038,1.0,0.0,0.0,8.391
7,1,1,1038,1.0,0.0,0.0,17.245
8,12,839,1038,1.0,0.0,0.0,18.691
9,11,826,1038,1.0,0.0,0.0,22.208
10,4,815,1038,1.0,0.0,0.0,23.224
11,20,849,1038,1.0,0.0,0.0,32.876
12,16,154,1038,1.0,0.0,0.0,35.164
13,14,8,1038,1.0,0.0,0.0,36.312
14,19,847,1038,1.0,0.0,0.0,36.593
15,9,848,1038,1.0,0.0,0.0,37.533
16,18,841,1038,1.0,0.0,0.0,55.199
NC,5,830,1038,0.0,1.0,,
NC,13,844,1038,0.0,1.0,,
NC,15,825,1038,0.0,1.0,,
NC,17,20,1038,0.0,1.0,,
1,1,1,1039,1.0,0.0,0.0,0.0
2,2,822,1039,1.0,0.0,0.0,4.88
3,4,848,1039,1.0,0.0,0.0,8.064
4,8,817,1039,1.0,0.0,0.0,10.417
5,7,815,1039,1.0,0.0,0.0,15.65
6,11,846,1039,1.0,0.0,0.0,18.883
7,12,826,1039,1.0,0.0,0.0,21.756
8,5,844,1039,1.0,0.0,0.0,28.345
9,13,8,1039,1.0,0.0,0.0,29.77
10,14,20,1039,1.0,0.0,0.0,29.983
11,18,847,1039,1.0,0.0,0.0,32.404
12,15,154,1039,1.0,0.0,0.0,42.036
NC,6,840,1039,0.0,1.0,,
NC,10,839,1039,0.0,1.0,,
NC,19,849,1039,0.0,1.0,,
NC,20,825,1039,0.0,1.0,,
NC,17,841,1039,0.0,1.0,,
NC,9,832,1039,0.0,1.0,,
NC,3,830,1039,0.0,1.0,,
NC,16,842,1039,0.0,1.0,,
1,3,822,1040,1.0,0.0,0.0,0.0
2,2,830,1040,1.0,0.0,0.0,7.729
3,1,1,1040,1.0,0.0,0.0,22.729
4,4,815,1040,1.0,0.0,0.0,30.558
5,5,817,1040,1.0,0.0,0.0,52.065
6,10,844,1040,1.0,0.0,0.0,62.186
7,7,839,1040,1.0,0.0,0.0,68.006
8,11,826,1040,1.0,0.0,0.0,68.74
9,9,842,1040,1.0,0.0,0.0,89.766
10,15,848,1040,1.0,0.0,0.0,97.86
11,17,841,1040,1.0,0.0,1.0,
12,18,825,1040,1.0,0.0,1.0,
13,14,20,1040,1.0,0.0,1.0,
14,19,8,1040,1.0,0.0,1.0,
15,8,846,1040,1.0,0.0,1.0,
16,20,849,1040,1.0,0.0,1.0,
17,16,154,1040,1.0,0.0,1.0,
18,13,847,1040,1.0,0.0,1.0,
NC,6,832,1040,0.0,1.0,,
NC,12,840,1040,0.0,1.0,,
1,2,1,1041,1.0,0.0,0.0,0.0
2,3,830,1041,1.0,0.0,0.0,4.47
3,6,817,1041,1.0,0.0,0.0,14.631
4,9,815,1041,1.0,0.0,0.0,16.07
5,10,832,1041,1.0,0.0,0.0,21.905
6,12,842,1041,1.0,0.0,0.0,22.766
7,4,844,1041,1.0,0.0,0.0,30.841
8,20,807,1041,1.0,0.0,0.0,32.596
9,16,154,1041,1.0,0.0,0.0,39.081
10,14,841,1041,1.0,0.0,0.0,40.035
11,11,20,1041,1.0,0.0,0.0,40.81
12,19,8,1041,1.0,0.0,0.0,41.476
13,15,825,1041,1.0,0.0,0.0,49.585
14,18,849,1041,1.0,0.0,0.0,54.449
15,13,826,1041,1.0,0.0,0.0,55.588
NC,8,846,1041,0.0,1.0,,
NC,5,848,1041,0.0,1.0,,
NC,7,839,1041,0.0,1.0,,
NC,1,822,1041,0.0,1.0,,
NC,17,847,1041,0.0,1.0,,
1,1,1,1042,1.0,0.0,0.0,0.0
2,2,822,1042,1.0,0.0,0.0,25.592
3,3,830,1042,1.0,0.0,0.0,34.508
4,4,844,1042,1.0,0.0,0.0,65.312
5,9,842,1042,1.0,0.0,1.0,
6,7,832,1042,1.0,0.0,1.0,
7,5,815,1042,1.0,0.0,1.0,
8,11,839,1042,1.0,0.0,1.0,
9,10,817,1042,1.0,0.0,1.0,
10,15,20,1042,1.0,0.0,1.0,
11,16,8,1042,1.0,0.0,1.0,
12,6,848,1042,1.0,0.0,1.0,
13,8,846,1042,1.0,0.0,1.0,
14,14,847,1042,1.0,0.0,1.0,
15,17,841,1042,1.0,0.0,1.0,
16,19,825,1042,1.0,0.0,1.0,
17,18,154,1042,1.0,0.0,1.0,
18,20,849,1042,1.0,0.0,2.0,
19,13,826,1042,1.0,0.0,2.0,
NC,12,840,1042,0.0,1.0,,
1,2,1,1043,1.0,0.0,0.0,0.0
2,1,822,1043,1.0,0.0,0.0,5.783
3,5,817,1043,1.0,0.0,0.0,14.32
4,8,826,1043,1.0,0.0,0.0,15.141
5,7,844,1043,1.0,0.0,0.0,19.111
6,11,815,1043,1.0,0.0,0.0,19.652
7,10,832,1043,1.0,0.0,0.0,20.23
8,9,846,1043,1.0,0.0,0.0,21.131
9,18,8,1043,1.0,0.0,0.0,22.224
10,20,841,1043,1.0,0.0,0.0,26.398
11,19,849,1043,1.0,0.0,0.0,27.135
12,14,20,1043,1.0,0.0,0.0,28.453
13,15,840,1043,1.0,0.0,0.0,29.163
14,16,154,1043,1.0,0.0,0.0,32.935
15,6,848,1043,1.0,0.0,0.0,57.284
NC,13,847,1043,0.0,1.0,,
NC,3,830,1043,0.0,1.0,,
NC,17,825,1043,0.0,1.0,,
NC,12,839,1043,0.0,1.0,,
NC,4,842,1043,0.0,1.0,,
1,6,1,1044,1.0,0.0,0.0,0.0
2,3,815,1044,1.0,0.0,0.0,31.633
3,11,20,1044,1.0,0.0,0.0,31.96
4,12,844,1044,1.0,0.0,0.0,33.858
5,15,832,1044,1.0,0.0,0.0,34.363
6,2,830,1044,1.0,0.0,0.0,44.873
7,4,848,1044,1.0,0.0,0.0,46.484
8,14,846,1044,1.0,0.0,0.0,61.259
9,1,840,1044,1.0,0.0,0.0,72.353
10,5,817,1044,1.0,0.0,0.0,95.46
11,7,839,1044,1.0,0.0,1.0,
12,16,826,1044,1.0,0.0,1.0,
13,19,842,1044,1.0,0.0,1.0,
14,9,822,1044,1.0,0.0,1.0,
15,8,8,1044,1.0,0.0,1.0,
16,20,847,1044,1.0,0.0,1.0,
17,13,825,1044,0.0,1.0,,
NC,17,154,1044,0.0,1.0,,
NC,18,849,1044,0.0,1.0,,
NC,10,841,1044,0.0,1.0,,
1,1,1,1045,1.0,0.0,0.0,0.0
2,3,830,1045,1.0,0.0,0.0,1.254
3,4,848,1045,1.0,0.0,0.0,8.005
4,9,846,1045,1.0,0.0,0.0,11.337
5,15,832,1045,1.0,0.0,0.0,11.787
6,8,842,1045,1.0,0.0,0.0,11.942
7,6,817,1045,1.0,0.0,0.0,19.368
8,2,822,1045,1.0,0.0,0.0,19.68
9,7,839,1045,1.0,0.0,0.0,22.803
10,12,844,1045,1.0,0.0,1.0,
11,10,826,1045,1.0,0.0,1.0,
12,14,847,1045,1.0,0.0,1.0,
13,11,20,1045,1.0,0.0,1.0,
14,20,849,1045,1.0,0.0,1.0,
15,17,8,1045,1.0,0.0,1.0,
16,16,841,1045,1.0,0.0,1.0,
17,18,825,1045,1.0,0.0,1.0,
18,5,815,1045,0.0,1.0,,
NC,13,840,1045,0.0,1.0,,
NC,19,154,1045,0.0,1.0,,
1,5,815,1046,1.0,0.0,0.0,0.0
2,11,839,1046,1.0,0.0,0.0,10.518
3,10,840,1046,1.0,0.0,0.0,11.869
4,8,832,1046,1.0,0.0,0.0,12.58
5,7,817,1046,1.0,0.0,0.0,13.33
6,12,848,1046,1.0,0.0,0.0,13.842
7,6,826,1046,1.0,0.0,0.0,14.534
8,1,822,1046,1.0,0.0,0.0,15.389
9,2,847,1046,1.0,0.0,0.0,18.556
10,15,846,1046,1.0,0.0,0.0,19.541
11,9,842,1046,1.0,0.0,0.0,20.527
12,13,20,1046,1.0,0.0,0.0,22.611
13,14,841,1046,1.0,0.0,0.0,24.111
14,19,8,1046,1.0,0.0,0.0,26.153
15,16,825,1046,1.0,0.0,0.0,32.37
16,18,851,1046,1.0,0.0,0.0,33.674
17,20,850,1046,1.0,0.0,0.0,36.858
NC,17,849,1046,0.0,1.0,,
NC,3,830,1046,0.0,1.0,,
NC,4,844,1046,0.0,1.0,,
1,1,830,1047,1.0,0.0,0.0,0.0
2,2,822,1047,1.0,0.0,0.0,15.976
3,3,1,1047,1.0,0.0,0.0,18.415
4,5,848,1047,1.0,0.0,0.0,19.987
5,4,846,1047,1.0,0.0,0.0,60.729
6,6,832,1047,1.0,0.0,0.0,65.662
7,11,817,1047,1.0,0.0,0.0,73.748
8,9,842,1047,1.0,0.0,0.0,89.718
9,10,839,1047,1.0,0.0,0.0,101.069
10,8,840,1047,1.0,0.0,0.0,102.738
11,7,826,1047,1.0,0.0,1.0,
12,15,8,1047,1.0,0.0,1.0,
13,12,844,1047,1.0,0.0,1.0,
14,13,20,1047,1.0,0.0,1.0,
15,16,847,1047,1.0,0.0,1.0,
16,14,841,1047,1.0,0.0,1.0,
17,18,849,1047,1.0,0.0,1.0,
18,20,825,1047,1.0,0.0,1.0,
19,17,850,1047,1.0,0.0,2.0,
NC,19,815,1047,0.0,1.0,,
