Position,Starting Grid,kaggle_driver_id,raceId,finished,dnf,laps_down,time_gap_sec,year,Team,Track,rain,sunny
1,1,830,1115,1.0,0.0,0.0,0.0,2023,Red Bull Racing,Qatar,0,1
2,6,857,1115,1.0,0.0,0.0,4.833,2023,McLaren,Qatar,0,1
3,10,846,1115,1.0,0.0,0.0,5.969,2023,McLaren,Qatar,0,1
4,2,847,1115,1.0,0.0,0.0,34.119,2023,Mercedes,Qatar,0,1
5,5,844,1115,1.0,0.0,0.0,38.976,2023,Ferrari,Qatar,0,1
6,4,4,1115,1.0,0.0,0.0,49.032,2023,Aston Martin,Qatar,0,1
7,8,839,1115,1.0,0.0,0.0,62.39,2023,Alpine,Qatar,0,1
8,9,822,1115,1.0,0.0,0.0,66.563,2023,Alfa Romeo,Qatar,0,1
9,19,855,1115,1.0,0.0,0.0,76.127,2023,Alfa Romeo,Qatar,0,1
10,20,815,1115,1.0,0.0,0.0,80.181,2023,Red Bull Racing,Qatar,0,1
11,16,840,1115,1.0,0.0,0.0,81.652,2023,Aston Martin,Qatar,0,1
12,7,842,1115,1.0,0.0,0.0,82.3,2023,Alpine,Qatar,0,1
13,13,848,1115,1.0,0.0,0.0,91.014,2023,Williams,Qatar,0,1
14,18,825,1115,1.0,0.0,1.0,,2023,Haas F1 Team,Qatar,0,1
15,11,852,1115,1.0,0.0,1.0,,2023,AlphaTauri,Qatar,0,1
16,14,807,1115,1.0,0.0,1.0,,2023,Haas F1 Team,Qatar,0,1
17,17,859,1115,1.0,0.0,1.0,,2023,AlphaTauri,Qatar,0,1
NC,15,858,1115,0.0,1.0,,,2023,Williams,Qatar,0,1
NC,3,1,1115,0.0,1.0,,,2023,Mercedes,Qatar,0,1
NC,12,832,1115,0.0,1.0,,,2023,Ferrari,Qatar,0,1
1,6,830,1116,1.0,0.0,0.0,0.0,2023,Red Bull Racing,United States,0,1
DQ,3,1,1116,1.0,0.0,0.0,2.225,2023,Mercedes,United States,0,1
2,2,846,1116,1.0,0.0,0.0,10.73,2023,McLaren,United States,0,1
3,4,832,1116,1.0,0.0,0.0,15.134,2023,Ferrari,United States,0,1
4,9,815,1116,1.0,0.0,0.0,18.46,2023,Red Bull Racing,United States,0,1
DQ,1,844,1116,1.0,0.0,0.0,24.662,2023,Ferrari,United States,0,1
5,5,847,1116,1.0,0.0,0.0,24.999,2023,Mercedes,United States,0,1
6,7,842,1116,1.0,0.0,0.0,47.996,2023,Alpine,United States,0,1
7,20,840,1116,1.0,0.0,0.0,48.696,2023,Aston Martin,United States,0,1
8,11,852,1116,1.0,0.0,0.0,74.385,2023,AlphaTauri,United States,0,1
9,15,848,1116,1.0,0.0,0.0,86.714,2023,Williams,United States,0,1
10,16,858,1116,1.0,0.0,0.0,87.998,2023,Williams,United States,0,1
11,18,807,1116,1.0,0.0,0.0,89.904,2023,Haas F1 Team,United States,0,1
12,13,822,1116,1.0,0.0,0.0,98.601,2023,Alfa Romeo,United States,0,1
13,12,855,1116,1.0,0.0,1.0,,2023,Alfa Romeo,United States,0,1
14,17,825,1116,1.0,0.0,1.0,,2023,Haas F1 Team,United States,0,1
15,14,817,1116,1.0,0.0,1.0,,2023,AlphaTauri,United States,0,1
NC,19,4,1116,0.0,1.0,,,2023,Aston Martin,United States,0,1
NC,10,857,1116,0.0,1.0,,,2023,McLaren,United States,0,1
NC,8,839,1116,0.0,1.0,,,2023,Alpine,United States,0,1
1,3,830,1117,1.0,0.0,0.0,0.0,2023,Red Bull Racing,Mexico,0,1
2,6,1,1117,1.0,0.0,0.0,13.875,2023,Mercedes,Mexico,0,1
3,1,844,1117,1.0,0.0,0.0,23.124,2023,Ferrari,Mexico,0,1
4,2,832,1117,1.0,0.0,0.0,27.154,2023,Ferrari,Mexico,0,1
5,17,846,1117,1.0,0.0,0.0,33.266,2023,McLaren,Mexico,0,1
6,8,847,1117,1.0,0.0,0.0,41.02,2023,Mercedes,Mexico,0,1
7,4,817,1117,1.0,0.0,0.0,41.57,2023,AlphaTauri,Mexico,0,1
8,7,857,1117,1.0,0.0,0.0,43.104,2023,McLaren,Mexico,0,1
9,14,848,1117,1.0,0.0,0.0,48.573,2023,Williams,Mexico,0,1
10,15,839,1117,1.0,0.0,0.0,62.879,2023,Alpine,Mexico,0,1
11,11,842,1117,1.0,0.0,0.0,66.208,2023,Alpine,Mexico,0,1
12,18,852,1117,1.0,0.0,0.0,78.982,2023,AlphaTauri,Mexico,0,1
13,12,807,1117,1.0,0.0,0.0,80.309,2023,Haas F1 Team,Mexico,0,1
14,10,855,1117,1.0,0.0,0.0,81.676,2023,Alfa Romeo,Mexico,0,1
15,9,822,1117,1.0,0.0,0.0,85.597,2023,Alfa Romeo,Mexico,0,1
16,19,858,1117,0.0,1.0,,,2023,Williams,Mexico,0,1
17,20,840,1117,0.0,1.0,,,2023,Aston Martin,Mexico,0,1
NC,13,4,1117,0.0,1.0,,,2023,Aston Martin,Mexico,0,1
NC,16,825,1117,0.0,1.0,,,2023,Haas F1 Team,Mexico,0,1
NC,5,815,1117,0.0,1.0,,,2023,Red Bull Racing,Mexico,0,1
1,1,830,1118,1.0,0.0,0.0,0.0,2023,Red Bull Racing,Brazil,0,1
2,6,846,1118,1.0,0.0,0.0,8.227,2023,McLaren,Brazil,0,1
3,4,4,1118,1.0,0.0,0.0,34.155,2023,Aston Martin,Brazil,0,1
4,9,815,1118,1.0,0.0,0.0,34.208,2023,Red Bull Racing,Brazil,0,1
5,3,840,1118,1.0,0.0,0.0,40.845,2023,Aston Martin,Brazil,0,1
6,7,832,1118,1.0,0.0,0.0,50.188,2023,Ferrari,Brazil,0,1
7,15,842,1118,1.0,0.0,0.0,56.093,2023,Alpine,Brazil,0,1
8,5,1,1118,1.0,0.0,0.0,62.859,2023,Mercedes,Brazil,0,1
9,16,852,1118,1.0,0.0,0.0,69.88,2023,AlphaTauri,Brazil,0,1
10,14,839,1118,1.0,0.0,1.0,,2023,Alpine,Brazil,0,1
11,19,858,1118,1.0,0.0,1.0,,2023,Williams,Brazil,0,1
12,11,807,1118,1.0,0.0,1.0,,2023,Haas F1 Team,Brazil,0,1
13,17,817,1118,1.0,0.0,1.0,,2023,AlphaTauri,Brazil,0,1
14,10,857,1118,1.0,0.0,2.0,,2023,McLaren,Brazil,0,1
NC,8,847,1118,0.0,1.0,,,2023,Mercedes,Brazil,0,1
NC,18,822,1118,0.0,1.0,,,2023,Alfa Romeo,Brazil,0,1
NC,20,855,1118,0.0,1.0,,,2023,Alfa Romeo,Brazil,0,1
NC,12,825,1118,0.0,1.0,,,2023,Haas F1 Team,Brazil,0,1
NC,13,848,1118,0.0,1.0,,,2023,Williams,Brazil,0,1
NC,2,844,1118,0.0,1.0,,,2023,Ferrari,Brazil,0,1
1,2,830,1119,1.0,0.0,0.0,0.0,2023,Red Bull Racing,Las Vegas,0,1
2,1,844,1119,1.0,0.0,0.0,2.07,2023,Ferrari,Las Vegas,0,1
3,11,815,1119,1.0,0.0,0.0,2.241,2023,Red Bull Racing,Las Vegas,0,1
4,16,839,1119,1.0,0.0,0.0,18.665,2023,Alpine,Las Vegas,0,1
5,19,840,1119,1.0,0.0,0.0,20.067,2023,Aston Martin,Las Vegas,0,1
6,12,832,1119,1.0,0.0,0.0,20.834,2023,Ferrari,Las Vegas,0,1
7,10,1,1119,1.0,0.0,0.0,21.755,2023,Mercedes,Las Vegas,0,1
8,3,847,1119,1.0,0.0,0.0,23.091,2023,Mercedes,Las Vegas,0,1
9,9,4,1119,1.0,0.0,0.0,25.964,2023,Aston Martin,Las Vegas,0,1
10,18,857,1119,1.0,0.0,0.0,29.496,2023,McLaren,Las Vegas,0,1
11,4,842,1119,1.0,0.0,0.0,34.27,2023,Alpine,Las Vegas,0,1
12,5,848,1119,1.0,0.0,0.0,43.398,2023,Williams,Las Vegas,0,1
13,8,825,1119,1.0,0.0,0.0,44.825,2023,Haas F1 Team,Las Vegas,0,1
14,14,817,1119,1.0,0.0,0.0,48.525,2023,AlphaTauri,Las Vegas,0,1
15,17,855,1119,1.0,0.0,0.0,50.162,2023,Alfa Romeo,Las Vegas,0,1
16,6,858,1119,1.0,0.0,0.0,50.882,2023,Williams,Las Vegas,0,1
17,7,822,1119,1.0,0.0,0.0,85.35,2023,Alfa Romeo,Las Vegas,0,1
18,20,852,1119,0.0,1.0,,,2023,AlphaTauri,Las Vegas,0,1
19,13,807,1119,0.0,1.0,,,2023,Haas F1 Team,Las Vegas,0,1
NC,15,846,1119,0.0,1.0,,,2023,McLaren,Las Vegas,0,1
1,1,830,1120,1.0,0.0,0.0,0.0,2023,Red Bull Racing,Abu Dhabi,0,1
2,2,844,1120,1.0,0.0,0.0,17.993,2023,Ferrari,Abu Dhabi,0,1
3,4,847,1120,1.0,0.0,0.0,20.328,2023,Mercedes,Abu Dhabi,0,1
4,9,815,1120,1.0,0.0,0.0,21.453,2023,Red Bull Racing,Abu Dhabi,0,1
5,5,846,1120,1.0,0.0,0.0,24.284,2023,McLaren,Abu Dhabi,0,1
6,3,857,1120,1.0,0.0,0.0,31.487,2023,McLaren,Abu Dhabi,0,1
7,7,4,1120,1.0,0.0,0.0,39.512,2023,Aston Martin,Abu Dhabi,0,1
8,6,852,1120,1.0,0.0,0.0,43.088,2023,AlphaTauri,Abu Dhabi,0,1
9,11,1,1120,1.0,0.0,0.0,44.424,2023,Mercedes,Abu Dhabi,0,1
10,13,840,1120,1.0,0.0,0.0,55.632,2023,Aston Martin,Abu Dhabi,0,1
11,15,817,1120,1.0,0.0,0.0,56.229,2023,AlphaTauri,Abu Dhabi,0,1
12,12,839,1120,1.0,0.0,0.0,66.373,2023,Alpine,Abu Dhabi,0,1
13,10,842,1120,1.0,0.0,0.0,70.36,2023,Alpine,Abu Dhabi,0,1
14,14,848,1120,1.0,0.0,0.0,73.184,2023,Williams,Abu Dhabi,0,1
15,8,807,1120,1.0,0.0,0.0,83.696,2023,Haas F1 Team,Abu Dhabi,0,1
16,20,858,1120,1.0,0.0,0.0,87.791,2023,Williams,Abu Dhabi,0,1
17,19,855,1120,1.0,0.0,0.0,89.422,2023,Alfa Romeo,Abu Dhabi,0,1
18,16,832,1120,0.0,1.0,,,2023,Ferrari,Abu Dhabi,0,1
19,18,822,1120,1.0,0.0,1.0,,2023,Alfa Romeo,Abu Dhabi,0,1
20,17,825,1120,1.0,0.0,1.0,,2023,Haas F1 Team,Abu Dhabi,0,1
