resultId,raceId,driverId,position,time,milliseconds,fastestLapTime,fastestLapSpeed
24294,1014,817,12,+36.758,5787201,1:20.615,207.876
24295,1014,807,13,+39.241,5789684,1:21.282,206.171
24296,1014,8,14,+41.803,5792246,1:21.382,205.917
24297,1014,815,15,+46.877,5797320,1:21.859,204.717
24298,1014,841,16,+47.691,5798134,1:21.833,204.782
24299,1014,847,17,\N,\N,1:22.382,203.418
24300,1014,9,18,\N,\N,1:23.202,201.413
24301,1014,840,\N,\N,\N,1:23.226,201.355
24302,1014,846,\N,\N,\N,1:22.561,202.977
24306,1015,1,1,1:43:28.437,6208437,1:16.167,157.721
24307,1015,20,2,+2.602,6211039,1:16.277,157.494
24308,1015,822,3,+3.162,6211599,1:15.163,159.828
24309,1015,830,4,+5.537,6213974,1:16.229,157.593
24310,1015,842,5,+9.946,6218383,1:14.279,161.730
24311,1015,832,6,+53.454,6261891,1:15.891,158.295
24312,1015,826,7,+54.574,6263011,1:16.288,157.471
24313,1015,848,8,+55.200,6263637,1:15.607,158.890
24314,1015,817,9,+1:00.894,6269331,1:15.697,158.701
24315,1015,154,10,+1:01.034,6269471,1:16.746,156.531
24316,1015,846,11,+1:06.801,6275238,1:16.413,157.214
24317,1015,825,14,\N,\N,1:16.992,156.031
24318,1015,815,12,\N,\N,1:16.613,156.803
24319,1015,807,13,\N,\N,1:16.276,157.496
24320,1015,847,15,\N,\N,1:17.038,155.938
24321,1015,840,16,\N,\N,1:16.379,157.284
24322,1015,8,17,\N,\N,1:16.436,157.166
24323,1015,9,18,\N,\N,1:17.388,155.233
24324,1015,841,19,\N,\N,1:16.299,157.448
24325,1015,844,\N,\N,\N,1:19.151,151.775
24326,1016,1,1,1:29:07.084,5347084,1:14.813,209.851
24327,1016,20,2,+3.658,5350742,1:14.875,209.677
24328,1016,844,3,+4.696,5351780,1:14.356,211.140
24329,1016,822,4,+51.043,5398127,1:13.078,214.833
24330,1016,830,5,+57.655,5404739,1:14.767,209.980
24331,1016,817,6,\N,\N,1:16.075,206.370
24332,1016,807,7,\N,\N,1:15.995,206.587
24333,1016,842,8,\N,\N,1:16.157,206.147
24334,1016,840,9,\N,\N,1:16.043,206.456
24335,1016,826,10,\N,\N,1:16.198,206.036
24336,1016,832,11,\N,\N,1:16.471,205.301
24337,1016,815,12,\N,\N,1:16.314,205.723
24338,1016,841,13,\N,\N,1:16.365,205.586
24339,1016,154,14,\N,\N,1:16.245,205.909
24340,1016,8,15,\N,\N,1:15.442,208.101
24341,1016,847,16,\N,\N,1:17.241,203.254
24342,1016,825,17,\N,\N,1:17.309,203.075
24343,1016,9,18,\N,\N,1:17.285,203.139
24344,1016,848,\N,\N,\N,1:17.151,203.491
24345,1016,846,\N,\N,\N,1:18.023,201.217
24346,1017,1,1,1:24:31.198,5071198,1:32.764,226.717
24347,1017,822,2,+18.056,5089254,1:33.586,224.725
24348,1017,844,3,+18.985,5090183,1:33.828,224.146
24349,1017,830,4,+34.905,5106103,1:34.162,223.351
24350,1017,20,5,+1:02.796,5133994,1:32.740,226.775
24351,1017,832,6,+1:35.462,5166660,1:34.561,222.408
24352,1017,8,7,\N,\N,1:34.873,221.677
24353,1017,807,8,\N,\N,1:34.950,221.497
24354,1017,846,9,\N,\N,1:34.754,221.955
24355,1017,842,10,\N,\N,1:35.197,220.922
24356,1017,817,11,\N,\N,1:35.150,221.032
24357,1017,815,12,\N,\N,1:35.014,221.348
24358,1017,840,13,\N,\N,1:34.924,221.558
24359,1017,826,14,\N,\N,1:35.225,220.857
24360,1017,848,15,\N,\N,1:35.029,221.313
24361,1017,841,16,\N,\N,1:35.115,221.113
24362,1017,825,17,\N,\N,1:35.692,219.780
24363,1017,9,18,\N,\N,1:36.608,217.696
24364,1017,847,19,\N,\N,1:35.830,219.463
24365,1017,154,20,\N,\N,1:35.691,219.782
24366,1018,830,1,1:22:01.822,4921822,1:07.475,230.378
24367,1018,844,2,+2.724,4924546,1:07.994,228.620
24368,1018,822,3,+18.960,4940782,1:08.565,226.716
24369,1018,20,4,+19.610,4941432,1:07.676,229.694
24370,1018,1,5,+22.805,4944627,1:08.050,228.432
24371,1018,846,6,\N,\N,1:08.699,226.274
24372,1018,842,7,\N,\N,1:08.790,225.974
24373,1018,832,8,\N,\N,1:08.117,228.207
24374,1018,8,9,\N,\N,1:09.126,224.876
24375,1018,841,10,\N,\N,1:09.051,225.120
24376,1018,815,11,\N,\N,1:09.061,225.087
24377,1018,817,12,\N,\N,1:08.019,228.536
24378,1018,807,13,\N,\N,1:09.248,224.480
24379,1018,840,14,\N,\N,1:09.288,224.350
24380,1018,848,15,\N,\N,1:08.946,225.463
24381,1018,154,16,\N,\N,1:08.987,225.329
24382,1018,826,17,\N,\N,1:09.498,223.672
24383,1018,847,18,\N,\N,1:09.926,222.303
24384,1018,825,19,\N,\N,1:08.903,225.604
24385,1018,9,20,\N,\N,1:10.964,219.051
24386,1019,1,1,1:21:08.452,4868452,1:27.369,242.735
24387,1019,822,2,+24.928,4893380,1:27.406,242.633
24388,1019,844,3,+30.117,4898569,1:29.313,237.452
24389,1019,842,4,+34.692,4903144,1:29.544,236.839
24390,1019,830,5,+39.458,4907910,1:29.272,237.561
24391,1019,832,6,+53.639,4922091,1:29.757,236.277
24392,1019,817,7,+54.401,4922853,1:29.624,236.628
24393,1019,8,8,+1:05.540,4933992,1:30.034,235.551
24394,1019,826,9,+1:06.720,4935172,1:29.910,235.875
24395,1019,807,10,+1:12.733,4941185,1:29.949,235.773
24396,1019,846,11,+1:14.281,4942733,1:29.636,236.596
24397,1019,848,12,+1:15.617,4944069,1:30.872,233.378
24398,1019,840,13,+1:21.086,4949538,1:29.390,237.248
24399,1019,847,14,\N,\N,1:31.013,233.017
24400,1019,9,15,\N,\N,1:31.509,231.754
24401,1019,20,16,\N,\N,1:28.733,239.004
24402,1019,815,17,\N,\N,1:29.456,237.072
24403,1019,841,\N,\N,\N,1:32.464,229.360
24404,1019,154,\N,\N,\N,1:34.350,224.775
24405,1019,825,\N,\N,\N,1:33.425,227.001
24406,1020,830,1,1:44:31.275,6271275,1:16.645,214.839
24407,1020,20,2,+7.333,6278608,1:16.794,214.423
24408,1020,826,3,+8.305,6279580,1:17.708,211.900
24409,1020,840,4,+8.966,6280241,1:17.831,211.566
24410,1020,832,5,+9.583,6280858,1:17.841,211.538
24411,1020,848,6,+10.052,6281327,1:17.850,211.514
24412,1020,154,7,+16.838,6288113,1:17.746,211.797
24413,1020,825,8,+18.765,6290040,1:17.507,212.450
24414,1020,1,9,+19.667,6290942,1:18.811,208.935
24415,1020,9,10,+24.987,6296262,1:19.062,208.271
24416,1020,847,11,+26.404,6297679,1:17.485,212.510
24417,1020,8,12,+42.214,6313489,1:19.563,206.960
24418,1020,841,13,+43.849,6315124,1:19.300,207.646
24419,1020,842,14,\N,\N,1:17.495,212.483
24420,1020,822,\N,\N,\N,1:18.272,210.374
24421,1020,807,\N,\N,\N,1:29.576,183.826
24422,1020,844,\N,\N,\N,1:27.697,187.764
24423,1020,846,\N,\N,\N,1:31.081,180.788
24424,1020,817,\N,\N,\N,1:32.654,177.719
24425,1020,815,\N,\N,\N,\N,\N
24426,1021,1,1,1:35:03.796,5703796,1:18.528,200.840
24427,1021,830,2,+17.796,5721592,1:17.103,204.552
24428,1021,20,3,+1:01.433,5765229,1:19.786,197.673
24429,1021,844,4,+1:05.250,5769046,1:20.493,195.937
24430,1021,832,5,\N,\N,1:21.002,194.706
24431,1021,842,6,\N,\N,1:21.045,194.602
24432,1021,8,7,\N,\N,1:20.880,195.000
24433,1021,822,8,\N,\N,1:19.331,198.807
24434,1021,846,9,\N,\N,1:21.188,194.260
24435,1021,848,10,\N,\N,1:20.621,195.626
24436,1021,815,11,\N,\N,1:21.734,192.962
24437,1021,807,12,\N,\N,1:21.650,193.161
24438,1021,825,13,\N,\N,1:21.008,194.691
24439,1021,817,14,\N,\N,1:20.839,195.098
24440,1021,826,15,\N,\N,1:21.932,192.496
24441,1021,847,16,\N,\N,1:22.386,191.435
24442,1021,840,17,\N,\N,1:20.603,195.670
24443,1021,841,18,\N,\N,1:23.134,189.712
24444,1021,9,19,\N,\N,1:23.436,189.026
24445,1021,154,\N,\N,\N,1:22.809,190.457
24446,1022,844,1,1:23:45.710,5025710,1:46.664,236.390
24447,1022,1,2,+0.981,5026691,1:46.580,236.577
24448,1022,822,3,+12.585,5038295,1:46.465,236.832
24449,1022,20,4,+26.422,5052132,1:46.409,236.957
24450,1022,848,5,+1:21.325,5107035,1:47.507,234.537
24451,1022,815,6,+1:24.448,5110158,1:48.781,231.790
24452,1022,826,7,+1:29.657,5115367,1:48.143,233.157
24453,1022,807,8,+1:46.639,5132349,1:48.349,232.714
24454,1022,842,9,+1:49.168,5134878,1:49.700,229.848
24455,1022,840,10,+1:49.838,5135548,1:48.357,232.697
24456,1022,846,11,\N,\N,1:48.321,232.774
24457,1022,825,12,\N,\N,1:48.677,232.012
24458,1022,154,13,\N,\N,1:49.274,230.744
24459,1022,817,14,\N,\N,1:50.451,228.285
24460,1022,847,15,\N,\N,1:48.860,231.622
24461,1022,8,16,\N,\N,1:48.753,231.850
24462,1022,9,17,\N,\N,1:49.220,230.858
24463,1022,841,18,\N,\N,1:47.560,234.421
24464,1022,832,\N,\N,\N,\N,\N
24465,1022,830,\N,\N,\N,\N,\N
24466,1023,844,1,1:15:26.665,4526665,1:23.009,251.235
24467,1023,822,2,+0.835,4527500,1:22.859,251.690
24468,1023,1,3,+35.199,4561864,1:21.779,255.014
24469,1023,817,4,+45.515,4572180,1:23.466,249.859
24470,1023,807,5,+58.165,4584830,1:23.641,249.337
24471,1023,848,6,+59.315,4585980,1:23.364,250.165
24472,1023,815,7,+1:13.802,4600467,1:23.770,248.953
24473,1023,830,8,+1:14.492,4601157,1:23.143,250.830
24474,1023,841,9,\N,\N,1:24.503,246.793
24475,1023,846,10,\N,\N,1:24.044,248.141
24476,1023,842,11,\N,\N,1:23.885,248.611
24477,1023,840,12,\N,\N,1:24.165,247.784
24478,1023,20,13,\N,\N,1:22.799,251.872
24479,1023,847,14,\N,\N,1:24.842,245.807
24480,1023,8,15,\N,\N,1:24.419,247.039
24481,1023,154,16,\N,\N,1:24.985,245.393
24482,1023,9,17,\N,\N,1:24.989,245.382
24483,1023,825,\N,\N,\N,1:24.443,246.968
24484,1023,826,\N,\N,\N,1:25.772,243.142
24485,1023,832,\N,\N,\N,1:25.637,243.525
24486,1024,20,1,1:58:33.667,7113667,1:44.802,173.916
24487,1024,844,2,+2.641,7116308,1:44.723,174.047
24488,1024,830,3,+3.821,7117488,1:45.176,173.298
24489,1024,1,4,+4.608,7118275,1:44.914,173.730
24490,1024,822,5,+6.119,7119786,1:43.534,176.046
24491,1024,848,6,+11.663,7125330,1:45.260,173.159
24492,1024,846,7,+14.769,7128436,1:45.716,172.412
24493,1024,842,8,+15.547,7129214,1:45.769,172.326
24494,1024,807,9,+16.718,7130385,1:45.765,172.333
24495,1024,841,10,+27.855,7141522,1:45.630,172.553
24496,1024,154,11,+35.436,7149103,1:46.274,171.507
24497,1024,832,12,+35.974,7149641,1:45.969,172.001
24498,1024,840,13,+36.419,7150086,1:44.896,173.760
24499,1024,817,14,+37.660,7151327,1:45.915,172.088
24500,1024,826,15,+38.178,7151845,1:44.371,174.634
24501,1024,9,16,+47.024,7160691,1:46.793,170.674
24502,1024,825,17,+1:26.522,7200189,1:42.301,178.168
24503,1024,8,\N,\N,\N,1:47.062,170.245
24504,1024,815,\N,\N,\N,1:46.683,170.850
24505,1024,847,\N,\N,\N,1:48.285,168.322
24506,1025,1,1,1:33:38.992,5618992,1:35.761,219.847
24507,1025,822,2,+3.829,5622821,1:36.316,218.580
24508,1025,844,3,+5.212,5624204,1:36.193,218.860
24509,1025,830,4,+14.210,5633202,1:36.937,217.180
24510,1025,848,5,+38.348,5657340,1:36.762,217.573
24511,1025,832,6,+45.889,5664881,1:38.020,214.780
24512,1025,815,7,+48.728,5667720,1:38.043,214.730
24513,1025,846,8,+57.749,5676741,1:38.301,214.166
24514,1025,825,9,+58.779,5677771,1:38.130,214.539
24515,1025,807,10,+59.841,5678833,1:38.519,213.692
24516,1025,840,11,+1:00.821,5679813,1:38.611,213.493
24517,1025,826,12,+1:02.496,5681488,1:38.228,214.325
24518,1025,8,13,+1:08.910,5687902,1:38.589,213.541
24519,1025,842,14,+1:10.076,5689068,1:38.606,213.504
24520,1025,841,15,+1:13.346,5692338,1:38.696,213.309
24521,1025,9,\N,\N,\N,1:42.327,205.740
24522,1025,847,\N,\N,\N,1:41.705,206.998
24523,1025,20,\N,\N,\N,1:38.245,214.288
24524,1025,817,\N,\N,\N,1:41.284,207.859
24525,1025,154,\N,\N,\N,\N,\N
24526,1026,822,1,1:21:46.755,4906755,1:31.862,227.571
24527,1026,20,2,+13.343,4920098,1:32.122,226.929
24528,1026,1,3,+13.858,4920613,1:30.983,229.770
24529,1026,848,4,+59.537,4966292,1:32.775,225.332
24530,1026,832,5,+1:09.101,4975856,1:33.563,223.434
24531,1026,844,6,\N,\N,1:31.611,228.195
24532,1026,842,7,\N,\N,1:35.321,219.313
24533,1026,815,8,\N,\N,1:32.621,225.706
24534,1026,840,9,\N,\N,1:34.713,220.721
24535,1026,826,10,\N,\N,1:33.239,224.210
24536,1026,846,11,\N,\N,1:34.116,222.121
24537,1026,8,12,\N,\N,1:33.190,224.328
24538,1026,154,13,\N,\N,1:34.988,220.082
24539,1026,841,14,\N,\N,1:32.369,226.322
24540,1026,825,15,\N,\N,1:31.732,227.894
24541,1026,847,16,\N,\N,1:35.458,218.998
24542,1026,9,17,\N,\N,1:36.332,217.012
24543,1026,830,\N,\N,\N,1:37.249,214.965
24544,1026,817,\N,\N,\N,1:33.481,223.630
24545,1026,807,\N,\N,\N,1:34.921,220.237
24546,1027,1,1,1:36:48.904,5808904,1:19.461,194.993
24547,1027,20,2,+1.766,5810670,1:19.381,195.190
24548,1027,822,3,+3.553,5812457,1:19.494,194.912
24549,1027,844,4,+6.368,5815272,1:19.232,195.557
24550,1027,848,5,+21.399,5830303,1:19.325,195.328
24551,1027,830,6,+1:08.807,5877711,1:20.406,192.702
24552,1027,815,7,+1:13.819,5882723,1:20.485,192.512
24553,1027,817,8,+1:14.924,5883828,1:20.146,193.327
24554,1027,842,9,\N,\N,1:19.530,194.824
24555,1027,807,10,\N,\N,1:20.791,191.783
24556,1027,826,11,\N,\N,1:19.905,193.910
24557,1027,840,12,\N,\N,1:20.922,191.473
24558,1027,832,13,\N,\N,1:20.311,192.929
24559,1027,841,14,\N,\N,1:21.014,191.255
24560,1027,825,15,\N,\N,1:21.682,189.691
24561,1027,847,16,\N,\N,1:21.286,190.615
24562,1027,154,17,\N,\N,1:21.581,189.926
24563,1027,9,18,\N,\N,1:20.696,192.009
24564,1027,8,\N,\N,\N,1:20.082,193.481
24565,1027,846,\N,\N,\N,1:21.643,189.782
24626,1031,822,1,1:30:55.739,5455739,1:07.657,229.758
24566,1028,822,1,1:33:55.653,5635653,1:36.957,204.696
24567,1028,1,2,+4.148,5639801,1:38.446,201.600
24568,1028,830,3,+5.002,5640655,1:38.214,202.077
24569,1028,844,4,+52.239,5687892,1:36.169,206.374
24570,1028,848,5,+1:18.038,5713691,1:38.029,202.458
24571,1028,817,6,+1:30.366,5726019,1:40.564,197.354
24572,1028,846,7,+1:30.764,5726417,1:38.074,202.365
24573,1028,832,8,\N,\N,1:40.844,196.806
24574,1028,807,9,\N,\N,1:38.437,201.619
24575,1028,815,10,\N,\N,1:40.165,198.141
24576,1028,8,11,\N,\N,1:39.608,199.249
24577,1028,826,12,\N,\N,1:38.969,200.535
24578,1028,840,13,\N,\N,1:40.380,197.716
24579,1028,841,14,\N,\N,1:39.964,198.539
24580,1028,154,15,\N,\N,1:41.270,195.979
24581,1028,842,16,\N,\N,1:40.850,196.795
24582,1028,847,17,\N,\N,1:41.239,196.039
24583,1028,825,18,\N,\N,1:40.347,197.781
24584,1028,9,\N,\N,\N,1:43.830,191.147
24585,1028,20,\N,\N,\N,1:42.165,194.262
24586,1029,830,1,1:33:14.678,5594678,1:10.862,218.909
24587,1029,842,2,+6.077,5600755,1:12.425,214.185
24588,1029,832,3,+8.896,5603574,1:13.158,212.039
24589,1029,8,4,+9.452,5604130,1:13.135,212.106
24590,1029,841,5,+10.201,5604879,1:13.020,212.440
24591,1029,817,6,+10.541,5605219,1:12.733,213.278
24592,1029,1,7,+11.139,5605817,1:11.082,218.232
24593,1029,846,8,+11.204,5605882,1:12.328,214.472
24594,1029,815,9,+11.529,5606207,1:12.840,212.965
24595,1029,826,10,+11.931,5606609,1:12.385,214.304
24596,1029,825,11,+12.732,5607410,1:13.262,211.738
24597,1029,847,12,+13.599,5608277,1:13.752,210.331
24598,1029,154,13,+14.247,5608925,1:13.619,210.711
24599,1029,848,14,+14.927,5609605,1:11.087,218.217
24600,1029,807,15,+18.059,5612737,1:12.934,212.690
24601,1029,9,16,\N,\N,1:14.553,208.072
24602,1029,20,17,\N,\N,1:11.384,217.309
24603,1029,844,18,\N,\N,1:11.423,217.190
24604,1029,840,19,\N,\N,1:12.603,213.660
24605,1029,822,\N,\N,\N,1:10.698,219.417
24606,1030,1,1,1:34:05.715,5645715,1:39.283,201.387
24607,1030,830,2,+16.772,5662487,1:41.119,197.731
24608,1030,844,3,+43.435,5689150,1:40.442,199.064
24609,1030,822,4,+44.379,5690094,1:39.715,200.515
24610,1030,20,5,+1:04.357,5710072,1:40.128,199.688
24611,1030,848,6,+1:09.205,5714920,1:42.219,195.603
24612,1030,815,7,\N,\N,1:42.639,194.803
24613,1030,846,8,\N,\N,1:43.026,194.071
24614,1030,826,9,\N,\N,1:42.222,195.597
24615,1030,832,10,\N,\N,1:41.294,197.389
24616,1030,817,11,\N,\N,1:41.190,197.592
24617,1030,807,12,\N,\N,1:43.274,193.605
24618,1030,8,13,\N,\N,1:43.142,193.853
24619,1030,825,14,\N,\N,1:43.790,192.642
24620,1030,154,15,\N,\N,1:43.666,192.873
24621,1030,841,16,\N,\N,1:43.256,193.639
24622,1030,847,17,\N,\N,1:43.074,193.981
24623,1030,842,18,\N,\N,1:42.414,195.231
24624,1030,9,19,\N,\N,1:44.500,191.333
24625,1030,840,\N,\N,\N,1:43.326,193.507
24627,1031,844,2,+2.700,5458439,1:07.901,228.933
24628,1031,846,3,+5.491,5461230,1:07.475,230.378
24629,1031,1,4,+5.689,5461428,1:07.712,229.572
24630,1031,832,5,+8.903,5464642,1:07.974,228.687
24631,1031,815,6,+15.092,5470831,1:08.305,227.579
24632,1031,842,7,+16.682,5472421,1:09.025,225.205
24633,1031,839,8,+17.456,5473195,1:08.932,225.509
24634,1031,841,9,+21.146,5476885,1:08.796,225.954
24635,1031,20,10,+24.545,5480284,1:08.623,226.524
24636,1031,849,11,+31.650,5487389,1:09.662,223.146
24637,1031,826,12,\N,\N,1:09.135,224.847
24638,1031,848,13,\N,\N,1:08.432,227.156
24639,1031,8,\N,\N,\N,1:09.031,225.185
24640,1031,847,\N,\N,\N,1:09.317,224.256
24641,1031,154,\N,\N,\N,1:10.228,221.347
24642,1031,825,\N,\N,\N,1:10.720,219.807
24643,1031,840,\N,\N,\N,1:10.326,221.039
24644,1031,817,\N,\N,\N,1:10.610,220.150
24645,1031,830,\N,\N,\N,1:09.351,224.146
24646,1032,1,1,1:22:50.683,4970683,1:06.719,232.989
24647,1032,822,2,+13.719,4984402,1:07.534,230.177
24648,1032,830,3,+33.698,5004381,1:06.145,235.010
24649,1032,848,4,+44.400,5015083,1:07.299,230.981
24650,1032,846,5,+1:01.470,5032153,1:07.193,231.345
24651,1032,815,6,+1:02.387,5033070,1:07.188,231.362
24652,1032,840,7,+1:02.453,5033136,1:07.833,229.162
24653,1032,817,8,+1:02.591,5033274,1:07.832,229.166
24654,1032,832,9,\N,\N,1:05.619,236.894
24655,1032,826,10,\N,\N,1:08.378,227.336
24656,1032,8,11,\N,\N,1:08.382,227.322
24657,1032,825,12,\N,\N,1:08.009,228.569
24658,1032,154,13,\N,\N,1:08.047,228.442
24659,1032,841,14,\N,\N,1:08.512,226.891
24660,1032,842,15,\N,\N,1:07.827,229.183
24661,1032,847,16,\N,\N,1:08.601,226.597
24662,1032,849,17,\N,\N,1:08.806,225.922
24663,1032,839,\N,\N,\N,1:09.321,224.243
24664,1032,844,\N,\N,\N,1:35.379,162.979
24665,1032,20,\N,\N,\N,\N,\N
24666,1033,1,1,1:36:12.473,5772473,1:16.627,205.823
24667,1033,830,2,+8.702,5781175,1:19.184,199.176
24668,1033,822,3,+9.452,5781925,1:17.665,203.072
24669,1033,840,4,+57.579,5830052,1:18.973,199.708
24670,1033,848,5,+1:18.316,5850789,1:19.440,198.534
24671,1033,20,6,\N,\N,1:20.363,196.254
24672,1033,815,7,\N,\N,1:20.090,196.923
24673,1033,817,8,\N,\N,1:19.532,198.305
24674,1033,832,9,\N,\N,1:20.477,195.976
24675,1033,825,10,\N,\N,1:19.457,198.492
24676,1033,844,11,\N,\N,1:20.821,195.142
24677,1033,826,12,\N,\N,1:20.946,194.841
24678,1033,846,13,\N,\N,1:19.945,197.280
24679,1033,839,14,\N,\N,1:20.261,196.503
24680,1033,8,15,\N,\N,1:20.889,194.978
24681,1033,154,16,\N,\N,1:20.232,196.574
24682,1033,841,17,\N,\N,1:20.096,196.908
24683,1033,847,18,\N,\N,1:19.984,197.184
24684,1033,849,19,\N,\N,1:21.198,194.236
24685,1033,842,\N,\N,\N,1:23.939,187.893
24686,1034,1,1,1:28:01.283,5281283,1:29.238,237.652
24687,1034,830,2,+5.856,5287139,1:27.097,243.494
24688,1034,844,3,+18.474,5299757,1:29.813,236.130
24689,1034,817,4,+19.650,5300933,1:29.482,237.004
24690,1034,846,5,+22.277,5303560,1:30.058,235.488
24691,1034,839,6,+26.937,5308220,1:29.491,236.980
24692,1034,842,7,+31.188,5312471,1:29.603,236.684
24693,1034,848,8,+32.670,5313953,1:28.689,239.123
24694,1034,840,9,+37.311,5318594,1:30.475,234.402
24695,1034,20,10,+41.857,5323140,1:30.537,234.242
24696,1034,822,11,+42.167,5323450,1:29.265,237.580
24697,1034,847,12,+52.004,5333287,1:30.862,233.404
24698,1034,832,13,+53.370,5334653,1:29.948,235.776
24699,1034,841,14,+54.205,5335488,1:30.977,233.109
24700,1034,849,15,+54.549,5335832,1:30.501,234.335
24701,1034,154,16,+55.050,5336333,1:29.782,236.212
24702,1034,8,17,\N,\N,1:29.973,235.710
24703,1034,826,\N,\N,\N,1:32.443,229.412
24704,1034,825,\N,\N,\N,\N,\N
24705,1034,807,\N,\N,\N,\N,\N
24706,1035,830,1,1:19:41.993,4781993,1:29.465,237.049
24707,1035,1,2,+11.326,4793319,1:28.451,239.766
24708,1035,822,3,+19.231,4801224,1:29.765,236.256
24709,1035,844,4,+29.289,4811282,1:30.552,234.203
24710,1035,848,5,+39.146,4821139,1:29.477,237.017
24711,1035,840,6,+42.538,4824531,1:30.877,233.365
24712,1035,807,7,+55.951,4837944,1:30.087,235.412
24713,1035,839,8,+1:04.773,4846766,1:30.575,234.144
24714,1035,846,9,+1:05.544,4847537,1:30.698,233.826
24715,1035,826,10,+1:09.669,4851662,1:30.738,233.723
24716,1035,842,11,+1:10.642,4852635,1:30.092,235.399
24717,1035,20,12,+1:13.370,4855363,1:30.785,233.602
24718,1035,832,13,+1:14.070,4856063,1:30.556,234.193
24719,1035,817,14,\N,\N,1:31.168,232.621
24720,1035,8,15,\N,\N,1:31.756,231.130
24721,1035,154,16,\N,\N,1:30.793,233.581
24722,1035,841,17,\N,\N,1:31.826,230.954
24723,1035,847,18,\N,\N,1:31.408,232.010
24724,1035,849,19,\N,\N,1:29.950,235.770
24725,1035,825,\N,\N,\N,1:31.830,230.944
24726,1036,1,1,1:31:45.279,5505279,1:19.822,209.942
24727,1036,830,2,+24.177,5529456,1:21.477,205.677
24728,1036,822,3,+44.752,5550031,1:18.183,214.343
24729,1036,840,4,\N,\N,1:22.024,204.306
24730,1036,815,5,\N,\N,1:22.515,203.090
24731,1036,832,6,\N,\N,1:21.771,204.938
24732,1036,20,7,\N,\N,1:22.707,202.618
24733,1036,848,8,\N,\N,1:22.194,203.883
24734,1036,842,9,\N,\N,1:22.543,203.021
24735,1036,846,10,\N,\N,1:22.392,203.393
24736,1036,817,11,\N,\N,1:22.464,203.215
24737,1036,826,12,\N,\N,1:22.336,203.531
24738,1036,839,13,\N,\N,1:22.174,203.933
24739,1036,8,14,\N,\N,1:21.888,204.645
24740,1036,825,15,\N,\N,1:23.474,200.757
24741,1036,841,16,\N,\N,1:21.801,204.863
24742,1036,847,17,\N,\N,1:22.503,203.119
24743,1036,849,18,\N,\N,1:22.030,204.291
24744,1036,154,19,\N,\N,1:20.409,208.409
24745,1036,844,\N,\N,\N,1:23.968,199.576
24746,1037,1,1,1:24:08.761,5048761,1:47.758,233.990
24747,1037,822,2,+8.448,5057209,1:47.983,233.503
24748,1037,830,3,+15.455,5064216,1:48.305,232.809
24749,1037,817,4,+18.877,5067638,1:47.483,234.589
24750,1037,839,5,+40.650,5089411,1:48.540,232.305
24751,1037,848,6,+42.712,5091473,1:48.736,231.886
24752,1037,846,7,+43.774,5092535,1:48.552,232.279
24753,1037,842,8,+47.371,5096132,1:47.839,233.815
24754,1037,840,9,+52.603,5101364,1:49.136,231.036
24755,1037,815,10,+53.179,5101940,1:48.389,232.628
24756,1037,826,11,+1:10.200,5118961,1:49.832,229.572
24757,1037,8,12,+1:11.504,5120265,1:49.822,229.593
24758,1037,20,13,+1:12.894,5121655,1:49.958,229.309
24759,1037,844,14,+1:14.920,5123681,1:47.840,233.813
24760,1037,154,15,+1:16.793,5125554,1:50.018,229.184
24761,1037,849,16,+1:17.795,5126556,1:48.048,233.362
24762,1037,825,17,+1:25.540,5134301,1:48.083,233.287
24763,1037,841,\N,\N,\N,1:51.793,225.545
24764,1037,847,\N,\N,\N,1:51.754,225.624
24765,1037,832,\N,\N,\N,\N,\N
24766,1038,842,1,1:47:06.056,6426056,1:24.037,248.162
24767,1038,832,2,+0.415,6426471,1:23.882,248.620
24768,1038,840,3,+3.358,6429414,1:23.897,248.576
24769,1038,846,4,+6.000,6432056,1:24.232,247.587
24770,1038,822,5,+7.108,6433164,1:23.961,248.386
24771,1038,817,6,+8.391,6434447,1:23.898,248.573
24772,1038,1,7,+17.245,6443301,1:22.746,252.033
24773,1038,839,8,+18.691,6444747,1:24.490,246.831
24774,1038,826,9,+22.208,6448264,1:24.479,246.863
24775,1038,815,10,+23.224,6449280,1:24.336,247.282
24776,1038,849,11,+32.876,6458932,1:24.999,245.353
24777,1038,154,12,+35.164,6461220,1:24.785,245.972
24778,1038,8,13,+36.312,6462368,1:24.835,245.827
24779,1038,847,14,+36.593,6462649,1:24.421,247.033
24780,1038,848,15,+37.533,6463589,1:24.926,245.564
24781,1038,841,16,+55.199,6481255,1:24.856,245.766
24782,1038,830,\N,\N,\N,1:25.539,243.804
24783,1038,844,\N,\N,\N,1:26.026,242.424
24784,1038,825,\N,\N,\N,1:25.787,243.099
24785,1038,20,\N,\N,\N,1:27.107,239.415
24786,1039,1,1,2:19:35.060,8375060,1:18.833,239.518
24787,1039,822,2,+4.880,8379940,1:19.432,237.712
24788,1039,848,3,+8.064,8383124,1:20.039,235.909
24789,1039,817,4,+10.417,8385477,1:20.426,234.774
24790,1039,815,5,+15.650,8390710,1:20.632,234.175
24791,1039,846,6,+18.883,8393943,1:21.198,232.542
24792,1039,826,7,+21.756,8396816,1:21.458,231.800
24793,1039,844,8,+28.345,8403405,1:21.229,232.453
24794,1039,8,9,+29.770,8404830,1:21.164,232.640
24795,1039,20,10,+29.983,8405043,1:21.202,232.531
