resultId,raceId,driverId,position,time,milliseconds,fastestLapTime,fastestLapSpeed
24796,1039,847,11,+32.404,8407464,1:21.645,231.269
24797,1039,154,12,+42.036,8417096,1:22.263,229.532
24798,1039,840,\N,\N,\N,1:22.068,230.077
24799,1039,839,\N,\N,\N,2:11.793,143.270
24800,1039,849,\N,\N,\N,2:11.365,143.736
24801,1039,825,\N,\N,\N,2:13.812,141.108
24802,1039,841,\N,\N,\N,2:13.809,141.111
24803,1039,832,\N,\N,\N,2:14.103,140.802
24804,1039,830,\N,\N,\N,\N,\N
24805,1039,842,\N,\N,\N,\N,\N
24806,1040,822,1,1:34:00.364,5640364,1:37.030,216.972
24807,1040,830,2,+7.729,5648093,1:37.332,216.298
24808,1040,1,3,+22.729,5663093,1:38.075,214.660
24809,1040,815,4,+30.558,5670922,1:38.141,214.515
24810,1040,817,5,+52.065,5692429,1:37.886,215.074
24811,1040,844,6,+1:02.186,5702550,1:39.053,212.540
24812,1040,839,7,+1:08.006,5708370,1:39.216,212.191
24813,1040,826,8,+1:08.740,5709104,1:39.133,212.369
24814,1040,842,9,+1:29.766,5730130,1:37.231,216.523
24815,1040,848,10,+1:37.860,5738224,1:38.377,214.001
24816,1040,841,11,\N,\N,1:39.766,211.021
24817,1040,825,12,\N,\N,1:40.380,209.731
24818,1040,20,13,\N,\N,1:39.588,211.398
24819,1040,8,14,\N,\N,1:38.858,212.960
24820,1040,846,15,\N,\N,1:37.377,216.198
24821,1040,849,16,\N,\N,1:41.044,208.352
24822,1040,154,17,\N,\N,1:39.614,211.343
24823,1040,847,18,\N,\N,1:37.352,216.254
24824,1040,832,\N,\N,\N,\N,\N
24825,1040,840,\N,\N,\N,\N,\N
24826,1041,1,1,1:35:49.641,5749641,1:28.145,210.253
24827,1041,830,2,+4.470,5754111,1:28.139,210.267
24828,1041,817,3,+14.613,5764254,1:29.584,206.876
24829,1041,815,4,+16.070,5765711,1:29.700,206.608
24830,1041,832,5,+21.905,5771546,1:30.129,205.625
24831,1041,842,6,+22.766,5772407,1:30.110,205.668
24832,1041,844,7,+30.814,5780455,1:30.712,204.303
24833,1041,807,8,+32.596,5782237,1:30.733,204.256
24834,1041,154,9,+39.081,5788722,1:31.562,202.407
24835,1041,841,10,+40.035,5789676,1:30.909,203.861
24836,1041,20,11,+40.810,5790451,1:30.408,204.990
24837,1041,8,12,+41.476,5791117,1:30.512,204.755
24838,1041,825,13,+49.585,5799226,1:30.456,204.881
24839,1041,849,14,+54.449,5804090,1:31.377,202.816
24840,1041,826,15,+55.588,5805229,1:32.214,200.975
24841,1041,846,\N,\N,\N,1:32.328,200.727
24842,1041,848,\N,\N,\N,1:32.330,200.723
24843,1041,839,\N,\N,\N,1:33.189,198.873
24844,1041,822,\N,\N,\N,1:31.884,201.697
24845,1041,847,\N,\N,\N,1:34.526,196.060
24846,1042,1,1,1:29:56.828,5396828,1:18.750,212.708
24847,1042,822,2,+25.592,5422420,1:19.345,211.113
24848,1042,830,3,+34.508,5431336,1:19.854,209.767
24849,1042,844,4,+1:05.312,5462140,1:20.408,208.322
24850,1042,842,5,\N,\N,1:20.551,207.952
24851,1042,832,6,\N,\N,1:20.268,208.685
24852,1042,815,7,\N,\N,1:20.802,207.306
24853,1042,839,8,\N,\N,1:20.859,207.160
24854,1042,817,9,\N,\N,1:20.906,207.040
24855,1042,20,10,\N,\N,1:20.731,207.489
24856,1042,8,11,\N,\N,1:21.058,206.652
24857,1042,848,12,\N,\N,1:19.890,209.673
24858,1042,846,13,\N,\N,1:19.360,211.073
24859,1042,847,14,\N,\N,1:20.882,207.101
24860,1042,841,15,\N,\N,1:21.893,204.544
24861,1042,825,16,\N,\N,1:21.460,205.632
24862,1042,154,17,\N,\N,1:21.664,205.118
24863,1042,849,18,\N,\N,1:21.859,204.629
24864,1042,826,19,\N,\N,1:20.449,208.216
24865,1042,840,\N,\N,\N,1:21.694,205.043
24866,1043,1,1,1:28:32.430,5312430,1:15.484,234.121
24867,1043,822,2,+5.783,5318213,1:15.902,232.831
24868,1043,817,3,+14.320,5326750,1:17.552,227.878
24869,1043,826,4,+15.141,5327571,1:17.666,227.543
24870,1043,844,5,+19.111,5331541,1:18.173,226.067
24871,1043,815,6,+19.652,5332082,1:18.084,226.325
24872,1043,832,7,+20.230,5332660,1:18.118,226.226
24873,1043,846,8,+21.131,5333561,1:18.069,226.368
24874,1043,8,9,+22.224,5334654,1:18.088,226.313
24875,1043,841,10,+26.398,5338828,1:18.794,224.286
24876,1043,849,11,+27.135,5339565,1:18.719,224.499
24877,1043,20,12,+28.453,5340883,1:17.767,227.248
24878,1043,840,13,+29.163,5341593,1:18.360,225.528
24879,1043,154,14,+32.935,5345365,1:18.822,224.206
24880,1043,848,15,+57.284,5369714,1:16.177,231.991
24881,1043,847,\N,\N,\N,1:18.811,224.237
24882,1043,830,\N,\N,\N,1:17.637,227.628
24883,1043,825,\N,\N,\N,1:19.273,222.930
24884,1043,839,\N,\N,\N,1:19.606,221.998
24885,1043,842,\N,\N,\N,1:20.403,219.797
24886,1044,1,1,1:42:19.313,6139313,1:39.413,193.302
24887,1044,815,2,+31.633,6170946,1:40.392,191.417
24888,1044,20,3,+31.960,6171273,1:39.662,192.819
24889,1044,844,4,+33.858,6173171,1:39.961,192.242
24890,1044,832,5,+34.363,6173676,1:38.754,194.592
24891,1044,830,6,+44.873,6184186,1:38.431,195.231
24892,1044,848,7,+46.484,6185797,1:39.099,193.915
24893,1044,846,8,+1:01.259,6200572,1:36.806,198.508
24894,1044,840,9,+1:12.353,6211666,1:39.921,192.319
24895,1044,817,10,+1:35.460,6234773,1:40.677,190.875
24896,1044,839,11,\N,\N,1:41.006,190.254
24897,1044,826,12,\N,\N,1:41.019,190.229
24898,1044,842,13,\N,\N,1:39.586,192.966
24899,1044,822,14,\N,\N,1:38.193,195.704
24900,1044,8,15,\N,\N,1:39.743,192.663
24901,1044,847,16,\N,\N,1:40.814,190.616
24902,1044,825,17,\N,\N,1:40.948,190.363
24903,1044,154,\N,\N,\N,1:43.281,186.063
24904,1044,849,\N,\N,\N,1:43.495,185.678
24905,1044,841,\N,\N,\N,1:51.122,172.934
24906,1045,1,1,2:59:47.515,10787515,1:32.864,209.803
24907,1045,830,2,+1.254,10788769,1:32.014,211.741
24908,1045,848,3,+8.005,10795520,1:33.684,207.967
24909,1045,846,4,+11.337,10798852,1:33.588,208.180
24910,1045,832,5,+11.787,10799302,1:33.411,208.575
24911,1045,842,6,+11.942,10799457,1:34.817,205.482
24912,1045,817,7,+19.368,10806883,1:32.827,209.887
24913,1045,822,8,+19.680,10807195,1:33.352,208.706
24914,1045,839,9,+22.803,10810318,1:34.354,206.490
24915,1045,844,10,\N,\N,1:33.625,208.098
24916,1045,826,11,\N,\N,1:34.141,206.957
24917,1045,847,12,\N,\N,1:35.042,204.995
24918,1045,20,13,\N,\N,1:33.861,207.575
24919,1045,849,14,\N,\N,1:34.591,205.973
24920,1045,8,15,\N,\N,1:33.573,208.213
24921,1045,841,16,\N,\N,1:34.536,206.092
24922,1045,825,17,\N,\N,1:35.241,204.567
24923,1045,815,18,\N,\N,1:33.629,208.089
24924,1045,840,\N,\N,\N,\N,\N
24925,1045,154,\N,\N,\N,\N,\N
24926,1046,815,1,1:31:15.114,5475114,0:56.789,224.599
24927,1046,839,2,+10.518,5485632,0:57.350,222.402
24928,1046,840,3,+11.869,5486983,0:57.388,222.255
24929,1046,832,4,+12.580,5487694,0:57.165,223.122
24930,1046,817,5,+13.330,5488444,0:56.979,223.850
24931,1046,848,6,+13.842,5488956,0:57.056,223.548
24932,1046,826,7,+14.534,5489648,0:57.001,223.764
24933,1046,822,8,+15.389,5490503,0:56.563,225.497
24934,1046,847,9,+18.556,5493670,0:55.404,230.214
24935,1046,846,10,+19.541,5494655,0:57.270,222.713
24936,1046,842,11,+20.527,5495641,0:57.220,222.908
24937,1046,20,12,+22.611,5497725,0:56.905,224.141
24938,1046,841,13,+24.111,5499225,0:56.887,224.212
24939,1046,8,14,+26.153,5501267,0:57.375,222.305
24940,1046,825,15,+32.370,5507484,0:57.516,221.760
24941,1046,851,16,+33.674,5508788,0:57.392,222.240
24942,1046,850,17,+36.858,5511972,0:57.742,220.892
24943,1046,849,\N,\N,\N,0:58.206,219.132
24944,1046,830,\N,\N,\N,\N,\N
24945,1046,844,\N,\N,\N,\N,\N
24946,1047,830,1,1:36:28.645,5788645,1:40.958,198.046
24947,1047,822,2,+15.976,5804621,1:41.131,197.707
24948,1047,1,3,+18.415,5807060,1:41.420,197.144
24949,1047,848,4,+19.987,5808632,1:41.227,197.520
24950,1047,846,5,+1:00.729,5849374,1:41.964,196.092
24951,1047,832,6,+1:05.662,5854307,1:41.947,196.125
24952,1047,817,7,+1:13.748,5862393,1:40.926,198.109
24953,1047,842,8,+1:29.718,5878363,1:42.474,195.116
24954,1047,839,9,+1:41.069,5799996,1:42.894,194.320
24955,1047,840,10,+1:42.738,5790314,1:41.866,196.281
24956,1047,826,11,\N,\N,1:42.704,194.679
24957,1047,8,12,\N,\N,1:42.148,195.739
24958,1047,844,13,\N,\N,1:41.908,196.200
24959,1047,20,14,\N,\N,1:41.475,197.037
24960,1047,847,15,\N,\N,1:43.328,193.504
24961,1047,841,16,\N,\N,1:41.675,196.650
24962,1047,849,17,\N,\N,1:42.497,195.073
24963,1047,825,18,\N,\N,1:41.999,196.025
24964,1047,850,19,\N,\N,1:41.707,196.588
24965,1047,815,\N,\N,\N,1:43.263,193.625
24966,1052,1,1,1:32:03.897,5523897,1:34.015,207.235
24967,1052,830,2,+0.745,5524642,1:33.228,208.984
24968,1052,822,3,+37.383,5561280,1:32.090,211.566
24969,1052,846,4,+46.466,5570363,1:34.396,206.398
24970,1052,815,5,+52.047,5575944,1:33.970,207.334
24971,1052,844,6,+59.090,5582987,1:34.988,205.112
24972,1052,817,7,+66.004,5589901,1:34.932,205.233
24973,1052,832,8,+67.100,5590997,1:34.509,206.151
24974,1052,852,9,+85.692,5609589,1:34.761,205.603
24975,1052,840,10,+86.713,5610610,1:34.865,205.378
24976,1052,8,11,+88.864,5612761,1:35.192,204.672
24977,1052,841,12,\N,\N,1:35.122,204.823
24978,1052,839,13,\N,\N,1:35.250,204.548
24979,1052,847,14,\N,\N,1:35.036,205.008
24980,1052,20,15,\N,\N,1:35.566,203.871
24981,1052,854,16,\N,\N,1:36.134,202.667
24982,1052,842,17,\N,\N,1:34.090,207.069
24983,1052,849,18,\N,\N,1:36.602,201.685
24984,1052,4,\N,\N,\N,1:36.063,202.816
24985,1052,853,\N,\N,\N,\N,\N
24986,1053,830,1,2:02:34.598,7354598,1:17.524,227.960
24987,1053,1,2,+22.000,7376598,1:16.702,230.403
24988,1053,846,3,+23.702,7378300,1:18.259,225.819
24989,1053,844,4,+25.579,7380177,1:18.379,225.473
24990,1053,832,5,+27.036,7381634,1:18.490,225.154
24991,1053,817,6,+51.220,7405818,1:19.341,222.739
24992,1053,842,7,+52.818,7407416,1:18.994,223.718
24993,1053,840,8,+56.909,7411507,1:18.782,224.320
24994,1053,839,9,+65.704,7420302,1:19.422,222.512
24995,1053,4,10,+66.561,7421159,1:19.417,222.526
24996,1053,815,11,+67.151,7421749,1:19.396,222.585
24997,1053,852,12,+73.184,7427782,1:18.334,225.603
24998,1053,8,13,+94.773,7449371,1:18.353,225.548
24999,1053,841,14,\N,\N,1:19.470,222.378
25000,1053,20,15,\N,\N,1:19.074,223.491
25001,1053,854,16,\N,\N,1:19.193,223.156
25002,1053,853,17,\N,\N,1:20.402,219.800
25003,1053,822,\N,\N,\N,1:28.485,199.721
25004,1053,847,\N,\N,\N,1:26.543,204.203
25005,1053,849,\N,\N,\N,\N,\N
25006,1054,1,1,1:34:31.421,5671421,1:20.933,206.971
25007,1054,830,2,+29.148,5700569,1:20.695,207.581
25008,1054,822,3,+33.530,5704951,1:19.865,209.738
25009,1054,815,4,+39.735,5711156,1:20.643,207.715
25010,1054,846,5,+51.369,5722790,1:21.696,205.038
25011,1054,844,6,+55.781,5727202,1:21.496,205.541
25012,1054,839,7,+1:03.749,5735170,1:21.886,204.562
25013,1054,4,8,+1:04.808,5673229,1:21.032,206.718
25014,1054,817,9,+1:15.369,5746790,1:21.987,204.310
25015,1054,842,10,+1:16.463,5747884,1:22.014,204.243
25016,1054,832,11,+1:18.955,5750376,1:22.325,203.471
25017,1054,841,12,\N,\N,1:22.167,203.862
25018,1054,20,13,\N,\N,1:22.416,203.246
25019,1054,840,14,\N,\N,1:21.970,204.352
25020,1054,852,15,\N,\N,1:22.058,204.133
25021,1054,847,16,\N,\N,1:22.654,202.661
25022,1054,854,17,\N,\N,1:22.755,202.414
25023,1054,849,18,\N,\N,1:23.155,201.440
25024,1054,853,19,\N,\N,1:23.641,200.270
25025,1054,8,\N,\N,\N,\N,\N
25026,1055,1,1,1:33:07.680,5587680,1:20.665,208.640
25027,1055,830,2,+15.841,5603521,1:18.149,215.357
25028,1055,822,3,+26.610,5614290,1:19.430,211.884
25029,1055,844,4,+54.616,5642296,1:20.459,209.174
25030,1055,815,5,+1:03.671,5651351,1:19.483,211.743
25031,1055,817,6,+1:13.768,5661448,1:21.853,205.612
25032,1055,832,7,+1:14.670,5662350,1:21.568,206.330
25033,1055,846,8,\N,\N,1:21.279,207.064
25034,1055,839,9,\N,\N,1:23.311,202.014
25035,1055,842,10,\N,\N,1:21.375,206.820
25036,1055,840,11,\N,\N,1:22.607,203.735
25037,1055,8,12,\N,\N,1:22.868,203.094
25038,1055,20,13,\N,\N,1:22.820,203.211
25039,1055,847,14,\N,\N,1:23.208,202.264
25040,1055,841,15,\N,\N,1:22.802,203.255
25041,1055,849,16,\N,\N,1:22.905,203.003
25042,1055,4,17,\N,\N,1:21.182,207.311
25043,1055,854,18,\N,\N,1:22.637,203.661
25044,1055,853,19,\N,\N,1:24.040,200.261
25045,1055,852,\N,\N,\N,1:24.825,198.408
25047,1056,832,2,+8.968,5945788,1:14.621,160.989
25046,1056,830,1,1:38:56.820,5936820,1:14.649,160.929
25048,1056,846,3,+19.427,5956247,1:14.670,160.883
25049,1056,815,4,+20.490,5957310,1:14.552,161.138
25050,1056,20,5,+52.591,5989411,1:15.316,159.503
25051,1056,842,6,+53.896,5990716,1:15.412,159.300
25052,1056,1,7,+1:08.231,6005051,1:12.909,164.769
25053,1056,840,8,\N,\N,1:14.674,160.875
25054,1056,839,9,\N,\N,1:15.316,159.503
25055,1056,841,10,\N,\N,1:15.331,159.472
25056,1056,8,11,\N,\N,1:14.971,160.237
25057,1056,817,12,\N,\N,1:14.578,161.082
25058,1056,4,13,\N,\N,1:15.026,160.120
25059,1056,847,14,\N,\N,1:15.539,159.033
25060,1056,849,15,\N,\N,1:15.573,158.961
25061,1056,852,16,\N,\N,1:14.037,162.259
25062,1056,853,17,\N,\N,1:16.866,156.287
25063,1056,854,18,\N,\N,1:16.425,157.189
25064,1056,822,\N,\N,\N,1:15.706,158.682
25065,1056,844,\N,\N,\N,\N,\N
25066,1057,815,1,2:13:36.410,8016410,1:44.687,206.432
25067,1057,20,2,+1.385,8017795,1:44.890,206.032
25068,1057,842,3,+2.762,8019172,1:45.220,205.386
25069,1057,844,4,+3.828,8020238,1:45.382,205.071
25070,1057,846,5,+4.754,8021164,1:45.326,205.180
25071,1057,4,6,+6.382,8022792,1:45.624,204.601
25072,1057,852,7,+6.624,8023034,1:44.939,205.936
25073,1057,832,8,+7.709,8024119,1:45.700,204.454
25074,1057,817,9,+8.874,8025284,1:45.713,204.428
25075,1057,8,10,+9.576,8025986,1:45.601,204.645
25076,1057,841,11,+10.254,8026664,1:45.575,204.696
25077,1057,822,12,+11.264,8027674,1:45.665,204.521
25078,1057,854,13,+14.241,8030651,1:47.624,200.799
25079,1057,853,14,+14.315,8030725,1:47.747,200.569
25080,1057,1,15,+17.668,8034078,1:44.769,206.270
25081,1057,849,16,+43.379,8059789,1:46.608,202.712
25082,1057,847,\N,\N,\N,1:45.959,203.954
25083,1057,830,\N,\N,\N,1:44.481,206.839
25084,1057,840,\N,\N,\N,1:46.207,203.478
25085,1057,839,\N,\N,\N,1:50.850,194.955
25086,1059,830,1,1:27:25.770,5245770,1:36.404,218.156
25087,1059,1,2,+2.904,5248674,1:37.410,215.903
25088,1059,815,3,+8.811,5254581,1:36.693,217.504
25089,1059,822,4,+14.618,5260388,1:36.960,216.905
25090,1059,846,5,+1:04.032,5309802,1:37.425,215.870
25091,1059,817,6,+1:15.857,5321627,1:38.324,213.896
25092,1059,842,7,+1:16.596,5322366,1:38.103,214.378
25093,1059,4,8,+1:17.695,5323465,1:37.646,215.382
25094,1059,20,9,+1:19.666,5325436,1:37.138,216.508
25095,1059,840,10,+1:31.946,5337716,1:37.828,214.981
25096,1059,832,11,+1:39.337,5345107,1:38.931,212.584
25097,1059,847,12,\N,\N,1:38.314,213.918
25098,1059,852,13,\N,\N,1:38.980,212.479
25099,1059,839,14,\N,\N,1:38.645,213.200
25100,1059,841,15,\N,\N,1:38.702,213.077
25101,1059,844,16,\N,\N,1:37.681,215.304
25102,1059,8,17,\N,\N,1:37.992,214.621
25103,1059,849,18,\N,\N,1:38.313,213.920
25104,1059,854,19,\N,\N,1:38.847,212.765
25105,1059,853,20,\N,\N,1:39.317,211.758
25106,1058,830,1,1:22:18.925,4938925,1:08.017,228.542
25107,1058,1,2,+35.743,4974668,1:07.058,231.811
25108,1058,822,3,+46.907,4985832,1:08.619,226.537
25109,1058,815,4,+47.434,4986359,1:07.894,228.956
25110,1058,846,5,\N,\N,1:08.903,225.604
25111,1058,832,6,\N,\N,1:08.609,226.570
25112,1058,844,7,\N,\N,1:08.738,226.145
25113,1058,840,8,\N,\N,1:09.787,222.746
25114,1058,4,9,\N,\N,1:09.749,222.867
25115,1058,852,10,\N,\N,1:09.650,223.184
25116,1058,8,11,\N,\N,1:09.128,224.869
25117,1058,20,12,\N,\N,1:09.821,222.637
25118,1058,817,13,\N,\N,1:09.305,224.295
25119,1058,839,14,\N,\N,1:09.576,223.421
25120,1058,841,15,\N,\N,1:09.723,222.950
25121,1058,854,16,\N,\N,1:10.005,222.052
25122,1058,849,17,\N,\N,1:10.104,221.739
25123,1058,853,18,\N,\N,1:10.951,219.092
25124,1058,847,\N,\N,\N,1:10.499,220.496
25125,1058,842,\N,\N,\N,\N,\N
25126,1060,830,1,1:23:54.543,5034543,1:06.200,234.815
25127,1060,822,2,+17.973,5052516,1:08.374,227.349
25128,1060,846,3,+20.019,5054562,1:08.471,227.027
25129,1060,1,4,+46.452,5080995,1:08.126,228.177
25130,1060,832,5,+57.144,5091687,1:07.762,229.402
25131,1060,815,6,+57.915,5092458,1:08.192,227.956
25132,1060,817,7,+1:00.395,5094938,1:08.820,225.876
25133,1060,844,8,+1:01.195,5095738,1:08.698,226.277
25134,1060,842,9,+1:01.844,5096387,1:08.146,228.110
25135,1060,4,10,\N,\N,1:08.405,227.246
25136,1060,847,11,\N,\N,1:08.900,225.613
25137,1060,852,12,\N,\N,1:08.455,227.080
25138,1060,840,13,\N,\N,1:08.659,226.405
25139,1060,841,14,\N,\N,1:09.042,225.149
25140,1060,8,15,\N,\N,1:08.874,225.699
25141,1060,849,16,\N,\N,1:08.520,226.865
25142,1060,20,17,\N,\N,1:08.420,227.196
25143,1060,854,18,\N,\N,1:09.394,224.007
25144,1060,853,19,\N,\N,1:09.757,222.842
25145,1060,839,\N,\N,\N,\N,\N
25146,1061,1,1,1:58:23.284,7103284,1:29.699,236.430
25147,1061,844,2,+3.871,7107155,1:30.569,234.159
25148,1061,822,3,+11.125,7114409,1:30.524,234.275
25149,1061,846,4,+28.573,7131857,1:31.420,231.979
25150,1061,817,5,+42.624,7145908,1:31.284,232.325
25151,1061,832,6,+43.454,7146738,1:31.223,232.480
25152,1061,4,7,+1:12.093,7175377,1:31.698,231.276
25153,1061,840,8,+1:14.289,7177573,1:31.992,230.537
25154,1061,839,9,+1:16.162,7179446,1:32.210,229.992
25155,1061,852,10,+1:22.065,7185349,1:30.826,233.497
25156,1061,842,11,+1:25.327,7188611,1:30.266,234.945
25157,1061,847,12,\N,\N,1:32.049,230.394
25158,1061,841,13,\N,\N,1:32.346,229.653
25159,1061,849,14,\N,\N,1:32.477,229.328
25160,1061,8,15,\N,\N,1:31.895,230.780
25161,1061,815,16,\N,\N,1:28.617,239.317
25162,1061,853,17,\N,\N,1:32.909,228.262
25163,1061,854,18,\N,\N,1:32.862,228.377
25164,1061,20,\N,\N,\N,1:33.059,227.894
25165,1061,830,\N,\N,\N,\N,\N
25166,1062,839,1,2:04:43.199,7483199,1:21.421,193.704
25167,1062,1,2,+2.736,7485935,1:18.715,200.363
25168,1062,832,3,+15.018,7498217,1:21.423,193.699
25169,1062,4,4,+15.651,7498850,1:20.359,196.264
25170,1062,842,5,+1:03.614,7546813,1:18.394,201.183
25171,1062,852,6,+1:15.803,7559002,1:22.450,191.286
25172,1062,849,7,+1:17.910,7561109,1:22.831,190.406
25173,1062,847,8,+1:19.094,7562293,1:22.112,192.074
25174,1062,830,9,+1:20.244,7563443,1:20.945,194.843
25175,1062,8,10,\N,\N,1:21.518,193.473
25176,1062,817,11,\N,\N,1:22.802,190.473
25177,1062,854,12,\N,\N,1:22.711,190.683
25178,1062,841,13,\N,\N,1:22.736,190.625
25179,1062,853,\N,\N,\N,\N,\N
25180,1062,846,\N,\N,\N,\N,\N
25181,1062,822,\N,\N,\N,\N,\N
25182,1062,815,\N,\N,\N,\N,\N
25183,1062,844,\N,\N,\N,\N,\N
25184,1062,840,\N,\N,\N,\N,\N
25185,1062,20,\N,\N,\N,1:21.459,193.613
25186,1063,830,1,3:27.071,207071,\N,\N
25187,1063,847,2,+1.995,209066,\N,\N
25188,1063,1,3,+2.601,209672,\N,\N
25189,1063,817,4,+4.496,211567,\N,\N
25190,1063,20,5,+7.479,214550,\N,\N
25191,1063,842,6,+10.177,217248,\N,\N
25192,1063,839,7,+11.579,218650,\N,\N
25193,1063,844,8,+12.608,219679,\N,\N
25194,1063,849,9,+15.485,222556,\N,\N
25195,1063,832,10,+16.166,223237,\N,\N
25196,1063,4,11,+20.590,227661,\N,\N
25197,1063,822,12,+22.414,229485,\N,\N
25198,1063,841,13,+24.163,231234,\N,\N
25199,1063,846,14,+27.110,234181,\N,\N
25200,1063,852,15,+28.329,235400,\N,\N
25201,1063,854,16,+29.507,236578,\N,\N
25202,1063,853,17,+31.993,239064,\N,\N
25203,1063,8,18,+36.054,243125,\N,\N
25204,1063,815,19,+38.205,245276,\N,\N
25205,1063,840,20,+44.108,251179,\N,\N
25206,1064,830,1,1:30:05.395,5405395,1:13.275,209.244
25207,1064,1,2,+20.932,5426327,1:11.097,215.654
25208,1064,822,3,+56.460,5461855,1:12.549,211.338
25209,1064,842,4,\N,\N,1:14.818,204.929
25210,1064,844,5,\N,\N,1:14.780,205.033
25211,1064,4,6,\N,\N,1:14.323,206.294
25212,1064,832,7,\N,\N,1:15.260,203.725
25213,1064,815,8,\N,\N,1:13.461,208.714
25214,1064,839,9,\N,\N,1:14.675,205.321
25215,1064,846,10,\N,\N,1:14.236,206.535
25216,1064,817,11,\N,\N,1:14.920,204.650
25217,1064,840,12,\N,\N,1:15.611,202.780
25218,1064,20,13,\N,\N,1:13.958,207.312
25219,1064,841,14,\N,\N,1:15.125,204.091
25220,1064,9,15,\N,\N,1:15.442,203.234
25221,1064,849,16,\N,\N,1:15.790,202.301
25222,1064,847,17,\N,\N,1:15.628,202.734
25223,1064,854,18,\N,\N,1:15.927,201.936
25224,1064,852,\N,\N,\N,1:15.783,202.319
25225,1064,853,\N,\N,\N,1:16.066,201.567
25226,1065,817,1,1:21:54.365,4914365,1:24.812,245.894
25227,1065,846,2,+1.747,4916112,1:24.971,245.434
25228,1065,822,3,+4.921,4919286,1:24.827,245.850
25229,1065,844,4,+7.309,4921674,1:25.319,244.433
25230,1065,815,5,+8.723,4923088,1:25.156,244.901
25231,1065,832,6,+10.535,4924900,1:25.559,243.747
25232,1065,840,7,+15.804,4930169,1:25.853,242.912
25233,1065,4,8,+17.201,4931566,1:25.472,243.995
25234,1065,847,9,+19.742,4934107,1:25.835,242.963
25235,1065,839,10,+20.868,4935233,1:25.566,243.727
25236,1065,849,11,+23.743,4938108,1:25.953,242.630
25237,1065,20,12,+24.621,4938986,1:25.938,242.672
25238,1065,841,13,+27.216,4941581,1:25.718,243.295
25239,1065,9,14,+29.769,4944134,1:25.849,242.924
25240,1065,854,15,+51.088,4965453,1:26.707,240.520
25241,1065,853,\N,\N,\N,1:27.202,239.155
25242,1065,1,\N,\N,\N,1:25.870,242.864
25243,1065,830,\N,\N,\N,1:25.173,244.852
25244,1065,842,\N,\N,\N,1:29.005,234.310
25245,1065,852,\N,\N,\N,\N,\N
25246,1066,1,1,1:30:41.001,5441001,1:37.575,215.760
25247,1066,830,2,+53.271,5494272,1:38.396,213.959
25248,1066,832,3,+1:02.475,5503476,1:39.294,212.024
25249,1066,817,4,+1:05.607,5506608,1:39.124,212.388
25250,1066,822,5,+1:07.533,5508534,1:38.216,214.352
25251,1066,4,6,+1:21.321,5522322,1:38.686,213.331
25252,1066,846,7,+1:27.224,5528225,1:37.423,216.096
25253,1066,8,8,+1:28.955,5529956,1:40.289,209.921
25254,1066,815,9,+1:30.076,5531077,1:39.215,212.193
25255,1066,847,10,+1:40.551,5541552,1:40.596,209.280
25256,1066,840,11,+1:46.198,5547199,1:40.464,209.555
25257,1066,20,12,\N,\N,1:39.251,212.116
25258,1066,842,13,\N,\N,1:38.279,214.214
25259,1066,839,14,\N,\N,1:40.598,209.276
25260,1066,844,15,\N,\N,1:38.994,212.667
25261,1066,841,16,\N,\N,1:39.058,212.530
25262,1066,852,17,\N,\N,1:39.960,210.612
25263,1066,853,18,\N,\N,1:41.713,206.982
25264,1066,849,19,\N,\N,1:40.000,210.528
25265,1066,854,\N,\N,\N,1:40.276,209.948
25266,1067,822,1,1:31:04.103,5464103,1:30.432,212.500
25267,1067,830,2,+14.584,5478687,1:32.759,207.169
25268,1067,815,3,+33.471,5497574,1:32.459,207.841
25269,1067,844,4,+37.814,5501917,1:32.737,207.218
25270,1067,1,5,+41.812,5505915,1:32.763,207.160
25271,1067,842,6,+44.292,5508395,1:32.814,207.046
25272,1067,846,7,+47.213,5511316,1:32.446,207.870
25273,1067,832,8,+51.526,5515629,1:31.921,209.057
25274,1067,840,9,+1:22.018,5546121,1:32.608,207.506
25275,1067,839,10,\N,\N,1:34.584,203.171
25276,1067,841,11,\N,\N,1:32.904,206.845
25277,1067,8,12,\N,\N,1:32.586,207.556
25278,1067,817,13,\N,\N,1:33.255,206.067
25279,1067,852,14,\N,\N,1:32.844,206.979
25280,1067,847,15,\N,\N,1:33.399,205.749
25281,1067,4,16,\N,\N,1:33.252,206.073
25282,1067,849,17,\N,\N,1:33.672,205.149
25283,1067,20,18,\N,\N,1:32.730,207.233
25284,1067,854,19,\N,\N,1:34.209,203.980
25285,1067,853,20,\N,\N,1:35.438,201.353
25286,1069,830,1,1:34:36.552,5676552,1:39.096,200.278
25287,1069,1,2,+1.333,5677885,1:38.485,201.521
25288,1069,815,3,+42.223,5718775,1:39.566,199.333
25289,1069,844,4,+52.246,5728798,1:39.303,199.861
25290,1069,817,5,+1:16.854,5753406,1:40.345,197.785
25291,1069,822,6,+1:20.128,5756680,1:40.147,198.176
25292,1069,832,7,+1:23.545,5760097,1:40.377,197.722
25293,1069,846,8,+1:24.395,5760947,1:40.228,198.016
25294,1069,852,9,\N,\N,1:41.151,196.209
25295,1069,20,10,\N,\N,1:40.481,197.517
25296,1069,841,11,\N,\N,1:41.145,196.221
25297,1069,840,12,\N,\N,1:41.189,196.135
25298,1069,8,13,\N,\N,1:41.340,195.843
