Unnamed: 0,raceId,Track,kaggle_driver_id,Position,participated_q2,participated_q3,q1_time_sec,q2_time_sec,q3_time_sec,year,Team,rain,sunny
416,1119,Las Vegas,839,17,0,0,94.834,,,2023,Alpine,0,1
417,1119,Las Vegas,855,18,0,0,94.849,,,2023,Alfa Romeo,0,1
418,1119,Las Vegas,857,19,0,0,94.85,,,2023,McLaren,0,1
419,1119,Las Vegas,852,20,0,0,96.447,,,2023,AlphaTauri,0,1
420,1120,Abu Dhabi,830,1,1,1,84.16,83.74,83.445,2023,Red Bull Racing,0,1
421,1120,Abu Dhabi,844,2,1,1,84.459,83.969,83.584,2023,Ferrari,0,1
422,1120,Abu Dhabi,857,3,1,1,84.487,84.27799999999999,83.782,2023,McLaren,0,1
423,1120,Abu Dhabi,847,4,1,1,84.337,84.013,83.788,2023,Mercedes,0,1
424,1120,Abu Dhabi,846,5,1,1,84.368,83.92,83.816,2023,McLaren,0,1
425,1120,Abu Dhabi,852,6,1,1,84.286,84.207,83.968,2023,AlphaTauri,0,1
426,1120,Abu Dhabi,4,7,1,1,84.501,84.131,84.084,2023,Aston Martin,0,1
427,1120,Abu Dhabi,807,8,1,1,84.425,84.213,84.108,2023,Haas F1 Team,0,1
428,1120,Abu Dhabi,815,9,1,1,84.209,84.116,84.17099999999999,2023,Red Bull Racing,0,1
429,1120,Abu Dhabi,842,10,1,1,84.6,84.078,84.578,2023,Alpine,0,1
430,1120,Abu Dhabi,1,11,1,0,84.437,84.35900000000001,,2023,Mercedes,0,1
431,1120,Abu Dhabi,839,12,1,0,84.565,84.39099999999999,,2023,Alpine,0,1
432,1120,Abu Dhabi,840,13,1,0,84.405,84.422,,2023,Aston Martin,0,1
433,1120,Abu Dhabi,848,14,1,0,84.298,84.439,,2023,Williams,0,1
434,1120,Abu Dhabi,817,15,1,0,84.461,84.44200000000001,,2023,AlphaTauri,0,1
435,1120,Abu Dhabi,832,16,0,0,84.738,,,2023,Ferrari,0,1
436,1120,Abu Dhabi,825,17,0,0,84.764,,,2023,Haas F1 Team,0,1
437,1120,Abu Dhabi,822,18,0,0,84.788,,,2023,Alfa Romeo,0,1
438,1120,Abu Dhabi,855,19,0,0,85.15899999999999,,,2023,Alfa Romeo,0,1
439,1120,Abu Dhabi,858,NC,0,0,,,,2023,Williams,0,1
