Unnamed: 0,raceId,Track,Team,kaggle_driver_id,Position,participated_q2,participated_q3,q1_time_sec,q2_time_sec,q3_time_sec
10,1074,Bahrain,Alpine Renault,839,11,1,0,92.041,91.782,
11,1074,Bahrain,Haas Ferrari,854,12,1,0,92.38,91.998,
12,1074,Bahrain,McLaren Mercedes,846,13,1,0,92.239,92.008,
13,1074,Bahrain,Williams Mercedes,848,14,1,0,92.726,92.664,
14,1074,Bahrain,Alfa Romeo Ferrari,855,15,1,0,92.493,93.543,
15,1074,Bahrain,AlphaTauri RBPT,852,16,0,0,92.75,,
16,1074,Bahrain,Aston Martin Aramco Mercedes,807,17,0,0,92.777,,
17,1074,Bahrain,McLaren Mercedes,817,18,0,0,92.945,,
18,1074,Bahrain,Aston Martin Aramco Mercedes,840,19,0,0,93.032,,
19,1074,Bahrain,Williams Mercedes,849,20,0,0,93.634,,
20,1075,Saudi Arabia,Red Bull Racing RBPT,815,1,1,1,89.705,88.924,88.2
21,1075,Saudi Arabia,Ferrari,844,2,1,1,89.039,88.78,88.225
22,1075,Saudi Arabia,Ferrari,832,3,1,1,88.855,88.68860000000001,88.402
23,1075,Saudi Arabia,Red Bull Racing RBPT,830,4,1,1,88.928,88.945,88.461
24,1075,Saudi Arabia,Alpine Renault,839,5,1,1,90.093,89.584,89.068
25,1075,Saudi Arabia,Mercedes,847,6,1,1,89.68,89.618,89.104
26,1075,Saudi Arabia,Alpine Renault,4,7,1,1,89.97800000000001,89.295,89.14699999999999
27,1075,Saudi Arabia,Alfa Romeo Ferrari,822,8,1,1,89.68299999999999,89.404,89.18299999999999
28,1075,Saudi Arabia,AlphaTauri RBPT,842,9,1,1,89.89099999999999,89.418,89.254
29,1075,Saudi Arabia,Haas Ferrari,825,10,1,1,89.831,89.54599999999999,89.588
30,1075,Saudi Arabia,McLaren Mercedes,846,11,1,0,89.957,89.651,
31,1075,Saudi Arabia,McLaren Mercedes,817,12,1,0,90.009,89.773,
32,1075,Saudi Arabia,Alfa Romeo Ferrari,855,13,1,0,89.97800000000001,89.819,
33,1075,Saudi Arabia,Haas Ferrari,854,14,1,0,90.167,89.92,
34,1075,Saudi Arabia,Aston Martin Aramco Mercedes,840,15,1,0,90.256,91.009,
35,1075,Saudi Arabia,Mercedes,1,16,0,0,90.343,,
36,1075,Saudi Arabia,Williams Mercedes,848,17,0,0,90.492,,
37,1075,Saudi Arabia,Aston Martin Aramco Mercedes,807,18,0,0,90.543,,
38,1075,Saudi Arabia,Williams Mercedes,849,19,0,0,91.817,,
39,1075,Saudi Arabia,AlphaTauri RBPT,852,NC,0,0,,,
40,1076,Australia,Ferrari,844,1,1,1,78.881,78.606,77.868
41,1076,Australia,Red Bull Racing RBPT,830,2,1,1,5260.0,78.611,78.154
42,1076,Australia,Red Bull Racing RBPT,815,3,1,1,78.834,78.34,78.24
43,1076,Australia,McLaren Mercedes,846,4,1,1,79.28,79.066,78.703
44,1076,Australia,Mercedes,1,5,1,1,79.401,79.106,78.825
45,1076,Australia,Mercedes,847,6,1,1,79.405,79.076,78.93299999999999
46,1076,Australia,McLaren Mercedes,817,7,1,1,79.66499999999999,79.13,79.032
47,1076,Australia,Alpine Renault,839,8,1,1,79.605,79.136,79.061
48,1076,Australia,Ferrari,832,9,1,1,78.983,78.469,79.408
49,1076,Australia,Alpine Renault,4,10,1,1,79.19200000000001,78.815,
50,1076,Australia,AlphaTauri RBPT,842,11,1,0,79.58,79.226,
51,1076,Australia,Alfa Romeo Ferrari,822,12,1,0,79.251,79.41,
52,1076,Australia,AlphaTauri RBPT,852,13,1,0,79.742,79.424,
53,1076,Australia,Alfa Romeo Ferrari,855,14,1,0,79.91,80.155,
54,1076,Australia,Haas Ferrari,854,15,1,0,80.104,80.465,
55,1076,Australia,Williams Mercedes,848,NC,0,0,80.135,,
56,1076,Australia,Haas Ferrari,825,16,0,0,80.254,,
57,1076,Australia,Aston Martin Aramco Mercedes,20,17,0,0,81.149,,
58,1076,Australia,Williams Mercedes,849,18,0,0,81.372,,
59,1076,Australia,Aston Martin Aramco Mercedes,840,NC,0,0,,,
60,1077,Emilia Romagna,Red Bull Racing RBPT,830,1,1,1,79.295,78.793,87.999
61,1077,Emilia Romagna,Ferrari,844,2,1,1,78.79599999999999,79.584,88.77799999999999
62,1077,Emilia Romagna,McLaren Mercedes,846,3,1,1,80.168,79.294,89.131
63,1077,Emilia Romagna,Haas Ferrari,825,4,1,1,80.14699999999999,79.902,89.164
64,1077,Emilia Romagna,Alpine Renault,4,5,1,1,80.19800000000001,79.595,89.202
65,1077,Emilia Romagna,McLaren Mercedes,817,6,1,1,79.98,80.031,89.742
66,1077,Emilia Romagna,Red Bull Racing RBPT,815,7,1,1,79.773,79.29599999999999,89.80799999999999
67,1077,Emilia Romagna,Alfa Romeo Ferrari,822,8,1,1,80.419,80.19200000000001,90.439
68,1077,Emilia Romagna,Aston Martin Aramco Mercedes,20,9,1,1,80.364,79.957,91.062
69,1077,Emilia Romagna,Ferrari,832,10,1,0,79.305,78.99,
70,1077,Emilia Romagna,Mercedes,847,11,1,0,80.383,80.757,
71,1077,Emilia Romagna,Haas Ferrari,854,12,1,0,80.422,80.916,
72,1077,Emilia Romagna,Mercedes,1,13,1,0,80.47,81.138,
73,1077,Emilia Romagna,Alfa Romeo Ferrari,855,14,1,0,79.37,81.434,
74,1077,Emilia Romagna,Aston Martin Aramco Mercedes,840,15,1,0,80.342,88.119,
75,1077,Emilia Romagna,AlphaTauri RBPT,852,16,0,0,80.474,,
76,1077,Emilia Romagna,AlphaTauri RBPT,842,17,0,0,80.732,,
77,1077,Emilia Romagna,Williams Mercedes,849,18,0,0,81.971,,
78,1077,Emilia Romagna,Alpine Renault,839,19,0,0,82.338,,
79,1077,Emilia Romagna,Williams Mercedes,848,NC,0,0,,,
80,1078,Miami,Ferrari,844,1,1,1,89.474,89.13,88.79599999999999
81,1078,Miami,Ferrari,832,2,1,1,90.079,89.729,88.986
82,1078,Miami,Red Bull Racing RBPT,830,3,1,1,88.836,89.202,88.991
83,1078,Miami,Red Bull Racing RBPT,815,4,1,1,90.055,89.673,89.036
84,1078,Miami,Alfa Romeo Ferrari,822,5,1,1,90.845,89.751,89.475
85,1078,Miami,Mercedes,1,6,1,1,90.388,89.797,89.625
86,1078,Miami,AlphaTauri RBPT,842,7,1,1,90.779,90.128,89.69
87,1078,Miami,McLaren Mercedes,846,8,1,1,90.761,89.634,89.75
88,1078,Miami,AlphaTauri RBPT,852,9,1,1,90.485,90.031,89.932
